,sp500_Close,sp500_Volume,vix_Close,vix_Volume
2000-12-01,1331.4339844,951626000.0,27.837999799999995,0.0
2000-12-08,1353.282007,1177780000.0,25.118000199999997,0.0
2000-12-15,1352.8900145999999,1220660000.0,24.685999600000002,0.0
2000-12-22,1294.7779784000004,1294680000.0,28.764,0.0
2000-12-29,1324.65249625,987500000.0,27.57249975,0.0
2001-01-05,1315.63000525,1642975000.0,28.05749975,0.0
2001-01-12,1311.0600098,1258100000.0,26.995999800000003,0.0
2001-01-19,1336.65750125,1351900000.0,24.2050005,0.0
2001-01-26,1356.0120116000005,1212320000.0,22.412,0.0
2001-02-02,1365.3699952000004,1133080000.0,22.1620004,0.0
2001-02-09,1338.9500246,1082720000.0,21.8660002,0.0
2001-02-16,1318.6340332,1135100000.0,21.4400004,0.0
2001-02-23,1258.222473,1229475000.0,26.1025,0.0
2001-03-02,1248.187988,1211820000.0,27.156,0.0
2001-03-09,1251.0520264,1070640000.0,25.4080006,0.0
2001-03-16,1173.7240234,1358072000.0,29.189999800000002,0.0
2001-03-23,1138.5959962000004,1359450000.0,31.192000200000006,0.0
2001-03-30,1159.2859862,1255380000.0,28.4940002,0.0
2001-04-06,1127.0899902,1340278000.0,32.3260004,0.0
2001-04-13,1163.8399965,1201175000.0,28.98250025,0.0
2001-04-20,1221.2640136,1353580000.0,25.1219998,0.0
2001-04-27,1230.0300049999996,1173840000.0,26.8059998,0.0
2001-05-04,1259.7039794000002,1202060000.0,24.7200004,0.0
2001-05-11,1256.2200196,1010120000.0,24.238000600000003,0.0
2001-05-18,1272.7599851999996,1164340000.0,22.511999399999997,0.0
2001-05-25,1296.4640138,1099780000.0,21.072,0.0
2001-06-01,1258.125,1106550000.0,22.2824995,0.0
2001-06-08,1272.5259764000002,966200000.0,20.1879996,0.0
2001-06-15,1237.2139894000002,1189730000.0,21.756000600000004,0.0
2001-06-22,1221.308008,1276524000.0,21.3239996,0.0
2001-06-29,1219.4019775999998,1314152000.0,20.363999800000002,0.0
2001-07-06,1220.2499695,935502500.0,19.84999975,0.0
2001-07-13,1196.8600344000001,1241860000.0,22.5939998,0.0
2001-07-20,1210.0939697999995,1221720000.0,22.794000200000006,0.0
2001-07-27,1192.3840086,1139100000.0,23.598000000000003,0.0
2001-08-03,1213.356006,1107360000.0,20.97,0.0
2001-08-10,1192.4000242000004,1002680000.0,21.5039996,0.0
2001-08-17,1179.9340088,979500000.0,21.438000199999998,0.0
2001-08-24,1168.2000246,1015860000.0,22.330000199999997,0.0
2001-08-31,1150.3780029999998,974100000.0,23.184,0.0
2001-09-07,1114.2149960000004,1336700000.0,27.95000025,0.0
2001-09-14,1092.540039,1276600000.0,31.84,0.0
2001-09-21,1007.5899903999999,2084778000.0,41.518,0.0
2001-09-28,1016.4619872000002,1595600000.0,34.94999979999999,0.0
2001-10-05,1060.6340088,1405360000.0,32.0399996,0.0
2001-10-12,1077.8520018,1311036000.0,33.664000200000004,0.0
2001-10-19,1081.33999,1249040000.0,34.46600120000001,0.0
2001-10-26,1092.915991,1273620000.0,30.616,0.0
2001-11-02,1073.8340088,1239060000.0,32.3359998,0.0
2001-11-09,1115.2700195999996,1329260000.0,28.898000000000003,0.0
2001-11-16,1135.9039794000003,1319400000.0,26.6019994,0.0
2001-11-23,1145.272522,1021650000.0,24.00500025,0.0
2001-11-30,1143.0179932,1312160000.0,24.542000199999997,0.0
2001-12-07,1154.0920168,1404560000.0,24.0139998,0.0
2001-12-14,1131.2459962,1370780000.0,25.266,0.0
2001-12-21,1142.3320313999998,1456760000.0,23.260000199999997,0.0
2001-12-28,1153.0425109999999,756117500.0,21.9750005,0.0
2002-01-04,1160.1325075,1256625000.0,22.07499975,0.0
2002-01-11,1156.5780031999998,1306000000.0,22.172000200000006,0.0
2002-01-18,1135.7259763999996,1373840000.0,22.9000004,0.0
2002-01-25,1128.2300415,1422175000.0,21.9125,0.0
2002-02-01,1119.9339844,1588520000.0,22.1839998,0.0
2002-02-08,1088.8719972000001,1539040000.0,24.956000600000007,0.0
2002-02-15,1111.721997,1220240000.0,21.6780006,0.0
2002-02-22,1088.02746575,1355350000.0,23.4375,0.0
2002-03-01,1113.4420166,1383820000.0,21.311999800000002,0.0
2002-03-08,1156.9200198,1522860000.0,20.010000199999997,0.0
2002-03-15,1161.4260010000005,1314260000.0,19.302,0.0
2002-03-22,1157.9959962,1262380000.0,18.2939998,0.0
2002-03-29,1140.5824890000001,1152300000.0,17.927500000000006,0.0
2002-04-05,1131.5540038,1168260000.0,19.400000199999997,0.0
2002-04-12,1117.652002,1313260000.0,19.398,0.0
2002-04-19,1121.326001,1276580000.0,18.790000199999998,0.0
2002-04-26,1093.9459716,1367020000.0,20.7820002,0.0
2002-05-03,1077.3640137999996,1408640000.0,21.255999799999994,0.0
2002-05-10,1063.802002,1260840000.0,21.7719996,0.0
2002-05-17,1093.545996,1290860000.0,19.0920002,0.0
2002-05-24,1087.7359863999998,1080980000.0,19.1999998,0.0
2002-05-31,1068.502533,1160550000.0,20.32249975,0.0
2002-06-07,1037.5900144,1406760000.0,23.508000199999998,0.0
2002-06-14,1016.2859988,1437764000.0,24.6599998,0.0
2002-06-21,1017.7460083999999,1330540000.0,25.9299996,0.0
2002-06-28,984.5700073999999,1821238000.0,26.9860002,0.0
2002-07-05,964.9400175000001,1368925000.0,28.15000025,0.0
2002-07-12,939.8079956,1607616000.0,31.8719988,0.0
2002-07-19,890.8439942000001,2275080000.0,36.083999799999994,0.0
2002-07-26,830.5000002,2337088000.0,40.285999200000006,0.0
2002-08-02,892.4520018,1772880000.0,34.70400020000001,0.0
2002-08-09,877.008008,1474320000.0,39.50000100000001,0.0
2002-08-16,913.330005,1327680000.0,32.69399980000001,0.0
2002-08-23,948.2099974,1281180000.0,28.7000002,0.0
2002-08-30,926.9020018,1134440000.0,31.925999399999995,0.0
2002-09-06,886.1225127499998,1311925000.0,38.15000075,0.0
2002-09-13,899.7420043999997,1125240000.0,35.9320008,0.0
2002-09-20,864.558008,1453560000.0,38.38000039999999,0.0
2002-09-27,834.993994,1572028000.0,37.8200002,0.0
2002-10-04,822.1260008000003,1736420000.0,37.482000000000006,0.0
2002-10-11,799.9660034000002,1868864000.0,39.80799999999999,0.0
2002-10-18,869.2640137999998,1588958000.0,34.7379996,0.0
2002-10-25,893.2339966,1526214000.0,32.8860002,0.0
2002-11-01,889.9620116,1485260000.0,31.0019996,0.0
2002-11-08,908.978003,1517480000.0,30.721999999999998,0.0
2002-11-15,891.1540159999997,1374520000.0,29.687999800000004,0.0
2002-11-22,915.1119994,1635840000.0,25.471999800000003,0.0
2002-11-29,930.3399965,1277840000.0,26.19749975,0.0
2002-12-06,918.3280028,1436120000.0,28.7379996,0.0
2002-12-13,898.4940062000001,1295720000.0,28.554000399999996,0.0
2002-12-20,896.9040037999998,1427646000.0,27.6219998,0.0
2002-12-27,888.7274932500002,762477500.0,27.40250025,0.0
2003-01-03,894.2075195,1126575000.0,27.07750025,0.0
2003-01-10,923.4020019999999,1498880000.0,24.828,0.0
2003-01-17,918.5039918,1420120000.0,25.138000199999997,0.0
2003-01-24,878.68000775,1553837500.0,28.910000250000003,0.0
2003-01-31,854.1379880000002,1515846000.0,32.0739998,0.0
2003-02-07,843.9900144,1373720000.0,32.835999,0.0
2003-02-14,827.2219972,1339920000.0,33.66400080000001,0.0
2003-02-21,845.39248675,1229675000.0,30.9575,0.0
2003-02-28,835.426013,1349680000.0,31.1640002,0.0
2003-03-07,827.5279910000003,1293180000.0,31.017999999999994,0.0
2003-03-14,815.5140011999998,1532180000.0,32.634,0.0
2003-03-21,874.9439941999998,1610346000.0,30.5660004,0.0
2003-03-28,868.1880003999999,1281200000.0,28.615999600000006,0.0
2003-04-04,868.571997,1425520000.0,28.573999800000006,0.0
2003-04-11,872.8179931999998,1288000000.0,26.5460004,0.0
2003-04-18,887.3824920000003,1402350000.0,22.49749975,0.0
2003-04-25,906.5280031999997,1480200000.0,20.916,0.0
2003-05-02,919.1960083999999,1507782000.0,21.005999600000006,0.0
2003-05-09,928.8479982,1466700000.0,20.7719998,0.0
2003-05-16,943.5319946000001,1442580000.0,19.414,0.0
2003-05-23,925.8019898,1397660000.0,20.3920002,0.0
2003-05-30,954.48249825,1616400000.0,19.98,0.0
2003-06-06,980.5400026000001,1652340000.0,20.8780002,0.0
2003-06-13,989.0739990000001,1385420000.0,20.813999599999995,0.0
2003-06-20,1004.5760008,1508520000.0,19.785999399999998,0.0
2003-06-27,980.4900024,1380160000.0,20.139999800000002,0.0
2003-07-04,984.06750475,1335650000.0,19.34999975,0.0
2003-07-11,1000.2620118,1458240000.0,19.225999800000004,0.0
2003-07-18,994.6839964,1531220000.0,19.6459998,0.0
2003-07-25,987.1599854,1402620000.0,18.788,0.0
2003-08-01,988.7500122,1445600000.0,19.2240002,0.0
2003-08-08,973.4140136,1327460000.0,21.06,0.0
2003-08-15,987.2300050000001,1037294000.0,18.64,0.0
2003-08-22,999.7439944,1271000000.0,18.05,0.0
2003-08-29,999.6160034,1062420000.0,19.0519998,0.0
2003-09-05,1024.404999,1516300000.0,18.835,0.0
2003-09-12,1020.1559937999997,1373760000.0,19.01,0.0
2003-09-19,1029.195984,1382022000.0,18.1140006,0.0
2003-09-26,1012.2700073999999,1427800000.0,20.9659996,0.0
2003-10-03,1014.1719850000003,1472620000.0,21.151999600000003,0.0
2003-10-10,1036.8340088,1250920000.0,19.074000199999997,0.0
2003-10-17,1046.1959716,1320640000.0,17.4840006,0.0
2003-10-24,1036.7500243999998,1468480000.0,17.329999800000003,0.0
2003-10-31,1044.7359862,1538440000.0,16.745999800000003,0.0
2003-11-07,1055.0680177999998,1418400000.0,16.725999800000004,0.0
2003-11-14,1052.193994,1298900000.0,17.064000400000005,0.0
2003-11-21,1037.8300046,1331060000.0,18.994000000000003,0.0
2003-11-28,1055.65496825,1055355000.0,16.675000000000004,0.0
2003-12-05,1066.5379882000002,1385780000.0,16.611999599999997,0.0
2003-12-12,1066.7760256000001,1358520000.0,17.036000199999997,0.0
2003-12-19,1079.4980224,1549520000.0,16.264,0.0
2003-12-26,1094.72250375,817782500.0,16.8850005,0.0
2004-01-02,1109.88000475,1063025000.0,17.824999499999997,0.0
2004-01-09,1125.2,1673340000.0,16.416,0.0
2004-01-16,1130.1699952,1607360000.0,16.434000199999996,0.0
2004-01-23,1142.97000125,1677675000.0,14.775000000000002,0.0
2004-01-30,1138.6280028,1710520000.0,16.0899998,0.0
2004-02-06,1133.832007,1551020000.0,17.2060002,0.0
2004-02-13,1148.2060304000001,1440040000.0,15.721999800000003,0.0
2004-02-20,1149.994995,1455325000.0,15.707500250000002,0.0
2004-02-27,1142.7199950000004,1441800000.0,15.300000199999998,0.0
2004-03-05,1153.5659912,1394320000.0,14.545999999999998,0.0
2004-03-12,1127.8039794,1536120000.0,18.0059998,0.0
2004-03-19,1114.2079832,1483600000.0,19.4520002,0.0
2004-03-26,1099.5859862000002,1445820000.0,19.453999600000003,0.0
2004-04-02,1129.932007,1497700000.0,16.362000199999994,0.0
2004-04-09,1144.64498875,1367500000.0,15.5775,0.0
2004-04-16,1133.2519774,1425960000.0,15.767999999999999,0.0
2004-04-23,1131.7179932,1532860000.0,15.262,0.0
2004-04-30,1123.4480224000001,1631580000.0,15.984000400000005,0.0
2004-05-07,1114.2520018,1573120000.0,16.8239996,0.0
2004-05-14,1094.3979734000002,1579360000.0,18.7619998,0.0
2004-05-21,1089.404004,1360260000.0,19.0759998,0.0
2004-05-28,1113.0720214000003,1352540000.0,16.157999999999998,0.0
2004-06-04,1121.3324890000001,1209350000.0,16.54750025,0.0
2004-06-11,1137.60000625,1209875000.0,15.2075,0.0
2004-06-18,1131.5860354,1298200000.0,15.21,0.0
2004-06-25,1136.7700439999999,1431640000.0,14.71,0.0
2004-07-02,1132.9419678,1356820000.0,15.232000000000001,0.0
2004-07-09,1114.11499025,1299825000.0,16.01000025,0.0
2004-07-16,1109.8079836,1327060000.0,14.446000000000002,0.0
2004-07-23,1097.297998,1492700000.0,15.6,0.0
2004-07-30,1095.2939942,1481360000.0,16.199999599999998,0.0
2004-08-06,1089.9219726,1380380000.0,17.054000000000002,0.0
2004-08-13,1069.6160156,1264440000.0,18.291999800000003,0.0
2004-08-20,1089.1599854,1241160000.0,16.7559998,0.0
2004-08-27,1101.9379884000002,1035120000.0,15.162,0.0
2004-09-03,1108.2480224,1033194000.0,14.765999999999998,0.0
2004-09-10,1119.9675295,1273300000.0,13.975,0.0
2004-09-17,1125.3139892000002,1259360000.0,13.958000000000002,0.0
2004-09-24,1116.7060058000004,1288840000.0,14.382,0.0
2004-10-01,1114.8920168,1478640000.0,13.55,0.0
2004-10-08,1132.8980224000004,1421640000.0,14.038,0.0
2004-10-15,1114.2739990000002,1388940000.0,15.330000000000002,0.0
2004-10-22,1104.6280027999999,1587820000.0,14.902,0.0
2004-10-29,1117.7859862,1587360000.0,16.069999799999998,0.0
2004-11-05,1146.4220215999999,1665900000.0,14.86,0.0
2004-11-12,1169.9060058,1447680000.0,13.372,0.0
2004-11-19,1179.0140138,1497040000.0,13.255999999999998,0.0
2004-11-26,1179.64749125,1118795000.0,12.785,0.0
2004-12-03,1185.0519774,1609280000.0,13.089999999999998,0.0
2004-12-10,1185.473999,1496380000.0,13.138,0.0
2004-12-17,1201.0379884,1761040000.0,12.368,0.0
2004-12-24,1204.9499815,1313350000.0,11.515,0.0
2004-12-31,1211.4760254,889520000.0,12.322000000000001,0.0
2005-01-07,1189.5899902,1603540000.0,13.844000000000001,0.0
2005-01-14,1184.5819824,1477400000.0,12.85,0.0
2005-01-21,1180.9725035,1607750000.0,13.46,0.0
2005-01-28,1170.4280027999996,1596660000.0,13.726,0.0
2005-02-04,1191.3580078,1625228000.0,11.902,0.0
2005-02-11,1199.6640137999998,1465690000.0,11.654000000000002,0.0
2005-02-18,1205.7879884000001,1487736000.0,11.368,0.0
2005-02-25,1196.63250725,1572115000.0,12.1475,0.0
2005-03-04,1211.3359864,1665028000.0,12.297999999999998,0.0
2005-03-11,1212.2160158,1554146000.0,12.53,0.0
2005-03-18,1194.5019774,1706090000.0,13.092000000000002,0.0
2005-03-25,1174.86001575,1975625000.0,13.84,0.0
2005-04-01,1174.9120116,2089900000.0,13.998,0.0
2005-04-08,1182.7839844000002,1861984000.0,13.177999999999999,0.0
2005-04-15,1169.4860107999998,2119976000.0,13.772,0.0
2005-04-22,1149.665991,2178972000.0,15.645999799999998,0.0
2005-04-29,1154.0759768,2090184000.0,15.314000199999997,0.0
2005-05-06,1168.5920165999999,2031568000.0,14.306,0.0
2005-05-13,1165.9159912,1953106000.0,15.110000200000002,0.0
2005-05-20,1181.0820068,1883610000.0,14.068,0.0
2005-05-27,1194.8679929999996,1627978000.0,12.522,0.0
2005-06-03,1198.5075075,1773022500.0,12.409999999999998,0.0
2005-06-10,1197.6960206,1720456000.0,12.282,0.0
2005-06-17,1207.8459716000002,1876670000.0,11.505999999999998,0.0
2005-06-24,1207.1779783999998,1941440000.0,11.582,0.0
2005-07-01,1195.575952,1796724000.0,11.862,0.0
2005-07-08,1202.4149777500004,1885635000.0,11.9725,0.0
2005-07-15,1223.8719970000002,1871184000.0,10.842,0.0
2005-07-22,1229.280005,1916710000.0,10.588,0.0
2005-07-29,1234.9760254,1877768000.0,10.908,0.0
2005-08-05,1237.3580078,1934294000.0,12.132,0.0
2005-08-12,1230.3680178,1904968000.0,12.63,0.0
2005-08-19,1222.4359864000005,1721880000.0,13.184,0.0
2005-08-26,1213.2759766,1668590000.0,13.675999999999998,0.0
2005-09-02,1216.126001,1950290000.0,13.298000000000002,0.0
2005-09-09,1235.725006,1986932500.0,12.59,0.0
2005-09-16,1232.9120116,2247794000.0,12.132,0.0
2005-09-23,1218.4939942,2268336000.0,12.972000000000001,0.0
2005-09-30,1220.9340334,2075822000.0,12.517999999999999,0.0
2005-10-07,1204.9899902000002,2380760000.0,13.952000000000002,0.0
2005-10-14,1182.6579834000001,2305280000.0,15.747999599999998,0.0
2005-10-21,1184.2780031999996,2408668000.0,15.148,0.0
2005-10-28,1192.9220214000004,2350556000.0,14.826,0.0
2005-11-04,1212.9219972,2488110000.0,13.964000000000002,0.0
2005-11-11,1225.5459962000002,2063738000.0,12.502,0.0
2005-11-18,1237.01001,2226412000.0,11.808,0.0
2005-11-25,1262.48498525,1779777500.0,10.815,0.0
2005-12-02,1258.8339842,2280068000.0,11.607999999999999,0.0
2005-12-09,1259.6739745999998,2121000000.0,11.84,0.0
2005-12-16,1267.7719969999996,2235374000.0,10.894000000000002,0.0
2005-12-23,1263.8220214000003,1888996000.0,10.788,0.0
2005-12-30,1254.3550415,1447217500.0,11.65,0.0
2006-01-06,1275.29748525,2487450000.0,11.205,0.0
2006-01-13,1289.5380125999998,2321112000.0,11.072000000000001,0.0
2006-01-20,1276.84753425,2425750000.0,12.675,0.0
2006-01-27,1270.5819824000002,2592450000.0,12.9,0.0
2006-02-03,1276.5199706,2485592000.0,12.778000000000002,0.0
2006-02-10,1263.2440184,2337512000.0,13.09,0.0
2006-02-17,1279.0020018,2197072000.0,12.28,0.0
2006-02-24,1288.2300415,2100980000.0,11.905,0.0
2006-03-03,1288.4780028,2260408000.0,11.83,0.0
2006-03-10,1277.252002,2250934000.0,12.45,0.0
2006-03-17,1299.4419922000004,2274080000.0,11.512,0.0
2006-03-24,1302.393994,2094204000.0,11.396,0.0
2006-03-31,1298.5699949999998,2170618000.0,11.39,0.0
2006-04-07,1303.9680422000001,2285182000.0,11.510000000000002,0.0
2006-04-14,1290.10748275,1990310000.0,12.5825,0.0
2006-04-21,1305.0560058,2348590000.0,11.706,0.0
2006-04-28,1307.117993,2435666000.0,11.738,0.0
2006-05-05,1312.9059814000002,2392390000.0,12.0,0.0
2006-05-12,1313.9620117999998,2335326000.0,12.49,0.0
2006-05-19,1277.1479980000001,2648372000.0,15.47,0.0
2006-05-26,1266.0519774,2512808000.0,16.62,0.0
2006-06-02,1275.97247325,2381012500.0,15.98500025,0.0
2006-06-09,1259.1040283999996,2682616000.0,17.651999999999994,0.0
2006-06-16,1239.7739988,2737928000.0,19.875999399999998,0.0
2006-06-23,1244.5099854,2255366000.0,16.362000199999997,0.0
2006-06-30,1255.7659912000001,2367602000.0,14.784,0.0
2006-07-07,1272.6649777500004,1819212500.0,13.705,0.0
2006-07-14,1255.3699952,2285754000.0,15.498,0.0
2006-07-21,1244.1160156,2475962000.0,17.107999600000003,0.0
2006-07-28,1267.9880125999998,2560298000.0,14.744000000000002,0.0
2006-08-04,1276.9240234000001,2571830000.0,14.628,0.0
2006-08-11,1270.35,2293082000.0,14.884,0.0
2006-08-18,1289.8,2299788000.0,12.794,0.0
2006-08-25,1296.0959962000004,1831910000.0,12.304,0.0
2006-09-01,1305.2520018,1952878000.0,12.19,0.0
2006-09-08,1301.6125185,2225772500.0,13.3525,0.0
2006-09-15,1313.3100096000005,2688896000.0,11.88,0.0
2006-09-22,1319.3620361999995,2409864000.0,11.998,0.0
2006-09-29,1334.8079836000004,2560806000.0,11.785999999999998,0.0
2006-10-06,1343.6879637999998,2639458000.0,12.042000000000002,0.0
2006-10-13,1356.495996,2365916000.0,11.332,0.0
2006-10-20,1366.8940188,2526124000.0,11.138,0.0
2006-10-27,1380.6079835999994,2712532000.0,10.776,0.0
2006-11-03,1371.0640138,2692108000.0,11.277999999999999,0.0
2006-11-10,1381.5139892000002,2657402000.0,10.96,0.0
2006-11-17,1395.0339844000002,2761356000.0,10.376,0.0
2006-11-24,1402.587494,2053727500.0,10.185,0.0
2006-12-01,1393.0999755999999,2989828000.0,11.464,0.0
2006-12-08,1410.7820067999994,2686182000.0,11.714,0.0
2006-12-15,1418.078003,2707922000.0,10.312,0.0
2006-12-22,1420.1240234000004,2328566000.0,10.61,0.0
2006-12-29,1421.69250475,1541112500.0,11.1125,0.0
2007-01-05,1414.8833009999996,3117673333.333333,11.896666666666668,0.0
2007-01-12,1418.8699705999998,2822146000.0,11.28,0.0
2007-01-19,1429.8475035,2722427500.0,10.645,0.0
2007-01-26,1427.4300048,2783864000.0,10.67,0.0
2007-02-02,1436.4019774000005,2779552000.0,10.644,0.0
2007-02-09,1446.2760255999995,2686990000.0,10.612,0.0
2007-02-16,1449.0560303999996,2527498000.0,10.484000000000002,0.0
2007-02-23,1456.2200012500002,2368890000.0,10.3,0.0
2007-03-02,1409.1140136,3599964000.0,15.862,0.0
2007-03-09,1393.2459962,3123586000.0,15.841999800000002,0.0
2007-03-16,1390.1899902,3224692000.0,16.522000000000002,0.0
2007-03-23,1423.7380125999996,2901376000.0,13.185999999999998,0.0
2007-03-30,1425.3459957999999,2837362000.0,14.28,0.0
2007-04-06,1436.3625185,2692797500.0,13.615000000000002,0.0
2007-04-13,1446.504004,2654060000.0,12.844000000000001,0.0
2007-04-20,1473.4779783999998,3001118000.0,12.23,0.0
2007-04-27,1489.0160155999995,2978394000.0,12.922,0.0
2007-05-04,1494.5200195999998,3090694000.0,13.362,0.0
2007-05-11,1505.4199707999999,2805676000.0,13.158,0.0
2007-05-18,1510.795996,2918038000.0,13.547999999999998,0.0
2007-05-25,1518.947998,3018380000.0,13.404000000000002,0.0
2007-06-01,1528.8249815,2953637500.0,13.0475,0.0
2007-06-08,1517.1800050000004,3034900000.0,14.737999800000003,0.0
2007-06-15,1514.7340087999999,2975814000.0,14.738,0.0
2007-06-22,1520.4679932,3217232000.0,14.18,0.0
2007-06-29,1501.2059815999999,3251210000.0,16.567999800000003,0.0
2007-07-06,1525.0350035,2318562500.0,15.13,0.0
2007-07-13,1532.1859864000005,3066650000.0,16.0119998,0.0
2007-07-20,1546.4479981999998,3263540000.0,15.8800002,0.0
2007-07-27,1502.4619872000005,4151786000.0,19.673999600000002,0.0
2007-08-03,1460.0500246,4510208000.0,22.888,0.0
2007-08-10,1469.7199951999999,5342306000.0,24.146,0.0
2007-08-17,1428.673999,4376236000.0,29.148000000000003,0.0
2007-08-24,1459.721997,3053680000.0,23.5619998,0.0
2007-08-31,1458.9080078000004,2724582000.0,24.253999,0.0
2007-09-07,1473.4525452499995,2852217500.0,24.39500025,0.0
2007-09-14,1472.5899902,2851118000.0,25.4579996,0.0
2007-09-21,1513.9920164,3358248000.0,21.2620004,0.0
2007-09-28,1523.697998,3070800000.0,18.12,0.0
2007-10-05,1546.7379883999995,3011736000.0,18.096,0.0
2007-10-12,1559.2820068,2943480000.0,17.3719998,0.0
2007-10-19,1533.8379882000002,3475220000.0,19.854,0.0
2007-10-26,1518.295996,3716066000.0,20.7159994,0.0
2007-11-02,1527.893994,3763506000.0,21.138000199999997,0.0
2007-11-09,1485.306006,4415684000.0,25.3699996,0.0
2007-11-16,1460.1400145999999,4095036000.0,26.936,0.0
2007-11-23,1432.6099855000002,3670937500.0,25.835,0.0
2007-11-30,1451.0659914000007,4096428000.0,25.228000400000006,0.0
2007-12-07,1486.4440186,3415362000.0,22.3480004,0.0
2007-12-14,1487.3119872000002,3702056000.0,22.525999600000002,0.0
2007-12-21,1459.691992,3745900000.0,21.5779996,0.0
2007-12-28,1487.21749875,2016050000.0,19.565,0.0
2008-01-04,1443.5775145,3372257500.0,23.02500025,0.0
2008-01-11,1407.3699952,4788802000.0,24.0940006,0.0
2008-01-18,1365.7679686,5006464000.0,25.2519996,0.0
2008-01-25,1332.94497675,5100980000.0,29.22250025,0.0
2008-02-01,1369.2080324,4539542000.0,26.588000600000004,0.0
2008-02-08,1342.4219970000001,4035458000.0,27.773999799999995,0.0
2008-02-15,1350.8099852,3744452000.0,25.874,0.0
2008-02-22,1351.112518,3688347500.0,24.7925,0.0
2008-02-29,1366.2840333999998,4046484000.0,23.5380008,0.0
2008-03-07,1317.8999755999996,4408266000.0,26.288,0.0
2008-03-14,1301.2820068,4802348000.0,28.281999999999996,0.0
2008-03-21,1308.817505,5630602500.0,28.622501000000003,0.0
2008-03-28,1336.9959962,4084940000.0,25.823999399999998,0.0
2008-04-04,1360.0240234,4175550000.0,23.4760002,0.0
2008-04-11,1357.1900146,3663378000.0,22.605999800000003,0.0
2008-04-18,1356.6699952,3868576000.0,21.526000399999997,0.0
2008-04-25,1386.1399901999996,3939778000.0,20.256,0.0
2008-05-02,1399.2279784000002,4066604000.0,19.5459998,0.0
2008-05-09,1400.8560057999996,3751244000.0,19.129999800000004,0.0
2008-05-16,1412.8399901999994,3809532000.0,17.239999800000003,0.0
2008-05-23,1400.204004,3905724000.0,18.1559996,0.0
2008-05-30,1393.70748925,3814042500.0,18.6699995,0.0
2008-06-06,1381.0500244,4314358000.0,20.611999399999995,0.0
2008-06-13,1351.1179929999996,4526856000.0,22.9940002,0.0
2008-06-20,1341.9280276000004,4443808000.0,21.754000199999997,0.0
