,trade_Trade Policy EMV Fraction,vix_Volume,sp500_Volume,hsi_Close,n100_Volume,ftse_Volume,infectious_daily_infect_emv_index,GPR,Overall EMV Tracker,sp500_Close,vix_Close,dji_Close,dji_Volume,ndx_Close,ndx_Volume,n225_Close,n225_Volume,ftse_Close,hsi_Volume,n100_Close,trade_US Trade Policy Uncertainty,trade_Japanese Trade Policy Uncertainty
2000-03-17,0.03116008791903438,0.0,1142382428.518053,17142.090192462303,32641.099364735186,1170720556.0079648,0.25466764435705547,88.83730467456425,42.191085889894595,1441.8205772522977,23.45715719697567,10560.237461137232,210717627.0477374,4302.6434020523775,1859903905.2259219,19728.728916089523,-2.5480978705818416,6491.8271000927425,-26084.858233775944,1024.6896781722844,84.15175428172554,68.7870952377535
2000-03-24,0.032045675677283905,0.0,1122968034.7574067,17109.25773242296,32326.609674638137,1110089501.6863878,0.3700077565347495,85.10848081956922,43.090492130268174,1456.898709584303,24.153296068035303,10680.351589942302,207047449.7433126,4273.4111407424325,1862014765.5922608,19744.728120835272,-5.248372896618093,6507.040263122033,-28259.207994677126,1025.2560296140502,84.48165567034165,64.98992139281215
2000-03-31,0.031403458698032,0.0,1117656134.2543378,16939.34215807078,32263.160537712276,1053810807.1061494,0.559274726332907,81.51954970134217,43.597358221234245,1457.7400270971739,25.016787815908817,10713.512892159786,201356270.96781737,4159.794889775067,1898597120.1798782,19715.544637193947,-7.014599525042286,6475.43653282975,-29785.228132549673,1024.8400131233034,84.47475658317586,61.95554094531454
2000-04-07,0.030327106371309726,0.0,1090350428.0329726,16674.04723013015,32361.67695900984,1004356947.5784438,0.7082472725092162,78.07304629867616,43.73704372576353,1450.2888629790511,26.059979064521578,10704.504021030192,200018210.50875026,3997.8731779154487,1891132957.5389183,19559.51667328598,-8.183433910162421,6430.370842006092,-30897.62051808834,1025.0471765935754,84.15745749771469,59.64526084557292
2000-04-14,0.028565446990674804,0.0,1102758375.1102095,16353.408770533217,32564.94230248034,984299832.202703,0.9986412178691778,74.76964457737915,43.53748574310782,1429.505529836105,27.43506663393188,10613.626393740951,207384224.71171263,3776.596356408447,1949060599.1266878,19262.414686596112,-8.971060310621397,6356.9152962629205,-31747.08691208437,1024.1696436910815,83.55813992974383,58.01456802898248
2000-04-21,0.030146174497613785,0.0,1079742638.6069388,16073.22625476118,32836.19442012161,961837868.7369962,1.1924249054191969,71.60882360879009,43.02827212929367,1423.1993672102783,27.596603601892344,10583.884693723418,202710072.9834695,3668.508429536015,1885485596.4367766,18728.58704592086,-9.516311780531396,6318.770631833446,-32430.394699312747,1028.9524337577536,82.70645307492956,57.01521921296346
2000-04-28,0.031005546762871233,0.0,1016711652.8001376,15777.599393388318,33151.80363143794,932490128.3256731,1.3162679711273142,68.58929526085662,42.24004410381185,1427.947380756069,26.942715286086955,10602.043827315552,187323170.4602459,3648.092851404187,1709091301.3258524,18287.88427235811,-9.90835641564263,6308.107116060932,-33009.68101184815,1037.078777592782,81.63285339824051,56.59658637796697
2000-05-05,0.03131507036433905,0.0,960104796.217905,15532.228645420526,33496.57151413523,913255183.8310668,1.7028603591350804,65.70927880347801,41.20410903886103,1427.6907023866822,26.43498954373679,10593.42194204196,174704293.22314355,3602.188329173868,1557714114.6902752,17908.16312240989,-10.204473695961497,6293.16512831286,-33524.84720906988,1043.9952760221024,80.36830530119157,56.706526409691165
2000-05-12,0.03136583297093413,0.0,934445027.8302736,15338.287936538494,33860.71242325567,907675656.1027522,1.2654302647532112,62.96667722297316,39.95218616749979,1426.3386164002757,25.70616632746995,10587.514078845667,169379227.1591392,3538.5973820847707,1478428267.8480377,17548.597162289807,-10.44146803291369,6288.685501524469,-34001.51692131162,1047.0669501625116,78.9440831384925,57.29194843040423
2000-05-19,0.03097511484495614,0.0,924073930.2202144,15188.422542142202,34237.915430910885,909644081.1098778,0.9366180844874171,60.359190427488066,38.51623446980407,1425.9559285300975,24.906826148023605,10576.847565088683,170391681.65930748,3501.0484345169352,1450865185.8361588,17225.65888247484,-10.642996994287387,6284.8385543835175,-34456.14561739564,1047.3272637568186,77.39163507902101,58.29919202391428
2000-05-26,0.030028553449975202,0.0,927822935.4118142,15179.461534834223,34624.099964316934,906189325.4280721,0.6508134890158342,57.884387932332935,36.928328393990384,1429.268817844362,23.999490319030876,10555.805893888784,167844712.65815037,3511.168305254717,1440150902.5408664,16974.841572742014,-10.824276488354371,6328.476621708751,-34899.30126463622,1050.222314436076,75.74248164650763,59.67429182430074
2000-06-02,0.028373720152648715,0.0,972659119.527457,15460.723877641443,35016.6168441046,928388553.5192459,0.4949772542919167,55.539755528823974,35.220556614489645,1442.7246251197769,22.997125787035284,10585.714816207052,173043499.8936063,3602.8133834164746,1503642860.6695197,16916.09228896519,-10.995101789067121,6394.013183198687,-35337.77071388811,1060.3860196889577,74.02812869533085,61.36318126345633
2000-06-09,0.0303608161570725,0.0,979576566.677123,15776.08219274,35413.73529696837,871342383.9675515,0.43801480539559945,53.32272524886426,33.42492362576557,1449.1625115785132,22.29770654608197,10573.453078369765,172686751.33816165,3663.4336549707305,1487270401.1714725,16879.317290985775,-11.161787221284612,6412.6347891904215,-35775.9121202752,1065.2500760708524,72.27997745721785,63.311876132200624
2000-06-16,0.03148730001347093,0.0,1025230921.8171308,16021.249504229105,35814.313583353534,856292614.1536126,0.46856091168465164,51.23069460430911,31.573234536516146,1453.929497016603,21.629710632579627,10552.718454317916,179532603.73146212,3704.2066837190364,1514656880.7162113,16844.810767067684,-11.32841155778442,6424.57769805867,-36216.52326919511,1068.3933632638552,70.52921371016589,65.46667458170973
2000-06-23,0.032196663562008426,0.0,1025779869.0940492,16182.332720812577,36217.58751730062,850429252.9587781,0.45072237853024844,49.26103894005224,29.696940076684438,1456.4755680091803,21.187851463762094,10552.330046866384,175678780.98292828,3727.847970651208,1544778162.6788588,16914.400352190965,-11.497617637793155,6415.789266593222,-36661.3990765661,1071.3795330585508,68.8066539549321,67.77441347253206
2000-06-30,0.032411788057292376,0.0,1061967853.7696103,16430.729731226438,36623.03468069434,851029864.3184122,0.5229302646505908,47.411119365674935,27.826910890536315,1461.9050761023452,20.51601730949907,10581.126511065897,178497211.88833117,3759.4845942689503,1614890028.1989436,16973.00203918347,-11.671125767104968,6411.416839505654,-37111.68951112032,1072.8470661401702,67.14251790569352,70.18283222210377
2000-07-07,0.032175622358048675,0.0,1018605789.5061562,16732.477171633058,37030.28723824397,836888888.4650968,0.37561807390762125,45.67828784824468,25.993096078743886,1468.6782569079464,20.040137712062087,10636.233345771143,172217762.5559581,3789.7316351577647,1594708984.3163793,16942.748406246144,-11.85006334753416,6426.349626490343,-37568.12936293706,1075.9570411202435,65.56608189814706,72.64111675202211
2000-07-14,0.03185262785626965,0.0,992634212.2348777,17012.964754859884,37439.07595819421,831572469.7080724,0.3033681119229007,44.0598904823833,24.223997855364395,1473.2876004240422,19.72928004180946,10691.037819171317,168634722.0584951,3809.128825411746,1596183120.1322498,16820.164768758026,-12.035176514924387,6426.612903193638,-38031.18571183458,1078.2707161160138,64.10514405648632,75.10073207359028
2000-07-21,0.031149077201120545,0.0,973092005.7178152,17176.937287319022,37849.19426750019,827464836.8669428,0.29176465195792095,42.553269590027234,22.54585749302155,1470.4379238535944,19.501445442437223,10721.130824332722,168603270.03446165,3781.572688027036,1581185027.069675,16631.854854260142,-12.226966016816732,6416.681602811191,-38501.15252170339,1078.5023294033188,62.785194498910585,77.51670964526998
2000-07-28,0.03015390364214874,0.0,954540646.8752539,17190.18363790233,38260.47517168708,849327425.3703632,0.33849340670743094,41.155765068767515,20.98139011980429,1465.5187455668413,19.387193975139063,10748.360380007118,168169678.21356124,3728.041625140557,1573255577.6441412,16406.520000269193,-12.42577444858398,6413.975203340476,-38978.21124274656,1079.7242934139697,61.6281250044611,79.84964638123549
2000-08-04,0.02866855061669988,0.0,930939371.9696281,17202.726378961648,38672.77643555589,851738555.9979099,0.4528797333216361,39.864715257724036,19.54781590890075,1469.6081417159196,18.983783878067197,10822.640723209377,166445738.79567254,3724.134507158882,1526123376.3539157,16293.765751862,-12.631842259750556,6426.495498053213,-39462.469520017505,1084.3066872705035,60.65022066771878,82.06881419367038
2000-08-11,0.02639665034536001,0.0,902379209.718416,17168.7221525382,39085.97106524557,879349216.994564,0.5017609792009465,38.677457493651936,18.255058992859375,1474.9152861972195,18.654712558596188,10907.487662190699,167881349.29511037,3740.808680877638,1496492247.0141034,16305.33169591091,-12.84534370498659,6451.183675607345,-39953.985728856176,1091.0104297210883,59.86032256388083,84.15500440857382
2000-08-18,0.027372394727023484,0.0,887260243.912741,17123.642452680568,39499.94119692966,904137271.4156048,0.494892000662096,37.591328468145555,17.107547280621926,1480.717845520841,18.348343008625292,10967.83145189405,171889282.63268468,3776.194456750831,1499567494.7439308,16353.503386249333,-13.066409921942977,6488.768681518351,-40452.78424447402,1097.1958557888793,59.26166410754607,86.09768621210668
2000-08-25,0.03024669923548573,0.0,885386184.8221345,17013.383178404947,39914.574172116816,948896137.5691383,0.43290306319595695,36.603664457134684,16.106179746568948,1484.198468343342,18.303546066226602,11011.983100672433,177319671.24750793,3804.773912800546,1513033912.693614,16415.296089270756,-13.295143742823711,6514.9148218366445,-40958.86449337378,1100.5578407720368,58.85387822760907,87.89190054053458
2000-09-01,0.031234756211248802,0.0,923541821.5409443,16856.59568164893,40329.760015441105,1010536023.7750412,0.4574144927112634,35.711801468388174,15.249589556668852,1483.1063942185829,18.615400568647267,11019.53064343575,192645790.1380613,3807.5023417163275,1571997625.990825,16376.879780495747,-13.531629196011636,6530.841770805338,-41472.205593161285,1102.1375494103722,58.63428610272455,89.53626575785273
2000-09-08,0.031948405879441075,0.0,992922709.4061929,16602.62552154768,40745.389815343544,1011133970.9670178,0.3533346610350184,34.91307533636534,14.534955076820467,1474.3603829236108,19.146174246617942,10982.756309981498,221482018.45489013,3751.3153492066476,1650804467.7224116,16264.894653142028,-13.775937601825717,6493.473139699639,-41992.767516069114,1097.154909158155,58.59872461250961,91.03169717250334
2000-09-15,0.032300769875081896,0.0,1068716744.8152668,16212.429737400853,41161.35468333773,1029172167.8579996,0.31988014810276477,34.20482178326691,13.958520592525518,1461.4693220230056,19.81581697421486,10897.95329544554,258287427.3298682,3682.1676775314104,1758059510.5253847,16104.635247262311,-14.02813147969573,6434.211431120742,-42520.48900876939,1087.7237489368135,58.74207761462311,92.3805848846386
2000-09-22,0.032398600813258245,0.0,1104573184.9005322,15813.320042632491,41577.54508441873,1028183806.5628748,0.350376450883384,33.58437645838976,13.515930644589124,1447.5989247122463,20.745974664282606,10806.931019535747,288478049.3513315,3613.680042495534,1861371833.1026392,15930.594057301509,-14.288267049352726,6377.9107787523535,-43055.28185582906,1074.9242616064578,59.05861705903335,93.58626591103163
2000-09-29,0.032454312221682116,0.0,1124226315.7228527,15652.966509477079,41993.85040707886,997534901.1537024,0.4509098497116413,33.04907496355577,13.202444694335727,1433.399671305381,21.678308283646736,10707.456856661229,278861277.16932017,3527.215272973686,1904003502.6719956,15778.21725322783,-14.556395831012196,6355.615567535726,-43597.02034909651,1066.4659435563537,59.542222005541035,94.65268525513972
2000-10-06,0.03247903779212945,0.0,1129278592.2652702,15492.169990029315,42410.15868667886,1003210454.7950946,0.5035520926138253,32.59625286961642,13.013074952685608,1418.4804520691396,22.832877101376415,10618.973897418513,277716682.33793956,3431.63061310176,1923718405.823037,15631.29370853314,-14.832565666518349,6345.219965242217,-44145.52386369556,1060.1393290890103,60.186519247347235,95.58417829209311
2000-10-13,0.0324777278855385,0.0,1130138125.553833,15298.847508957537,42826.35642647743,1009933707.5657781,0.6567982406552847,32.22324572725517,12.942674875492644,1405.368262857334,24.012119323924782,10534.706346486328,284516120.8070464,3359.5816395970883,1953921564.6573792,15411.110782341266,-15.116821366653312,6325.252695507056,-44700.52906477451,1052.4324245618577,60.98497360066487,96.38533104566135
2000-10-20,0.03203857362079029,0.0,1112218182.6879563,15228.10738164499,43242.32848353498,998253990.7420558,0.8052382234587716,31.92738907416249,12.985995983448497,1398.4105356224402,24.473436414352957,10518.71034040834,288107509.9411942,3303.5234849377844,1960631962.3128295,15206.506104156018,-15.409205122232379,6328.04834871295,-45261.6462087743,1050.6169879063543,61.93094587668918,97.06089047687357
2000-10-27,0.031292650496597005,0.0,1081242967.6537766,15193.035486228597,43657.95799407363,975422633.3835741,0.7245116853359039,31.706018439953937,13.137724344323086,1391.6676128763336,24.980852095994283,10560.91724511264,285339989.4013307,3216.503205998062,1925043328.3063824,15002.96314230476,-15.709756759479205,6340.82727592918,-45828.29081621021,1051.1792244178282,63.01773010356736,97.61570688333718
2000-11-03,0.028869342779829735,0.0,1049250954.2802316,15215.047383752557,44073.12632633187,988489034.4349706,0.6524925888486723,31.55646934973452,13.392503997114128,1387.2641096864272,25.189671251202554,10596.953015036332,264064409.12423313,3137.422826477639,1881672417.7450829,14883.160040087845,-16.018513898859965,6348.082043969784,-46399.57709145546,1050.1918199766594,64.2385774255271,98.05469691568906
2000-11-10,0.029849671108329093,0.0,1027577749.0746431,15160.215237349501,44487.71304954775,952835931.4952459,0.4428209807669553,31.476077326959917,13.744951992062544,1374.900372078298,25.701541272430173,10588.550105595252,256524944.00884455,3021.1709912045185,1845302431.1294851,14796.906159900045,-16.335512049205136,6347.501878222329,-46974.15182093531,1043.6742407845509,65.58671144788495,98.38281983157381
2000-11-17,0.029472929858482325,0.0,1018938759.6928723,15058.542344990215,44901.59591446631,925690698.0635698,0.32163999382801034,31.462177896093834,14.18966804751197,1364.2507301636347,25.646693628330723,10577.032990354946,245492549.91594005,2930.872470548099,1821930271.2247906,14672.005408710327,-16.66078466204999,6336.012374563776,-47549.935612458736,1036.9116460871887,67.05533808975451,98.60506224896662
2000-11-24,0.03141410682292589,0.0,1000032357.8804293,14931.44703463342,45314.650840559974,936119774.6794313,0.26477008956733394,31.51210658553032,14.72124075043528,1352.842463962533,25.75814962557523,10554.724214805608,239211260.57423282,2839.5977916096167,1810709113.2134624,14572.372116371269,-16.994363158875785,6303.342638391573,-48123.71984323114,1027.6488772381897,68.63765191034334,98.72642835662398
2000-12-01,0.032310410577144635,0.0,1100182676.4342124,14914.347650448239,45726.75190855935,960177677.4077317,0.2608643996736074,31.62319893129657,15.334251537771305,1343.589038386546,25.820186666799568,10549.10198256477,263165939.4470663,2750.0744386197675,2005236503.0002253,14523.907460048558,-17.336276942787663,6265.473096424069,-48690.53889750317,1016.8935586440671,70.32684017106328,98.75193362836282
2000-12-08,0.03273558514448406,0.0,1181320067.767435,14990.928176674035,46137.77135557495,962692849.4326217,0.3091445624496342,31.792790482216546,16.02327725289929,1339.9518890148302,25.54922515835246,10578.385115570243,279389902.3004848,2700.5027273469673,2156277024.4318476,14412.9475876445,-17.686553398161777,6246.28589695944,-49242.692429792136,1007.6333343418706,72.11608544388632,98.68660078702408
2000-12-15,0.032993171860039854,0.0,1227017727.0637057,15026.901273226315,46547.579572983086,945397618.4020896,0.2772559271934443,32.01821680750069,16.782891787260205,1330.2742984761203,25.90514129205293,10580.551714152776,296450308.8528428,2611.864174207526,2272636081.688448,14245.108488082544,-18.045217884602607,6218.375050101192,-49768.2225619331,998.320515209906,73.99856728629388,98.53545721287918
2000-12-22,0.033134582254027226,0.0,1205837759.0495157,15072.202373573626,46956.04510524683,877023670.943691,0.3008258556021493,32.2968135082197,17.607667134586357,1324.1725587432184,26.131035116525783,10611.623829717193,276878645.01074666,2536.924418162909,2289131667.9934416,14015.736020234883,-18.412293725323252,6198.670328466744,-50248.54215257242,992.4785207631897,75.96746331691898,98.303533279461
2000-12-29,0.03296935675272882,0.0,1208347423.2980704,15183.331803739316,47363.03465011716,925429691.1477491,0.384558459611912,32.62591623489091,18.49217406799247,1321.6692530832775,26.07201480760584,10637.688359433057,266482095.17662,2482.092204203685,2316104455.3257933,13904.080933294652,-18.787802193230164,6198.899347236989,-50654.74088770151,989.9416566615731,78.01594990639487,97.99586128485957
2001-01-05,0.032876101624804734,0.0,1245367275.15336,15311.005834893698,47768.413059210405,1083590590.9078846,0.5451627442487581,33.00286071463017,19.430982574928265,1319.3992564299954,25.85631078034426,10633.465949423764,267202036.58254218,2455.3346752089365,2299672052.652926,13816.141098742832,-19.171762494093855,6194.110284867336,-50941.83210752532,985.8721223726286,80.13720262114344,97.61747476533968
2001-01-12,0.03242465637459818,0.0,1245230670.154532,15410.289862773749,48172.04334023781,1199713384.8974125,0.5047097010615094,33.42498279322702,20.418662136676655,1321.295471138401,25.076925796883472,10623.311762509522,266813251.25059494,2466.0792292369615,2321968235.814518,13717.980326318482,-19.564191750669124,6188.227695702245,-51039.79238412157,983.6996365759599,82.32439650853844,97.17340805442639
2001-01-19,0.03174363918011908,0.0,1238868579.9737957,15531.430792960611,48573.78665846959,1255427059.6852615,0.5651052644089278,33.889618500489576,21.44978190806498,1323.6967113863898,24.40029724408406,10632.526949804253,270363987.29689884,2468.831067059423,2304613162.2270184,13693.97182122229,-19.965104983250058,6186.597770177386,-50839.60587653145,980.9868962470475,84.57070628023195,96.66869599958308
2001-01-26,0.030697170067910885,0.0,1198653977.2135146,15570.984366729588,48973.502339811996,1242453476.5522985,0.4424236583050224,34.39410415183664,22.51891083314328,1322.2846216183211,23.95540710086629,10650.512513616306,255348685.63369346,2434.1951517548173,2208479443.2479906,13611.052190033372,-20.374515092109505,6180.136352116635,-50171.52875217423,977.4046207554658,86.86930643010672,96.10837378005255
2001-02-02,0.03221302453768011,0.0,1178518329.5303137,15536.842701826485,49371.04787342809,1229834244.0920177,0.4081638977030424,34.93577650636089,23.620617719810106,1314.295760415607,23.787487970141626,10666.383418328509,244791457.5825245,2360.055437282917,2100057141.7229013,13511.276917605537,-20.792432837475644,6150.5557009385375,-48771.23652238026,970.0581804791456,89.21337131028005,95.49747678961583
2001-02-09,0.032235319659452574,0.0,1184363520.2286696,15394.646568200184,49766.27891569957,1250096183.9009075,0.30950149174564195,35.51197301284532,24.74947128817262,1299.2320509989627,23.98703952258665,10642.488815135803,241795521.44415444,2263.5332251876125,2070084255.7411475,13373.216193070193,-21.218866821531265,6099.532932192311,-46227.09938392788,959.3375392859467,91.59607518020897,94.84104056097748
2001-02-16,0.03199030287444694,0.0,1211936795.1401687,15155.620357724121,50159.04929341562,1206809484.9647746,0.27273936013056366,36.120032192777444,25.90004020219059,1281.029244535749,24.577896889567537,10590.592379978389,245631274.62432873,2167.4447594004264,2077581537.3567002,13225.470262349125,-21.653823467404436,6035.305747008251,-41898.06469731033,945.993276643153,94.0105922385871,94.14410071679004
2001-02-23,0.03162196740832331,0.0,1230403319.4026432,14820.658304237426,50549.211008731276,1179794593.8706853,0.29054285267597524,36.757294236729855,27.066893090814872,1258.7010218220526,25.659976321027322,10496.66777508735,258106225.42975423,2062.4651922237863,2121988105.082825,13088.015096570669,-22.097307001226,5960.257172336087,-34785.76095858216,930.3944204409546,96.45009664428243,93.41169293764642
2001-03-02,0.03086394926796484,0.0,1248628006.8411765,14392.865674775103,50936.61424325779,1174006826.772623,0.3664653713815883,37.42110193306637,28.244598562739338,1238.925243903382,26.43128688793418,10413.554666472759,269820709.61758393,1958.9318898462984,2143028935.596793,12919.314697632955,-22.54931943115298,5888.329758165841,-23335.302709154785,918.4036673938278,98.90776253038722,92.64885294075303
2001-03-09,0.029757876285297406,0.0,1257708820.1992996,14049.685804522876,51321.107363346964,1149147235.651825,0.5156574191166855,38.10880211423368,29.427725217607872,1220.0917023967327,27.00175342764249,10319.789799566715,284456336.57368165,1871.1245146205274,2117667469.867013,12882.524556347369,-23.009860528240097,5822.189756840069,-5125.048854585737,908.0842995027665,101.37676401407131,91.86061646512799
2001-03-16,0.03102675342970743,0.0,1301075127.8690841,13677.058459869815,51702.536925384775,1183186616.8532767,0.7678897433560721,38.81774790918678,30.610841655812916,1198.5943656655315,27.847193716563815,10161.006368045351,299946069.98033345,1795.1821876403703,2123233864.8844023,12897.08130163347,-23.478927806085267,5736.900339459995,23616.591488916427,895.0812838383089,103.85027520409645,91.05201926046944
2001-03-23,0.031787202601246754,0.0,1295855507.4409564,13335.079848884801,52080.74768176861,1182385894.8818316,0.9155129282949659,39.54530225134907,31.78851648874024,1186.7204351592557,28.27838435337987,10069.75290808763,302390190.41641563,1749.0481116002495,2132811810.011383,13044.860009128312,-23.956516501304577,5686.337332789441,68763.7225741595,887.2071511852647,106.32147020738111,90.22809707757177
2001-03-30,0.030969182510585308,0.0,1276738232.3542879,13143.231774368616,52455.58258701861,1162043776.0715654,0.817997256123637,40.28884334204217,32.9553183514043,1184.2404392027083,28.273385908676268,10091.544263879425,289752774.7198576,1712.0126975568303,2111858071.407379,13159.04328740206,-24.44261955305774,5692.508694489752,139465.0621842444,888.7921548803199,108.78352313581763,89.39388565847518
2001-04-06,0.02982413575008004,0.0,1256727823.4560814,13027.777775690154,52826.88280449249,1140533939.8784785,0.7438639004465541,41.04577315951455,34.1058159198951,1186.5598105990023,28.193186865580778,10155.936506452606,285238425.3560343,1703.035060628229,2085292229.8541455,13305.372086881194,-24.937227583050117,5710.368851014112,249969.4602019079,891.7770960270129,111.22960811459205,88.55442072448113
2001-04-13,0.031067288916431082,0.0,1234631617.6396074,13040.478515927616,53194.48771336861,1139136619.6605756,0.8183107231274931,41.81353071142159,35.234577937017846,1200.520840055065,27.41184094107654,10293.31746390625,283746843.0463617,1745.337022591302,2108475669.8168683,13436.230537547148,-25.4403288747817,5749.920756305204,422469.10106324777,898.4453500219386,113.65289929355855,87.71473795973999
2001-04-20,0.032003004300513845,0.0,1206040951.4851398,13183.86627584756,53558.23491629772,1157573602.2720387,0.9162041218038646,42.58961267512098,36.336173251140984,1219.4511218447303,26.168196207479312,10470.263764156673,271777435.6472452,1794.8849256900264,2085186312.915487,13577.329923581166,-25.951909353465453,5800.7455295338295,691536.1687512808,908.2887722219464,116.04657086382826,86.87987298723367
2001-04-27,0.03262512610714467,0.0,1150872310.8980684,13274.262390871303,53917.96024700999,1167624382.0637841,0.9450869665586551,43.37160554432084,37.40517087590395,1233.6778329733306,25.081266025624192,10625.183647743133,249273953.24564523,1816.9594519484112,1969897248.5605135,13680.832432588413,-26.471952563802915,5835.638952252773,1110996.0516031235,916.6846073248971,118.40379708277413,86.05486133245816
2001-05-04,0.03305779838939842,0.0,1107594055.834562,13342.119293469548,54273.49777888134,1179821863.1268635,0.8947246030060598,44.15723569660173,38.43614008259747,1244.0258479763668,24.20615387472956,10742.95520289687,232018714.6783582,1840.5804855014976,1888157409.466126,13733.654849805103,-27.000439648847532,5847.2440770184585,1764693.0088903867,921.0363168479682,120.71775231233043,85.24473836765706
2001-05-11,0.03358023685764581,0.0,1069410683.128818,13399.984777897975,54624.67983368877,1167380494.3041477,0.8870587705120647,44.94444737228331,39.42365054354843,1249.8481489558799,23.390247807812692,10818.844467302977,218364643.8075586,1847.7299674964802,1772558938.669436,13723.75318969207,-27.537349327358243,5854.094703490639,2783212.0521202497,925.8678100406611,122.98161107811924,84.45453922557635
2001-05-18,0.03349024864006517,0.0,1063880847.0901451,13410.282397957197,54971.33699072432,1147945009.1367006,0.6445811313549338,45.7315241245585,40.362272555018805,1256.4941056609705,22.544745362434846,10893.980381198782,213444792.4673953,1860.4138587668967,1725262721.6269968,13649.800034822152,-28.082657868835668,5852.257426139351,4369935.957522217,927.9732873809469,125.18854816109163,83.68929866562856
2001-05-25,0.03316476359105007,0.0,1044984835.9846876,13410.547749453819,55313.298096548766,1147613594.5595517,0.5308778670202479,46.517277975109096,41.2465773839928,1256.0324532296884,21.962909544023738,10887.27826471666,208348211.64613247,1859.863517527889,1664499339.3319016,13530.25740504045,-28.636339067252266,5837.725024519405,6841628.403730318,925.4888575544672,127.33173873985676,82.95405086585944
