,trade_Trade Policy EMV Fraction,vix_Volume,sp500_Volume,hsi_Close,n100_Volume,ftse_Volume,infectious_daily_infect_emv_index,GPR,Overall EMV Tracker,sp500_Close,vix_Close,dji_Close,dji_Volume,ndx_Close,ndx_Volume,n225_Close,n225_Volume,ftse_Close,hsi_Volume,n100_Close,trade_US Trade Policy Uncertainty,trade_Japanese Trade Policy Uncertainty
2015-06-05,0.023917155555733496,0.0,3504055833.8679686,27118.408610932747,447334188.4546184,825847086.3517172,0.4786935337717594,7.877431036107971e+32,-8.216748292335398e+25,2098.3973191995738,13.72963855406065,17940.554804321324,77271371.35245602,4469.4674118064595,1977416908.1231685,20294.176441589236,174827.82583601173,6841.345239829636,2443542415.672462,983.6275422775818,-6.56350747420845e+25,-3.0791199231468214e+25
2015-06-12,0.023966437399310994,0.0,3608493636.977635,26909.03282966389,453541594.4927486,799558033.5658159,0.3366179496841565,7.95428300922179e+32,-8.29869131244351e+25,2095.4620836274457,13.817791208534604,17908.022449725275,68243638.79793172,4462.64230098715,2092745900.5619373,20324.837809013632,171725.26896371873,6798.517312347949,2315253136.903746,975.8200255849088,-6.626246951297396e+25,-3.1085527187414716e+25
2015-06-19,0.024416661872520243,0.0,3890536799.453129,26623.58590558543,482688209.34004205,814622274.2936797,0.2609397278770653,8.031208875576586e+32,-8.380787812540155e+25,2092.7746537645135,13.913071710356643,17877.320679630066,56145685.08047956,4457.580416099967,2340667385.9802494,20337.620712370463,164966.30540727533,6758.2410235603165,2302879399.7379174,971.4418265697955,-6.6889924790450086e+25,-3.137988352864587e+25
2015-06-26,0.025813490010615156,0.0,4060411422.9970427,26309.130211006624,456990039.0195236,737916182.0664017,0.23654840334852678,8.107520312538133e+32,-8.462402966353148e+25,2086.625734458021,13.998492589226794,17818.927497749886,3658402.3241487294,4441.353454723023,2562787382.7955956,20381.664055621477,159001.8830143122,6727.366143202344,2251280770.132387,972.0982710917341,-6.751110127967284e+25,-3.167129431948759e+25
2015-07-03,0.024433899497079154,0.0,4036894285.54983,25922.275923361733,446791751.3102424,689295070.4255548,0.2585675178669843,8.18275812641762e+32,-8.543112644124121e+25,2077.490930862387,14.079097171732426,17735.068322103292,-79656700.43805607,4416.557928695651,2528350433.466378,20359.405716763602,156801.6118953193,6691.100069776074,2154998516.829591,969.2661353162327,-6.8121774449479455e+25,-3.1957777717439314e+25
2015-07-10,0.02400442976132075,0.0,3815296085.235983,25505.799100511336,463383829.73045784,688711881.2305108,0.21539016638352293,8.256610209832875e+32,-8.62262794961345e+25,2079.8687488775568,14.435851334377197,17713.44838474504,-15043007.255820438,4450.407384152826,2271870443.6104474,20299.697553329082,156786.5935475058,6675.791369687928,2111707719.199903,971.4827549915788,-6.8719077461091315e+25,-3.2237988810432166e+25
2015-07-17,0.02443942258132907,0.0,3743453216.789435,25209.17048992628,435617624.0234089,685972718.2960905,0.21438310176522402,8.32885886653057e+32,-8.700746769248903e+25,2082.891354934082,14.313096649074051,17682.614802502176,29474790.69221711,4490.3336769747,2151470694.4717035,20342.62930635233,149514.58851972994,6660.874086694066,1844402003.640864,975.4658386195301,-6.930101509408056e+25,-3.25109915862812e+25
2015-07-24,0.023009295030633137,0.0,3747501790.0848036,24870.43608140995,426815616.5479317,703569417.6386365,0.15534396582787813,8.39934699199706e+32,-8.777322664830743e+25,2077.161336787471,14.662263725667113,17571.236260103273,58638458.658209905,4496.024158842814,2090288610.9474115,20322.58586820416,148513.4813190833,6623.040496736186,1689988437.7901454,973.6379156964649,-6.986615166960107e+25,-3.2776112528980438e+25
2015-07-31,0.022245136457165672,0.0,3726802425.0334177,24479.378037200535,434546345.06234026,732899065.5402853,0.12647602752590947,8.467956360584721e+32,-8.85224490185221e+25,2070.9352860922822,15.195049611802679,17460.688689847928,78875637.95343193,4489.465670618878,2046134246.3836188,20256.867537511574,155063.45309972123,6593.805775811553,1646631520.1861672,968.9991074139259,-7.0413410689793e+25,-3.303284662410032e+25
2015-08-07,0.023894891052752217,0.0,3714965180.6676035,24056.428771556486,439982594.32362497,717093812.2650589,0.12201055452407328,8.534593686147695e+32,-8.925425627819778e+25,2058.1358275517523,16.341740285588713,17304.67325881486,93694858.86482726,4463.048906157263,2025801984.9550712,20124.242387536025,157532.49806185398,6544.045423223665,1659861956.146627,960.5528859962918,-7.0941946210027414e+25,-3.3280797015997493e+25
2015-08-14,0.023570982462159336,0.0,3725434066.7461066,23533.978621348382,438169639.7313094,725562749.6459405,0.1410483131870932,8.599181673520074e+32,-8.996791641205093e+25,2041.4652093296454,18.077163586890517,17135.37362513147,110917151.80119342,4425.274574508441,2008838044.8937726,19870.407348953275,162092.91726218173,6459.397739886364,1783686514.0486505,944.5211475487351,-7.145106026523343e+25,-3.3519636270265336e+25
2015-08-21,0.02549041687423713,0.0,3921635264.0206013,22920.082767004875,457273459.09932554,763591202.4442081,0.1873801403923856,8.661653274524088e+32,-9.066279107932941e+25,2014.805815694421,20.859596447524442,16898.229272745593,133915426.21667229,4366.480231490219,2095997814.6430495,19485.75417240999,171174.63157956212,6356.536704449523,2024577791.5084705,925.3054375708643,-7.194014986688683e+25,-3.374908150858636e+25
2015-08-28,0.024569269534123788,0.0,3898224966.451031,22408.527710873037,470540731.00148463,792845385.0109386,0.27024337587781555,8.72194800173879e+32,-9.13383017054896e+25,1996.9688596922674,22.204470257453988,16749.459208549713,138671253.33371875,4341.630072246507,2048512277.5823188,19110.259506923852,176490.602608771,6287.539070772698,2172117807.7473783,911.8755683204088,-7.240867298893838e+25,-3.396887845179924e+25
2015-09-04,0.024169772198634226,0.0,3864351138.49236,22056.69621403845,504016842.69236165,806846892.9120862,0.31017220597497097,8.780009563249673e+32,-9.19939077248404e+25,1980.8020340905284,22.77611110123802,16622.752404405815,144808594.54852092,4319.404381280283,2023295875.7210898,18728.917126857046,176041.84898308635,6226.604979905517,2151994192.699863,899.9429331998983,-7.285612674312375e+25,-3.417879118132899e+25
2015-09-11,0.02638626182764609,0.0,3969644075.003028,21948.753116583524,545419781.9273772,833520553.5864627,0.3171266344030561,8.835784345685472e+32,-9.262909262561427e+25,1976.6110134307346,22.338608700059616,16600.96748702604,154456400.25340688,4324.25304836736,2087677599.262705,18534.468428788863,176558.35794916627,6202.579519566418,2137879740.028778,893.0771139776397,-7.328203338205293e+25,-3.4378595572877134e+25
2015-09-18,0.025941036989590303,0.0,4224817830.610613,21930.441785215487,589122222.329575,909897633.5561216,0.29448717492308063,8.889220442078439e+32,-9.324335500618335e+25,1975.5966952286035,21.724593381172106,16613.644140762644,174067837.1808938,4329.45066781259,2232213906.5920706,18393.73034601056,172063.6793731461,6195.696646216331,2076819729.5319405,889.5811941143022,-7.36859313299969e+25,-3.4568075088718256e+25
2015-09-25,0.026291294646515764,0.0,4120304524.473965,21914.84666942183,598739732.2947316,866522664.1590054,0.23772955544366936,8.94026702939446e+32,-9.383620284788592e+25,1978.1632333766545,20.995529130532198,16673.036791036582,160148074.26092583,4335.915407365867,2168579188.317254,18317.441325216176,167560.53752905887,6207.329496821237,2020004216.170477,888.820641887105,-7.406736944014283e+25,-3.4747018083608437e+25
2015-10-02,0.027506961351503437,0.0,4095092454.84641,22045.771097045414,648351760.4055748,828862245.8615649,0.2275149831652845,8.988873970610955e+32,-9.440714985327006e+25,1990.162956427508,19.73795671647247,16805.001295132693,152096808.67594537,4364.766711073785,2128383629.2188377,18328.33823174637,159590.59238636986,6238.826129723895,2021251946.7714343,892.7065855091821,-7.442590332385688e+25,-3.4915216082745537e+25
2015-10-09,0.02850670404469191,0.0,4012823524.0952315,22285.41456712777,622446426.804786,784545238.3443619,0.26179897456669177,9.034991561309906e+32,-9.495571311325545e+25,2009.9891631922974,18.23689868757321,17004.355975666564,147091960.9614645,4413.22724712998,2077052532.3362246,18459.690988183458,158462.66197259363,6292.278382413082,1994367873.6261687,903.1753743593204,-7.4761093013681055e+25,-3.507246268542196e+25
2015-10-16,0.02787620856063724,0.0,3991408767.7973824,22491.091350432387,569120246.9604733,748059188.9586244,0.34741658777283635,9.078570368619326e+32,-9.548141162440453e+25,2028.8954874651645,16.964775233796562,17188.488528155438,150762759.1556623,4470.4634990508985,2080151607.5834827,18595.0345027875,152012.58839112718,6321.122950071238,1885573464.754489,913.3536455520284,-7.507250147815687e+25,-3.5218552868297125e+25
2015-10-23,0.024881482057332642,0.0,4048870386.419405,22582.16120378924,528547983.2818588,742690399.4380369,0.3154600803213259,9.119561129956501e+32,-9.598376535572519e+25,2047.0133405208403,16.07371542004329,17367.870152507614,155412695.40473604,4534.182415334638,2128095954.783314,18790.768757689515,150032.5216754484,6338.761492987365,1769300105.1356668,924.5614479204605,-7.535969368874021e+25,-3.53532825476401e+25
2015-10-30,0.022926774979097793,0.0,4094078860.49102,22559.906793589453,470257025.9008821,735925540.4196935,0.3455336085958922,9.157914689813213e+32,-9.646229466598021e+25,2059.5531562356205,15.503907530790375,17492.178807993703,159528200.2379509,4580.014368695456,2165863142.747627,18979.280263524717,148547.64361289568,6335.50102892828,1707788008.3540702,931.4167593675279,-7.5622236037389995e+25,-3.547644830612735e+25
2015-11-06,0.021622078482041035,0.0,4106512238.077281,22522.28310010218,392657321.50044245,733054143.1567578,0.3536395782595396,9.19358196133117e+32,-9.691651994860659e+25,2068.177696411736,15.01966063124027,17582.874698754837,165698755.60487747,4612.164085601169,2233364782.0956006,19146.650317066036,140362.1895933974,6327.296112579289,1680406927.4336584,936.202426822151,-7.585969598314999e+25,-3.5587847227023204e+25
2015-11-13,0.02025130306972452,0.0,4066092065.9298277,22416.350792531353,338835958.2538623,734457598.6961787,0.4313839301356195,9.226513903611776e+32,-9.734596142182752e+25,2070.6427615542875,14.672336845689191,17608.72403103968,183515425.52972436,4625.37470918329,2334064840.7065334,19289.8001576072,135981.94416485936,6313.9757881721525,1710122065.367455,936.7666118329289,-7.607164184369017e+25,-3.568727679641126e+25
2015-11-20,0.018996741269344114,0.0,3982808429.5725174,22315.225751452286,307544404.204199,746416065.8704904,0.5002822260626281,9.256661509368245e+32,-9.775013901358636e+25,2082.673606952494,13.242716348809754,17707.916089742164,211096174.4449414,4663.304322886194,2501133997.7898664,19371.05807781693,130973.14616463636,6339.984856712258,1681372080.0336244,939.0384482390918,-7.625764268241329e+25,-3.5774534850200135e+25
2015-11-27,0.019508477793535983,0.0,3909870554.926779,22127.041305372215,292227363.44037324,745906799.5008467,0.386092148365732,9.283975799017481e+32,-9.812857230614437e+25,2093.448391662966,11.367463723418414,17784.56136026575,250245173.90034255,4696.68732485345,2814791752.497284,19350.08360602056,130215.91040531751,6367.262497723797,1742723473.3166406,938.6865912576077,-7.641726825471074e+25,-3.584941954894685e+25
2015-12-04,0.01953248719037628,0.0,4325242733.845491,21951.539311879686,303310699.12490094,800197735.1554992,0.3480032895228329,9.308407819235329e+32,-9.848078052146169e+25,2104.9316054551127,8.742385053665252,17856.060593781316,322893617.4332205,4733.369953483483,3534592868.835975,19221.886794208855,132579.2166874108,6393.138387132335,1731020635.1374283,934.0859080208436,-7.655008899556005e+25,-3.5911729372003026e+25
2015-12-11,0.02142976425344705,0.0,4762238177.703024,21720.210616946526,316760342.7684064,881920555.8593789,0.3784117397981177,9.329908644106911e+32,-9.880628253095653e+25,2119.1011706345716,4.905666298287747,17929.856276630497,432517070.0039426,4773.549579373268,4581033367.722181,19036.794247804566,134634.93335534423,6450.15989086944,1743935688.6830258,932.4427315723309,-7.665567603084107e+25,-3.5961263122858507e+25
2015-12-18,0.020862118388304166,0.0,5290829369.267048,21541.274287471173,337662073.9198433,978746309.8334764,0.4833819118911358,9.348429378291723e+32,-9.910459688341522e+25,2154.6497959919843,-2.824131322557549,18137.171974348887,601618260.6837639,4860.9602022647505,6125433384.761596,18812.689200524277,130453.7299840056,6606.806842677208,1825805334.5477624,940.2736321118259,-7.673360120727788e+25,-3.599781994315794e+25
2015-12-25,0.02243312034145843,0.0,5540127886.610408,21320.749436825434,345667177.6894536,1024206487.4123704,0.6838566445599099,9.363921161300325e+32,-9.937524184354986e+25,2220.037250292976,-15.251471547727935,18546.728533531274,821933317.2830038,5017.596640411282,8139938406.317217,18553.60656470088,112521.77906422468,6874.424025968304,1917961323.4797146,956.2003499457567,-7.678343713259294e+25,-3.60211993315618e+25
2016-01-01,0.021557208599503525,0.0,5559881767.4625025,21014.654010380007,342372677.3781909,1027373079.3443542,0.8398494940900112,9.376335172792245e+32,-9.961773543968195e+25,2268.172226789013,-24.74925576735627,18840.346118618963,967291199.4436738,5128.867766206509,9517372540.38155,18251.414162417874,92579.78648756212,7072.0626757332375,1959215709.400342,963.7046590736003,-7.680475722509947e+25,-3.603120116699005e+25
2016-01-08,0.02295870653493195,0.0,5354035566.078518,20561.93093698781,327120862.60745525,988878785.1514779,0.8464951556916285,9.385622638106317e+32,-9.983159551412641e+25,2140.0095071938094,-7.021795859779202,17911.343815317414,682945852.5151048,4801.495286372237,6975723240.96151,17871.007170087196,131355.0060672141,6652.951591223638,1985843320.5525465,920.862191289049,-7.679713576502226e+25,-3.602762573272346e+25
2016-01-15,0.02456112996821057,0.0,5285113552.557802,20132.61538525777,325858241.75060177,986037485.6807542,0.7191167224964976,9.391734834615948e+32,-1.0001633978073562e+26,2055.474464315045,3.9086100586243724,17295.997502559814,506582963.3296318,4580.311068274238,5369122833.837587,17525.5287484737,159539.07370344043,6382.033692419818,1993907199.5004234,892.1902106546537,-7.676014795394164e+25,-3.601027374425202e+25
2016-01-22,0.023746475490781002,0.0,5178673766.582224,19827.63688513772,318536008.80471647,963412348.067392,0.7342730492669349,9.394623098048976e+32,-1.0017148588264137e+26,2006.0407728161908,10.221022260732202,16943.212003663666,383540909.999555,4447.125143689803,4271023310.3851223,17256.224142937113,186055.59929846937,6226.913819240859,2014120632.6392093,876.4660666508873,-7.669336997332272e+25,-3.5978946376782526e+25
2016-01-29,0.02273794479304129,0.0,5126811636.3379755,19674.206015546082,314007505.3662125,957360545.4695365,0.6950020297869766,9.394238829393394e+32,-1.0029655145503697e+26,1976.5332306583637,14.110953773989465,16761.530557816044,307938933.84470046,4351.632550345199,3595359637.4072313,17047.089288250627,212395.97408355767,6137.466244754763,1959357225.497849,865.3654512512546,-7.6596379048726855e+25,-3.593344529531462e+25
2016-02-05,0.024242550474439007,0.0,5000028289.271082,19521.21662190432,313235899.5007713,945039876.8179052,0.6954590832860306,9.390533501614913e+32,-1.0039105418684668e+26,1954.3988247589114,16.78257167993727,16640.170249530813,250274962.95368567,4270.906227375376,3116476549.7636223,16744.46704505446,222297.75123379775,6059.0907858873425,1826344130.1382394,852.5085385761131,-7.646875351197361e+25,-3.587357268384602e+25
2016-02-12,0.022658379808206897,0.0,4886545792.826647,19417.143440300402,307099653.977694,930791220.2684166,0.7357349272429494,9.383458667047468e+32,-1.0045451188804218e+26,1947.2603680800298,18.13301955244831,16607.199624748173,214828057.22937316,4239.781503608478,2764471906.9699693,16427.72340353024,224636.2081814612,6023.290207242024,1805598684.8236632,844.0160902798634,-7.6310072869811904e+25,-3.5799131277535437e+25
2016-02-19,0.021215356777376536,0.0,4810323241.760759,19534.94332440055,295000795.0293607,885886382.9249818,0.9218588688928917,9.372965964413308e+32,-1.0048644255427629e+26,1956.7496463138837,18.02779627044913,16702.284699676544,195817565.03200763,4253.11096366393,2568319540.7111654,16407.04278654397,203759.13674473873,6051.024085383317,1741992737.9592884,846.4217848253564,-7.611991786857125e+25,-3.570992439308208e+25
2016-02-26,0.0219817393933779,0.0,4866959856.87772,19704.972307339216,292249656.43003213,879499228.7137896,0.7030140544012311,9.359007126473973e+32,-1.0048636443689104e+26,1974.163351516251,17.419833308615242,16860.797296269084,189092695.56773788,4284.583855399114,2504764329.748431,16475.42094244218,191258.04181937187,6099.315284327482,1773049104.1177783,852.2551074509687,-7.58978705650319e+25,-3.5605755961970476e+25
2016-03-04,0.02143036582249707,0.0,5026630933.642818,19945.44877856636,296854741.1487887,877151294.5119066,0.6234891535137095,9.341533987501958e+32,-1.0045379611179551e+26,1996.9250697327077,16.331807536781497,17064.796988465212,200483586.66317493,4326.1826242389125,2578895539.587906,16602.27640144266,187498.21288990945,6148.6472352469245,1831999572.8820653,860.0950906527653,-7.564351439546539e+25,-3.5486430562800537e+25
2016-03-11,0.02313135734629796,0.0,4980941506.466064,20141.879224267737,311336951.2566393,876952269.7921865,0.5954221210832897,9.320498491128698e+32,-1.0038825655145305e+26,2019.1918594826707,15.13657024573618,17281.657884986955,230577868.5055881,4367.540647868788,2734251072.574693,16647.679299872994,184489.92488503,6188.190315549716,1875761256.7976904,866.061369834966,-7.5356434247876815e+25,-3.5351753455258044e+25
2016-03-18,0.024515932986338314,0.0,5115010425.061081,20328.89891778396,330154879.7696848,907730653.2929751,0.6092142154463964,9.2958526981195e+32,-1.0028926519674972e+26,2040.969568001104,13.66761895585797,17513.369538606603,282079383.5509547,4410.352335872074,3075715634.624317,16635.88898524295,178753.09149915318,6237.759131597441,1900484434.2559447,870.3433796845082,-7.503621653376339e+25,-3.520153061371574e+25
2016-03-25,0.02286645238381039,0.0,4970724788.355597,20449.445565689362,324682045.996111,894136632.428333,0.7436137748287783,9.267548794487163e+32,-1.0015634203180952e+26,2061.1284807549914,12.127802790699713,17728.397618212664,325706280.27785456,4453.368425367407,3465992954.4336276,16607.37989439983,177602.32918587458,6297.290298210269,1886933464.2811842,873.7403789740404,-7.468244926273169e+25,-3.5035568762272557e+25
2016-04-01,0.021399805155039357,0.0,4519296722.734171,20527.591835531024,293826054.51243055,833458475.2558501,0.8754523915002466,9.235539099599687e+32,-9.99890076588579e+25,2063.6159073299577,12.82441078729456,17739.87629495416,246488723.0403335,4464.626679109986,2869725886.023163,16500.897890565357,186647.5550163911,6266.131377338531,1760326375.8244586,869.5590402113273,-7.429472211708852e+25,-3.4853675409731288e+25
2016-04-08,0.021841914748485246,0.0,4221240157.9198446,20613.48920813694,267766924.84837875,789926751.2370061,1.0370395098997203,9.19977607456026e+32,-9.978678337582088e+25,2064.368465579297,13.465889623909863,17741.82557621023,195560714.0815858,4462.6857688109285,2484516059.777402,16462.91920535114,197314.40104154605,6259.3052314167635,1659071692.3772838,868.5114950474735,-7.387262652887712e+25,-3.465565888575492e+25
2016-04-15,0.022250202255475242,0.0,4095169892.315425,20749.997986807906,253517953.01109266,779924317.4480964,1.1186320052528416,9.160212330524529e+32,-9.954919125333488e+25,2068.574299042872,13.728276174629478,17777.810878037068,167740261.47569194,4458.594898617747,2278181582.673811,16554.406595439235,212051.2848017574,6263.795381774287,1602559795.7212627,871.4214428128143,-7.341575575613045e+25,-3.4441328376618353e+25
