,vix_Volume,infectious_daily_infect_emv_index,trade_US Trade Policy Uncertainty,trade_Japanese Trade Policy Uncertainty,trade_Trade Policy EMV Fraction,dji_Volume,ndx_Volume,n225_Volume,hsi_Close,sp500_Close,sp500_Volume,vix_Close,dji_Close,ndx_Close,n225_Close,ftse_Close,ftse_Volume,hsi_Volume,n100_Close,n100_Volume,Overall EMV Tracker,GPR
2000-03-17,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,247830000.0,1691530000.0,0.0,17082.990234,1464.469971,1295100000.0,22.370001,10595.230469,4440.450195,19566.320313,6558.0,1309177000.0,0.0,1022.119995,0.0,44.20963697821003,88.19652901571452
2000-03-24,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,217140000.0,1688970000.0,0.0,17784.570313,1527.459961,1052200000.0,23.309999,11112.719727,4691.6098630000015,19958.080078,6738.5,1088155000.0,0.0,1029.660034,0.0,45.000583982614415,84.44908888045215
2000-03-31,0.0,0.76,73.61447943494393,110.105627220384,0.022047042992225103,179590000.0,2118100000.0,0.0,17406.539063,1498.579956,1227400000.0,24.110001,10921.919922,4397.839844,20337.320313,6540.200195,1019644000.0,0.0,1021.219971,0.0,45.37976900077914,80.8557241656481
2000-04-07,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,156500000.0,1563430000.0,0.0,16941.679688,1516.349976,891600000.0,24.389999,11111.480469,4291.529785,20252.810547,6569.899902,857438000.0,0.0,1029.969971,0.0,45.379701238839154,77.41377635612503
2000-04-14,0.0,1.48,73.61447943494393,110.105627220384,0.022047042992225103,267580000.0,2555780000.0,0.0,16142.759766,1356.560059,1279700000.0,33.490002000000004,10305.769531,3207.959961,20434.679688,6178.100098,996451000.0,0.0,995.369995,0.0,45.032889902929384,74.12058693670576
2000-04-21,0.0,1.54,73.61447943494393,110.105627220384,0.022047042992225103,267580000.0,2555780000.0,0.0,16142.759766,1367.3882772163813,1300444858.9736385,31.66056926599788,10342.314722146471,3227.7032637883894,18252.679688,6179.211055489927,992287172.8141819,-1.0691300789413256e-26,1011.72998,0.0,44.37184419918477,70.97349739221295
2000-04-28,0.0,0.0,82.57421586475193,54.06178805128107,0.033755274261603366,173520000.0,1583710000.0,0.0,15519.299805,1452.430054,984600000.0,26.200001,10733.910156,3773.179932,17973.699219,6327.399902,882175000.0,0.0,1042.609985,0.0,43.42907333374024,67.96984920746931
2000-05-05,0.0,5.82,73.61447943494393,110.105627220384,0.022047042992225103,138300000.0,1197290000.0,0.0,15268.639647999997,1432.630005,805500000.0,27.530001,10577.860352,3688.360107,17798.982693930153,6238.799805,845274000.0,0.0,1062.689941,0.0,42.237086512730784,65.10698386729763
2000-05-12,0.0,0.72,73.61447943494393,110.105627220384,0.022047042992225103,137770000.0,1220040000.0,0.0,15111.94043,1420.959961,858200000.0,26.049999,10609.370117,3406.25,17357.859375,6283.5,870252000.0,0.0,1060.589966,0.0,40.82839294229129,62.38224285652057
2000-05-19,0.0,0.72,73.61447943494393,110.105627220384,0.022047042992225103,188270000.0,1366930000.0,0.0,14478.259766,1406.949951,853700000.0,25.440001,10626.849609,3260.639893,16858.169922,6045.399902,937082000.0,0.0,1033.619995,0.0,39.2355018285567,59.79296765996091
2000-05-26,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,129200000.0,1069440000.0,0.0,13722.700195,1378.02002,722600000.0,24.469999,10299.240234,3101.439941,16008.139647999997,6216.899902,778243000.0,0.0,1013.340027,0.0,37.49092237766199,57.336499762441356
2000-06-02,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,200900000.0,1903210000.0,0.0,15284.099609,1477.26001,1162400000.0,21.48,10794.759766,3755.669922,16800.060547,6626.399902,1324934000.0,0.0,1086.329956,0.0,35.62716379574205,55.010180648784626
2000-06-09,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,136750000.0,1268720000.0,0.0,16120.259766,1456.949951,786000000.0,22.139999,10614.05957,3760.26001,16861.910156,6443.799805,661766000.0,0.0,1073.290039,0.0,33.676735288931866,52.811351803813444
2000-06-16,0.0,0.71,73.61447943494393,110.105627220384,0.022047042992225103,233100000.0,1501190000.0,0.0,16434.380859,1464.459961,1250800000.0,20.5,10449.299805,3787.360107,16318.30957,6526.0,810817000.0,0.0,1068.609985,0.0,31.672146063366338,50.73735471235054
2000-06-23,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,142390000.0,1344960000.0,0.0,15738.080078,1441.47998,847600000.0,22.34,10404.75,3685.300049,16963.210938,6391.5,818585000.0,0.0,1078.400024,0.0,29.645905325180422,48.78553085921868
2000-06-30,0.0,1.62,73.61447943494393,110.105627220384,0.022047042992225103,224060000.0,2066390000.0,0.0,16155.780272999997,1454.599976,1459700000.0,19.540001,10447.889648,3763.790039,17411.050781,6312.700195,925225000.0,0.0,1064.060059,0.0,27.630522280509073,46.95322172924054
2000-07-07,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,158820000.0,1486480000.0,0.0,16829.960938,1478.900024,931700000.0,19.219999,10635.980469,3841.27002,17398.240234,6497.5,793281000.0,0.0,1079.359985,0.0,25.65850613548721,45.23776880723886
2000-07-14,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,150970000.0,1678610000.0,0.0,17586.160156,1509.97998,960600000.0,19.32,10812.75,4041.149902,17142.900391,6475.399902,826063000.0,0.0,1088.099976,0.0,23.762366096249774,43.63651357803635
2000-07-21,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,170710000.0,1545940000.0,0.0,17920.859375,1480.189941,968300000.0,18.940001,10733.55957,3908.75,16811.490234,6378.399902,698153000.0,0.0,1072.969971,0.0,21.974611368931722,42.1467975264558
2000-07-28,0.0,0.0,60.7730162096869,80.47545084226302,0.03260869565217391,174720000.0,1769410000.0,0.0,17183.929688,1419.890015,980000000.0,20.84,10511.169922,3477.310059000001,15838.570313,6335.700195,947097000.0,0.0,1062.339966,0.0,20.32775115966797,40.76596213731985
2000-08-04,0.0,0.78,73.61447943494393,110.105627220384,0.022047042992225103,150750000.0,1438850000.0,0.0,17425.699219,1462.930054,956000000.0,18.620001,10767.75,3618.629883,15667.360352000003,6363.5,726236000.0,0.0,1073.109985,0.0,18.84797326008767,39.491348895451274
2000-08-11,0.0,0.78,73.61447943494393,110.105627220384,0.022047042992225103,155120000.0,1333260000.0,0.0,17214.419922,1471.839966,835500000.0,18.549999,11027.799805,3644.610107,16117.5,6384.5,893911000.0,0.0,1093.0,0.0,17.536179803796774,38.32029928567281
2000-08-18,0.0,0.77,73.61447943494393,110.105627220384,0.022047042992225103,164870000.0,1447920000.0,0.0,17440.0,1491.719971,821400000.0,17.049999,11046.480469,3807.51001,16280.490234,6543.700195,804673000.0,0.0,1110.699951,0.0,16.386951509895418,37.25015479280715
2000-08-25,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,127920000.0,1285820000.0,0.0,17236.740234,1506.449951,685600000.0,16.530001000000002,11192.629883,3931.25,16911.330078,6563.700195,864787000.0,0.0,1108.849976,0.0,15.394869097483754,36.27825690167703
2000-09-01,0.0,1.1,73.61447943494393,110.105627220384,0.022047042992225103,125140000.0,1472940000.0,0.0,17333.609375,1520.77002,767700000.0,17.530001000000002,11238.780273,4099.299805,16739.779297,6795.0,1315938000.0,0.0,1134.329956,0.0,14.554513285661939,35.401947097105186
2000-09-08,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,181620000.0,1508550000.0,0.0,17275.449219,1494.5,961000000.0,18.459999,11220.650391,3813.439941,16501.550781,6600.700195,924099000.0,0.0,1118.790039,0.0,13.860464793530104,34.61856686391434
2000-09-15,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,291270000.0,1777540000.0,0.0,16249.530272999997,1465.810059,1268400000.0,18.52,10927.0,3676.330078,16169.160919365702,6417.299805,1124449000.0,0.0,1103.97998,0.0,13.307304340188415,33.92545768692722
2000-09-22,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,487370000.0,2164340000.0,0.0,14612.879883,1448.719971,1185500000.0,20.74,10847.370117,3701.179932,15818.25,6205.899902,1176641000.0,0.0,1052.660034,0.0,12.889612644737003,33.31996105096655
2000-09-29,0.0,0.69,73.61447943494393,110.105627220384,0.022047042992225103,236360000.0,2018050000.0,0.0,15648.980469,1436.51001,1197100000.0,20.57,10650.919922,3570.610107,15747.259766,6294.200195,816115000.0,0.0,1055.27002,0.0,12.601970426276026,32.79941844085505
2000-10-06,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,237860000.0,1870690000.0,0.0,15648.980469,1408.98999,1150100000.0,22.709999,10596.540039,3311.939941,15994.240234,6391.200195,998179000.0,1.7041123422061193e-13,1066.52002,0.0,12.438958403905625,32.36117134141546
2000-10-13,0.0,0.68,73.61447943494393,110.105627220384,0.022047042992225103,300410000.0,2070750000.0,0.0,14680.5,1374.170044,1223900000.0,27.6,10192.179688,3277.77002,15330.30957,6209.600098,1102152000.0,0.0,1022.469971,0.0,12.395157296725962,32.00256123747049
2000-10-20,0.0,1.95,73.61447943494393,110.105627220384,0.022047042992225103,319750000.0,2171490000.0,0.0,15044.530272999997,1396.930054,1177400000.0,24.24,10226.589844,3456.610107,15198.730469,6276.299805,1054243000.0,0.0,1038.22998,0.0,12.465147823837167,31.720929613842884
2000-10-27,0.0,0.68,73.61447943494393,110.105627220384,0.022047042992225103,377740000.0,1963390000.0,0.0,14902.459961000002,1379.579956,1086300000.0,26.469999,10590.620117,3175.25,14582.200195,6366.600098,796202000.0,0.0,1058.430054,0.0,12.643510704339402,31.513617955355354
2000-11-03,0.0,1.34,73.61447943494393,110.105627220384,0.022047042992225103,195280000.0,1846200000.0,0.0,15594.120117,1426.689941,997700000.0,23.67,10817.950195,3321.909912,14713.61564170367,6385.399902,1232361000.0,0.0,1077.349976,0.0,12.924826657332808,31.377967746830628
2000-11-10,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,273910000.0,1779930000.0,0.0,15389.389647999997,1365.97998,962500000.0,28.530001,10602.950195,2890.26001,14988.540038999998,6400.200195,910633000.0,0.0,1044.420044,0.0,13.30367640191753,31.311320473091445
2000-11-17,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,221680000.0,1760850000.0,0.0,15180.849609,1367.719971,1070400000.0,24.809999,10629.870117,2934.810059,14544.299805,6440.100098,738209000.0,0.0,1048.949951,0.0,13.774640657193723,31.311017618960516
2000-11-24,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,87980000.0,781600000.0,0.0,14376.900391,1341.77002,404870000.0,26.0,10470.230469,2830.090088,14315.349609,6327.600098,868355000.0,0.0,1034.670044,0.0,14.33230014226153,31.374400669260577
2000-12-01,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,301730000.0,2221970000.0,0.0,14441.429688,1315.22998,1195200000.0,27.48,10373.540039,2549.73999,14835.330078,6170.399902,1068234000.0,0.0,1009.0,0.0,14.971235576221103,31.49881110881433
2000-12-08,0.0,0.71,73.61447943494393,110.105627220384,0.022047042992225103,275080000.0,2328650000.0,0.0,15189.330078,1369.890015,1358300000.0,22.41,10712.910156,2895.389893,14696.509766,6288.299805,1062085000.0,0.0,1007.5,0.0,15.68602767817259,31.681590422444536
2000-12-15,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,479460000.0,2770690000.0,0.0,14975.530272999997,1312.150024,1561100000.0,26.549999,10434.959961,2543.090088,14552.290038999998,6175.799805,1201185000.0,0.0,980.590027,0.0,16.47125716721613,31.92008009497391
2000-12-22,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,230880000.0,2235410000.0,0.0,14738.209961000002,1305.949951,1087100000.0,27.549999,10635.55957,2436.26001,13427.080078,6097.5,293611000.0,0.0,975.590027,0.0,17.321504762451877,32.211621611225176
2000-12-29,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,210800000.0,2531760000.0,0.0,15095.530272999997,1320.280029,1035500000.0,26.85,10787.990234,2341.699951,13785.69043,6222.5,377041000.0,0.0,997.25,0.0,18.23135118297998,32.553556456021056
2001-01-05,0.0,1.55,73.61447943494393,110.105627220384,0.022047042992225103,272650000.0,2104670000.0,0.0,15447.610352000003,1298.349976,1430800000.0,28.67,10662.009766,2267.850098,13867.610352000003,6198.100098,1293875000.0,0.0,976.039978,0.0,19.195377147900587,32.94322611418427
2001-01-12,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,247020000.0,2518850000.0,0.0,15295.419922,1318.550049,1276000000.0,24.559999,10525.379883,2506.050049,13347.740234,6165.5,1501605000.0,0.0,986.059998,0.0,20.208163376313845,33.37797207053756
2001-01-19,0.0,1.48,73.61447943494393,110.105627220384,0.022047042992225103,363100000.0,2697190000.0,0.0,15933.549805,1342.540039,1407800000.0,23.24,10587.589844,2655.77002,13989.120117,6209.299805,1598592000.0,0.0,985.0,0.0,21.264290587319902,33.85513580990364
2001-01-26,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,232990000.0,2268800000.0,0.0,15933.549805,1354.949951,1098000000.0,22.57,10659.980469,2631.780029,13696.05957,6294.299805,1240417000.0,-7.217478773878981e-05,995.900024,0.0,22.358339500018904,34.37205881710524
2001-02-02,0.0,0.73,73.61447943494393,110.105627220384,0.022047042992225103,206940000.0,1706900000.0,0.0,16071.290038999998,1349.469971,1048400000.0,21.950001,10864.099609,2472.179932,13703.629883,6256.399902,1065183000.0,0.0,986.619995,0.0,23.484890833511006,34.92608257696509
2001-02-09,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,207600000.0,1881910000.0,0.0,15873.280272999997,1314.76001,1075500000.0,22.030001,10781.450195,2261.77002,13422.830078,6164.299805,1567588000.0,0.0,972.169983,0.0,24.63852530689635,35.51454857430593
2001-02-16,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,202390000.0,1892200000.0,0.0,15630.30957,1301.530029,1257200000.0,22.120001,10799.820313,2212.51001,13175.490234,6088.299805,1125269000.0,0.0,957.01001,0.0,25.813823639275075,36.134798293950446
2001-02-23,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,261840000.0,2237910000.0,0.0,15280.55957,1245.859985,1231300000.0,27.209999,10441.900391,2056.060059,13246.0,5943.700195,1073539000.0,0.0,912.130005,0.0,27.00536654974735,36.7841732207214
2001-03-02,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,255120000.0,2374100000.0,0.0,13966.429688,1234.180054,1294000000.0,27.43,10466.30957,1881.339966,12261.799805,5858.600098,1269277000.0,0.0,909.849976,0.0,28.207734757413302,37.4600148394415
2001-03-09,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,280060000.0,1962120000.0,0.0,14194.349609,1233.420044,1085900000.0,25.620001,10644.620117,1813.02002,12627.900391,5917.299805,854593000.0,0.0,921.330017,0.0,29.415508981373094,38.15966463493348
2001-03-16,0.0,1.29,73.61447943494393,110.105627220384,0.022047042992225103,365020000.0,2102270000.0,0.0,13522.040038999998,1150.530029,1543560000.0,29.91,9823.410156,1647.51001,12232.980469,5562.799805,1357290000.0,0.0,869.2899779999998,0.0,30.623269940726868,38.88046409202007
2001-03-23,0.0,2.14,73.61447943494393,110.105627220384,0.022047042992225103,377640000.0,2284560000.0,0.0,12583.360352,1139.829956,1364900000.0,30.450001,9504.780273,1705.02002,13214.540039,5402.299805,1279995000.0,0.0,839.7800289999999,0.0,31.82559835457476,39.619754695524
2001-03-30,0.0,0.7,73.61447943494393,110.105627220384,0.022047042992225103,249000000.0,2139050000.0,0.0,12760.639648,1160.329956,1280800000.0,28.639999,9878.780273,1573.25,12999.700195,5633.700195,1167826000.0,0.0,881.659973,0.0,33.01707494201694,40.37487793026796
2001-04-06,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,270000000.0,1835720000.0,0.0,12386.610352,1128.430054,1266800000.0,31.690001,9791.089844,1448.160034,13383.759766,5601.5,1039958000.0,0.0,873.2199710000001,0.0,34.19228042215356,41.14317528107472
2001-04-13,0.0,0.7,73.61447943494393,110.105627220384,0.022047042992225103,270000000.0,1835720000.0,0.0,12386.610352,1175.724349884462,1364154928.0814574,29.716120336963296,10095.30506658737,1710.5377627131058,13385.719727,5693.059718733288,1112799600.7821238,-42.22163734153445,882.4136620291208,-1.7834407203074843e-129,35.34579551408472,41.921988232766985
2001-04-20,0.0,1.26,73.61447943494393,110.105627220384,0.022047042992225103,324360000.0,2544420000.0,0.0,13448.129883,1242.97998,1338700000.0,25.379999,10579.849609,1933.569946,13765.669922,5879.799805,1199470000.0,0.0,915.349976,0.0,36.472200936910625,42.70865827016748
2001-04-27,0.0,1.34,73.61447943494393,110.105627220384,0.022047042992225103,222990000.0,1801600000.0,0.0,13386.040039,1253.050049,1091300000.0,24.02,10810.049805,1810.469971,13934.320313,5951.399902,1156833000.0,0.0,936.710022,0.0,37.5660774097314,43.50052687809896
2001-05-04,0.0,0.68,73.61447943494393,110.105627220384,0.022047042992225103,214010000.0,2057110000.0,0.0,13390.990234,1266.609985,1082100000.0,23.91,10951.240234,1924.119995,14047.206133842457,5870.299805,1302944000.0,0.0,918.429993,0.0,38.62200565164718,44.29493554138409
2001-05-11,0.0,2.06,73.61447943494393,110.105627220384,0.022047042992225103,174720000.0,1430930000.0,0.0,13636.610352000003,1245.670044,906200000.0,23.540001,10821.30957,1821.199951,14043.919922,5896.799805,1202303000.0,0.0,939.280029,0.0,39.63456638175813,45.08922574484566
2001-05-18,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,214370000.0,1792620000.0,0.0,13459.179688,1291.959961,1130800000.0,21.23,11301.740234,1927.689941,13877.769531,5915.0,1052413000.0,0.0,950.700012,0.0,40.59834031916438,45.88073897330637
2001-05-25,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,146210000.0,1385410000.0,0.0,13753.990234,1277.890015,828100000.0,20.6,11005.370117,1960.73999,13765.919922,5889.799805,901015000.0,0.0,943.390015,0.0,41.50790818296611,46.66681671158895
2001-06-01,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,196260000.0,1555300000.0,0.0,13141.379883,1260.670044,1015000000.0,21.59,10990.410156,1840.829956,13261.839844,5809.600098,1185659000.0,0.0,924.590027,0.0,42.35785069226345,47.444800444516105
2001-06-08,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,176020000.0,1437730000.0,0.0,13808.889647999997,1264.959961,726200000.0,19.92,10977.0,1896.219971,13430.219727000003,5950.600098,1284527000.0,0.0,929.51001,0.0,43.142748566156534,48.21350579587515
2001-06-15,0.0,2.16,73.61447943494393,110.105627220384,0.022047042992225103,379300000.0,2109340000.0,0.0,13102.5,1214.359985,1635550000.0,22.809999,10623.639648,1701.530029,12790.379883,5723.0,1474240000.0,0.0,891.8699949999999,0.0,43.85718252374552,48.97764494531159
2001-06-22,0.0,1.48,73.61447943494393,110.105627220384,0.022047042992225103,210360000.0,1714580000.0,0.0,13174.019531,1225.349976,1189200000.0,20.02,10604.589844,1727.469971,13044.610352,5665.700195,1273118000.0,0.0,889.090027,0.0,44.495733284130566,49.74340421143553
2001-06-29,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,328480000.0,2071630000.0,0.0,13042.530273,1224.380005,1832360000.0,19.059999,10502.400391,1830.189941,12969.049805,5642.5,1530012000.0,0.0,896.3699949999999,0.0,45.0529815664118,50.51696991285702
2001-07-06,0.0,0.78,73.61447943494393,110.105627220384,0.022047042992225103,207540000.0,1441420000.0,0.0,13042.530273,1190.589966,1056700000.0,21.629999,10252.679688,1668.589966,12306.080078,5479.200195,1418545000.0,118582813.63316771,867.25,0.0,45.52350808968941,51.30452836818617
2001-07-13,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,200390000.0,1561760000.0,0.0,12612.790039,1215.680054,1121700000.0,21.139999,10539.05957,1751.109985,12355.150391,5537.0,1054388000.0,211230200.0,865.909973,0.0,45.90189357306349,52.112265896033065
2001-07-20,0.0,0.73,73.61447943494393,110.105627220384,0.022047042992225103,231850000.0,1642120000.0,0.0,12301.679688,1210.849976,1170900000.0,22.34,10576.650391,1676.459961,11990.666845667345,5387.100098,1087292000.0,147662000.0,843.099976,0.0,46.182718735634225,52.946368815007766
2001-07-27,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,172870000.0,1583800000.0,0.0,12182.169922,1205.819946,1015300000.0,22.0,10416.669922,1683.180054,11798.080078,5403.100098,1185116000.0,124388600.0,850.840027,0.0,46.360564296501735,53.81302344372036
2001-08-03,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,151270000.0,1245120000.0,0.0,12269.080078,1214.349976,939900000.0,19.889999,10512.780273,1725.9000239999998,12241.969727,5547.600098,1103563000.0,168728800.0,859.3699949999999,0.0,46.43001097476621,54.718416100780956
2001-08-10,0.0,0.73,73.61447943494393,110.105627220384,0.022047042992225103,161930000.0,1372690000.0,0.0,11765.80957,1190.160034,960900000.0,20.549999,10416.25,1617.449951,11735.05957,5427.200195,991974000.0,148634200.0,831.669983,0.0,46.385639489527755,55.6687331047996
2001-08-17,0.0,1.45,73.61447943494393,110.105627220384,0.022047042992225103,217550000.0,1301510000.0,0.0,11754.80957,1161.969971,974300000.0,23.84,10240.780273,1516.579956,11445.540039,5342.100098,1207775000.0,330698600.0,820.219971,0.0,46.222030559886534,56.670160774386396
2001-08-24,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,187860000.0,1495650000.0,0.0,11110.299805,1184.930054,1043600000.0,19.709999,10423.169922,1579.619995,11166.30957,5471.899902,1047954000.0,241046000.0,843.4699710000001,0.0,45.93376490494272,57.72888542815146
2001-08-31,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,176270000.0,1232880000.0,0.0,11090.480469,1133.579956,920100000.0,24.92,9949.75,1469.699951,10713.509766,5345.0,1431648000.0,265702000.0,812.700012,0.0,45.51542324379641,58.851093384704804
2001-09-07,0.0,1.32,73.61447943494393,110.105627220384,0.022047042992225103,304980000.0,1712760000.0,0.0,10384.200195,1085.780029,1424300000.0,30.99,9605.849609,1354.27002,10516.790039,5070.299805,1520468000.0,399700800.0,764.580017,0.0,44.96158629554778,60.04297096265656
2001-09-14,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,304980000.0,1712760000.0,0.0,9655.450195,1000.9533073449306,2150458801.790969,40.59282254932717,8733.633188758977,1214.9995341410977,10008.889648,4755.799805,1500844000.0,0.0,713.669983,0.0,44.26683477929698,61.3107044806168
2001-09-21,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,623480000.0,2588150000.0,0.0,8934.200195,965.799988,2317300000.0,42.66,8235.80957,1126.949951,9554.990234,4433.700195,3057937000.0,519940400.0,629.880005,0.0,43.42574941414417,62.6604802571956
2001-09-28,0.0,0.0,148.07043337796316,80.00155498894105,0.0366412213740458,340790000.0,2114360000.0,0.0,9950.700195,1040.939941,1631500000.0,31.93,8847.55957,1168.369995,9774.679688,4903.399902,1380515000.0,320775600.0,710.409973,0.0,42.43291091918945,64.09848461100306
2001-10-05,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,256640000.0,1836380000.0,0.0,10277.379883,1071.380005,1301700000.0,33.389999,9119.769531,1271.72998,10205.870117,5036.0,1452212000.0,576213400.0,721.23999,0.0,41.287955964582636,65.63090386064924
2001-10-12,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,275630000.0,2185970000.0,0.0,10274.129883,1091.650024,1331400000.0,35.27,9344.160156,1393.839966,10632.349609,5145.5,1401111000.0,388528000.0,749.880005,0.0,40.0107450246718,67.26392432474425
2001-10-19,0.0,0.63,73.61447943494393,110.105627220384,0.022047042992225103,243950000.0,1591110000.0,0.0,9825.839844,1073.47998,1294900000.0,34.110001000000004,9204.110352,1347.589966,10538.790039,5017.700195,1089954000.0,297211400.0,727.650024,0.0,38.62619452485466,69.00373232189814
2001-10-26,0.0,0.0,73.61447943494393,110.105627220384,0.022047042992225103,212840000.0,1999200000.0,0.0,10404.740234,1104.609985,1244500000.0,28.42,9545.169922,1454.900024,10795.160156,5188.700195,1162022000.0,346798600.0,765.630005,0.0,37.159220890528964,70.85651417072103
2001-11-02,0.0,0.62,73.61447943494393,110.105627220384,0.022047042992225103,222980000.0,1643860000.0,0.0,10186.05957,1087.199951,1121900000.0,30.709999,9323.540039,1425.780029,10383.780273,5129.5,1126490000.0,251110800.0,750.320007,0.0,35.63474054709241,72.82845618982299
