,sp500_Close,sp500_Volume,vix_Close,vix_Volume,dji_Close,dji_Volume,ndx_Close,ndx_Volume,n225_Close,n225_Volume,ftse_Close,ftse_Volume,hsi_Close,hsi_Volume,n100_Close,n100_Volume,Overall EMV Tracker
2015-10-23,1990.1022,4102923300.0,16.497986,0.0,16058.298,137669680.0,4064.8735,1885212500.0,17071.2,143217.4,6074.1484,875519100.0,21734.652,2056236200.0,853.3575,499879600.0,7.287741
2015-10-30,1989.3098,4086861300.0,14.823712,0.0,16091.682,136726420.0,4101.2573,1864072000.0,17253.668,137405.89,6085.772,819704100.0,22201.217,2001835000.0,861.18427,451582820.0,19.514856
2015-11-06,1998.2557,4078047700.0,14.163423,0.0,16195.065,135634450.0,4162.9814,1873344000.0,17522.164,133231.38,6120.7065,798775550.0,22688.938,1927933600.0,873.48553,435652800.0,-2.4603944
2015-11-13,2016.8657,4055154400.0,14.020052,0.0,16363.05,130675490.0,4239.2124,1887843800.0,17795.064,131566.64,6164.409,774871740.0,23038.854,1846939000.0,887.61646,381298180.0,-1.2615131
2015-11-20,2037.5635,4080415000.0,15.308788,0.0,16540.451,128033020.0,4308.1255,1875078900.0,18117.58,130756.53,6201.8345,780401700.0,23245.512,1802817200.0,901.6945,334275070.0,-0.1406222
2015-11-27,2057.538,4104984000.0,16.388418,0.0,16705.873,128923040.0,4355.482,1857354000.0,18434.693,129162.68,6227.716,792725100.0,23293.32,1763764100.0,913.228,298546370.0,5.106604
2015-12-04,2075.3713,4055380200.0,15.867987,0.0,16849.236,128168340.0,4383.139,1782133500.0,18711.701,126445.234,6242.961,770973100.0,23217.78,1728372500.0,921.45886,273613540.0,17.133282
2015-12-11,2090.8357,4017786000.0,15.266775,0.0,16970.09,129146040.0,4394.5522,1811392400.0,18896.86,124420.15,6248.829,772993100.0,23031.379,1716895900.0,925.1708,272245300.0,-2.115177
2015-12-18,2101.7012,3995992600.0,16.573347,0.0,17054.184,129036250.0,4391.681,1839361400.0,18924.637,122956.89,6239.8013,782886660.0,22754.574,1697935000.0,922.35864,275301340.0,-0.40050095
2015-12-25,2104.9287,4057426700.0,18.277956,0.0,17086.36,134539300.0,4380.4995,1947243600.0,18793.09,124819.33,6214.953,822666240.0,22518.727,1690258400.0,914.6228,285524130.0,3.1948643
2016-01-01,2103.8396,4095632100.0,17.310663,0.0,17087.322,135013540.0,4363.274,1845767600.0,18549.758,127247.586,6181.4697,786625600.0,22332.71,1659529000.0,903.5347,272001860.0,14.125079
2016-01-08,2100.0686,4021169700.0,16.222094,0.0,17068.53,128414880.0,4350.658,1725815700.0,18314.68,124901.97,6150.6665,701324400.0,22218.105,1595522700.0,893.765,241891060.0,-1.5864038
2016-01-15,2092.636,3953103600.0,18.372637,0.0,17018.33,125349330.0,4326.0044,1781511200.0,18045.646,124292.305,6123.165,704977660.0,22086.176,1557253500.0,884.72815,229066620.0,-0.7076815
2016-01-22,2079.666,3987131100.0,21.507023,0.0,16921.562,129752400.0,4272.581,1948180100.0,17670.39,128568.31,6093.0444,788740900.0,21822.48,1564741600.0,874.2126,242198750.0,1.2900012
2016-01-29,2060.885,4142358000.0,23.429588,0.0,16774.61,137667460.0,4191.716,2092493200.0,17187.209,137372.75,6052.9165,867802560.0,21366.906,1631597200.0,860.68524,265196830.0,8.107092
2016-02-05,2036.2704,4332443000.0,22.122158,0.0,16582.852,144137580.0,4109.1885,2077158500.0,16743.275,147030.27,6007.04,908583600.0,20793.963,1725787500.0,848.57544,279872100.0,-1.3743173
2016-02-12,2009.3811,4526587400.0,20.331114,0.0,16378.499,147612110.0,4041.1492,2060555000.0,16477.252,161238.14,5962.856,944450300.0,20251.662,1795625300.0,839.5285,292074080.0,-1.2649819
2016-02-19,1982.3381,4669722600.0,21.85763,0.0,16182.548,149010300.0,3977.7976,2102379800.0,16233.294,180479.48,5917.2866,993027700.0,19770.168,1834537300.0,829.4415,309905900.0,-0.454836
2016-02-26,1958.822,4756757000.0,21.374397,0.0,16020.991,148540860.0,3933.8718,2043025700.0,15974.538,191345.47,5875.1113,964813800.0,19408.004,1857296900.0,819.1465,310530340.0,2.4265685
2016-03-04,1941.4658,4750431000.0,19.428707,0.0,15911.156,142437730.0,3919.7651,1937880800.0,15745.087,186860.17,5843.0493,934696060.0,19229.098,1836624100.0,811.92957,297418980.0,11.812478
2016-03-11,1932.6193,4779169300.0,17.276333,0.0,15866.225,137659170.0,3940.5088,1929031300.0,15646.822,176165.27,5832.42,946334660.0,19291.652,1823185300.0,811.29956,285406270.0,-1.6144063
2016-03-18,1933.4243,4791379500.0,16.318382,0.0,15888.345,134413540.0,3984.609,1926966700.0,15721.875,165185.7,5848.511,959751900.0,19548.193,1809039100.0,817.09894,282073920.0,0.05729758
2016-03-25,1945.3085,4752455000.0,15.251692,0.0,15988.091,134563540.0,4036.9385,1923109100.0,15912.246,154548.38,5886.197,947275000.0,19890.367,1773981700.0,826.03534,285640670.0,6.568321
2016-04-01,1964.7805,4645319000.0,14.230871,0.0,16141.059,131842424.0,4090.0454,1855709000.0,16135.773,143731.64,5933.7007,887869800.0,20256.611,1735276400.0,835.411,276703780.0,18.773504
2016-04-08,1988.1401,4491366000.0,13.582141,0.0,16323.246,126280760.0,4140.7983,1804752400.0,16298.316,135814.5,5980.9736,853641500.0,20596.936,1700821000.0,842.85,266082930.0,-2.4844084
2016-04-15,2011.6101,4342746000.0,13.914948,0.0,16504.373,120396616.0,4186.716,1785119500.0,16270.569,133076.83,6022.8984,835415400.0,20869.541,1680835000.0,847.18756,257439790.0,-0.18807104
2016-04-22,2033.9612,4218182000.0,14.144636,0.0,16674.51,115851410.0,4223.932,1771720800.0,16133.384,133748.52,6061.1787,838313100.0,21069.115,1676821100.0,848.6598,255317900.0,5.0572705
2016-04-29,2055.7893,4122669300.0,13.6376505,0.0,16840.67,112706260.0,4248.1196,1773256600.0,16030.328,137301.12,6095.577,837096900.0,21190.812,1667102200.0,849.44824,253337310.0,17.139078
2016-05-06,2073.252,4077279000.0,13.66087,0.0,16978.766,111742140.0,4256.078,1812348400.0,16077.3,143151.56,6125.596,854547260.0,21349.223,1656239900.0,852.878,251677680.0,-1.8516783
2016-05-13,2086.7625,4067190800.0,14.2573805,0.0,17086.604,110908740.0,4238.7373,1838506400.0,16104.979,147998.86,6147.5195,857423550.0,21437.783,1653521300.0,855.0028,246229700.0,-1.2930696
2016-05-20,2095.7275,4037476900.0,14.27888,0.0,17158.895,108475450.0,4206.9146,1820084700.0,16096.339,148858.53,6158.121,824037400.0,21401.973,1635721300.0,854.8238,242469140.0,-0.4896114
2016-05-27,2100.5618,4022699000.0,14.511988,0.0,17193.766,106232640.0,4170.7676,1815090000.0,16076.995,145050.28,6157.3257,814681400.0,21222.773,1615984100.0,851.6099,236910850.0,2.5432858
2016-06-03,2102.3933,3981624300.0,14.109962,0.0,17199.639,102243960.0,4151.7773,1793175300.0,16077.323,136632.83,6149.9404,809406200.0,20977.627,1596488200.0,848.85297,232030050.0,12.54922
2016-06-10,2103.8481,3963613400.0,13.55158,0.0,17193.408,101445944.0,4158.684,1801219700.0,16122.756,128438.195,6140.403,863761150.0,20784.076,1617365400.0,848.1939,228379020.0,-1.4055493
2016-06-17,2106.4248,3931903000.0,13.629772,0.0,17189.523,99948080.0,4184.7036,1787121700.0,16171.815,122384.02,6132.364,860561200.0,20738.912,1642958000.0,849.25256,224731340.0,-0.69629496
2016-06-24,2109.8196,3908324000.0,16.400923,0.0,17188.852,101927090.0,4207.6475,1823383200.0,16074.751,120966.85,6119.4595,895524350.0,20772.588,1685007500.0,847.018,238157250.0,1.2023914
2016-07-01,2112.832,3916926200.0,18.666813,0.0,17186.709,107009040.0,4216.198,1914822000.0,15888.3545,123669.85,6107.1475,1078675100.0,20899.85,1744153700.0,843.9016,267314340.0,7.768163
2016-07-08,2114.3655,3975897300.0,18.192253,0.0,17179.297,112150350.0,4206.1343,1962409600.0,15638.322,128742.055,6104.4243,1288683400.0,21032.934,1801601900.0,839.3285,296656600.0,-1.4280698
2016-07-15,2116.1143,4025021200.0,15.630339,0.0,17180.504,114081490.0,4192.098,1905140400.0,15376.904,131071.95,6120.657,1251884300.0,21123.025,1821713700.0,833.20264,296891300.0,-0.6510341
2016-07-22,2120.1758,4033975800.0,13.210873,0.0,17207.154,113758250.0,4195.5376,1832404400.0,15226.133,134234.6,6160.2925,1155431600.0,21178.33,1826897900.0,828.45087,282547900.0,1.6040242
2016-07-29,2127.4268,3990423300.0,11.783391,0.0,17265.742,111476824.0,4225.041,1792586000.0,15314.24,133947.25,6221.557,1036471360.0,21300.693,1809773700.0,827.7868,259837260.0,9.326932
2016-08-05,2138.3472,3926708700.0,11.646063,0.0,17352.793,108884090.0,4274.795,1820059500.0,15549.808,133345.05,6297.951,983484100.0,21531.676,1788463500.0,831.2841,246441540.0,-1.3296691
2016-08-12,2150.9724,3885465600.0,11.992681,0.0,17446.236,106554776.0,4336.7134,1858582000.0,15783.108,133771.22,6379.465,971189250.0,21846.418,1757509600.0,837.21,240796240.0,-1.2792752
2016-08-19,2164.8223,3828678100.0,11.949937,0.0,17541.543,102092456.0,4399.054,1813083800.0,15987.904,132418.55,6461.3804,947615600.0,22224.602,1730454900.0,844.097,231055440.0,-0.3626668
2016-08-26,2178.9421,3772139800.0,11.855528,0.0,17630.898,97956680.0,4450.9883,1772974700.0,16125.687,127861.81,6538.912,907969100.0,22622.58,1755917200.0,850.2701,217937470.0,3.4021833
2016-09-02,2192.5574,3691524000.0,12.289107,0.0,17711.572,92691784.0,4484.1855,1733697500.0,16166.418,120300.5,6604.155,866499900.0,22924.602,1780140900.0,853.5439,204752450.0,14.463376
2016-09-09,2203.2454,3603837000.0,12.64961,0.0,17769.852,88777480.0,4499.172,1699343700.0,16191.51,114559.766,6651.814,889110460.0,23180.016,1799515400.0,856.6291,200639790.0,-1.6434362
2016-09-16,2210.9792,3545435100.0,12.964372,0.0,17807.215,87219980.0,4499.323,1734219800.0,16233.695,111949.836,6684.405,874048000.0,23403.385,1832648300.0,858.9647,201770960.0,-0.54016584
2016-09-23,2213.544,3570559500.0,14.485802,0.0,17810.443,92537060.0,4493.0444,1836768500.0,16249.323,111057.36,6700.3667,894993340.0,23592.127,1867545100.0,859.6828,217244530.0,2.1712298
2016-09-30,2212.1553,3615153400.0,14.371361,0.0,17786.393,97201990.0,4491.078,1853196000.0,16248.185,114769.7,6706.9717,873421600.0,23759.627,1882233900.0,859.92566,225420290.0,11.475551
2016-10-07,2209.128,3678014200.0,13.508084,0.0,17750.365,100838000.0,4496.638,1837559700.0,16217.907,118642.3,6710.0537,882681540.0,23882.234,1889524700.0,859.57886,228548580.0,-1.3938543
2016-10-14,2205.6594,3717366300.0,12.850709,0.0,17713.69,101095170.0,4509.065,1790253400.0,16185.75,118839.78,6717.738,943659840.0,23956.596,1849756900.0,859.7453,230597090.0,-0.6733569
2016-10-21,2201.824,3724332800.0,13.61191,0.0,17677.65,99774870.0,4520.1733,1742976500.0,16183.861,116352.02,6734.109,969958100.0,23941.938,1819366000.0,859.92706,232075330.0,1.5147319
2016-10-28,2197.382,3711727600.0,14.095855,0.0,17640.588,99011780.0,4526.153,1709638000.0,16246.055,112276.63,6758.487,941005900.0,23886.326,1765182100.0,861.6143,230663840.0,9.153299
2016-11-04,2192.9302,3708720400.0,14.080273,0.0,17609.01,98701220.0,4529.31,1713836500.0,16371.445,109115.6,6788.4653,929671230.0,23797.746,1697598200.0,864.0614,229877330.0,-1.3110049
2016-11-11,2187.6716,3747839200.0,16.443125,0.0,17580.54,99517450.0,4518.691,1770930700.0,16508.88,110130.89,6813.892,931196000.0,23647.318,1637657100.0,864.91895,230494780.0,-1.3070867
2016-11-18,2182.7004,3874821600.0,16.617126,0.0,17567.908,103522250.0,4501.1694,1903096400.0,16603.512,120529.33,6827.089,1009528000.0,23455.363,1610348400.0,864.13293,248568940.0,-0.6787313
2016-11-25,2180.0356,4018469400.0,14.649692,0.0,17589.092,107270230.0,4484.22,1951364100.0,16724.604,134518.34,6824.5986,1038484160.0,23261.156,1600915100.0,862.2006,260711140.0,1.324695
2016-12-02,2181.8552,4077131000.0,12.607377,0.0,17654.521,105551120.0,4479.833,1842302300.0,16921.248,143021.16,6808.559,968094400.0,23026.06,1603064600.0,859.3211,255752560.0,8.351046
2016-12-09,2187.0808,4126378200.0,12.180762,0.0,17753.074,105751470.0,4484.633,1812567300.0,17184.88,147153.19,6781.8677,948433300.0,22882.193,1632023400.0,857.65717,251597060.0,-1.3819069
2016-12-16,2196.5193,4150311000.0,11.972579,0.0,17884.412,130861500.0,4494.192,1842109400.0,17462.271,149239.7,6754.35,962004100.0,22820.107,1661008600.0,858.5673,257102140.0,-0.71115535
2016-12-23,2210.2646,4197427700.0,12.136313,0.0,18046.4,193273890.0,4512.404,1928636900.0,17783.703,149225.69,6735.657,994008060.0,22822.447,1709421600.0,863.8981,268258700.0,1.2608958
2016-12-30,2227.4343,4179577900.0,11.826208,0.0,18231.07,232961220.0,4537.4795,1852902500.0,18116.197,143535.17,6734.802,909738200.0,22754.96,1720668500.0,873.08453,257620900.0,7.936327
2017-01-06,2245.349,4053367600.0,12.196157,0.0,18417.592,237435180.0,4562.2646,1742468600.0,18378.797,133724.23,6754.3237,787252900.0,22631.404,1763217300.0,884.5707,229258960.0,-1.4186054
2017-01-13,2262.4536,3903792400.0,12.154378,0.0,18589.588,242467260.0,4584.7056,1730244400.0,18564.014,126483.38,6792.872,763170940.0,22517.68,1783631400.0,896.30084,206714240.0,-1.2931365
2017-01-20,2278.2634,3776785400.0,11.656449,0.0,18738.092,252206700.0,4607.2676,1755438000.0,18635.188,121579.9,6846.889,812058900.0,22472.297,1779856600.0,905.56537,200487140.0,-0.4653011
2017-01-27,2290.0962,3663712300.0,11.623761,0.0,18842.695,269080320.0,4634.1777,1762985000.0,18580.338,119656.195,6907.29,839357900.0,22559.305,1733500700.0,911.8809,203345650.0,2.741896
2017-02-03,2299.5996,3613302500.0,11.286771,0.0,18917.412,288163550.0,4666.242,1768879100.0,18479.11,119924.64,6963.6133,885342400.0,22750.355,1681632000.0,914.8597,210593420.0,13.07862
2017-02-10,2307.2031,3634001200.0,11.285116,0.0,18970.035,303844900.0,4701.3833,1813684700.0,18374.613,120836.04,7007.1523,915833500.0,23038.299,1625383700.0,914.71985,219471650.0,-1.4175165
2017-02-17,2314.3518,3635054300.0,11.191296,0.0,19011.125,300340160.0,4734.971,1829190700.0,18288.078,120994.32,7036.574,904122500.0,23351.604,1605353600.0,912.3302,225850560.0,-0.7325991
2017-02-24,2321.7957,3650129700.0,11.199535,0.0,19055.848,300691400.0,4773.6045,1838994200.0,18271.7,121784.766,7055.406,865593800.0,23658.564,1691771900.0,911.03595,229512220.0,0.94526756
2017-03-03,2331.545,3661814300.0,11.332897,0.0,19121.143,295622180.0,4818.3823,1824164600.0,18322.906,122509.016,7068.841,876253000.0,23924.205,1788111000.0,911.94147,230490510.0,6.4519095
2017-03-10,2344.6633,3737095700.0,11.639869,0.0,19217.57,292102750.0,4861.721,1857549700.0,18395.484,122799.414,7081.8525,921830850.0,24093.365,1877194600.0,914.959,234218620.0,-1.6090724
2017-03-17,2360.087,3807316200.0,11.671235,0.0,19336.85,285896860.0,4895.15,1858333600.0,18461.377,120690.086,7097.016,953358660.0,24171.293,1898125700.0,919.6302,236894020.0,-0.510481
2017-03-24,2375.5872,3827885000.0,11.519937,0.0,19460.145,287421340.0,4919.8755,1884047000.0,18540.217,117804.945,7116.2886,987021060.0,24204.188,1919249200.0,925.6565,242002420.0,2.5658848
2017-03-31,2389.3584,3836087600.0,11.81564,0.0,19569.842,287509540.0,4933.092,1874102300.0,18565.873,115648.016,7138.9688,954998400.0,24257.305,1931932700.0,931.8206,216757200.0,12.589247
2017-04-07,2400.1853,3813315000.0,11.841104,0.0,19653.16,281404300.0,4939.355,1839964200.0,18517.977,115262.9,7162.2554,928602240.0,24323.637,1931506700.0,937.8489,174125570.0,-1.3314679
2017-04-14,2407.1614,3768297500.0,11.987105,0.0,19701.922,271424400.0,4944.6704,1831960000.0,18393.807,117581.33,7181.0083,905627900.0,24404.426,1939478800.0,943.8603,134495340.0,-1.2978829
2017-04-21,2410.7441,3696429300.0,13.332864,0.0,19722.41,261410700.0,4944.8394,1797784000.0,18208.225,116335.59,7192.9434,888776450.0,24467.889,1926085900.0,949.09235,100036050.0,-0.5817528
2017-04-28,2410.9487,3637854000.0,14.123378,0.0,19715.004,261959260.0,4943.7593,1763523500.0,18001.871,110891.26,7191.943,924514500.0,24484.164,1878761700.0,952.4178,81124504.0,1.8973097
2017-05-05,2409.701,3620349200.0,12.536161,0.0,19697.422,272551520.0,4957.283,1781357300.0,17917.867,106503.3,7180.9375,981931500.0,24502.32,1812635100.0,956.9875,73707070.0,10.530405
2017-05-12,2409.5947,3639939300.0,10.867557,0.0,19689.252,277894530.0,4991.63,1831154200.0,17994.588,104317.36,7164.833,985251500.0,24542.355,1780130000.0,964.2865,64956870.0,-1.336474
2017-05-19,2411.7542,3668709000.0,10.007161,0.0,19696.68,276337600.0,5040.2207,1855517000.0,18237.252,106565.29,7150.8745,956199550.0,24616.121,1758655000.0,974.6797,52108572.0,-0.63475865
2017-05-26,2415.9768,3720043800.0,10.937042,0.0,19716.383,288412500.0,5086.2373,1885110900.0,18527.21,110903.055,7147.733,957806600.0,24766.076,1754001200.0,985.54047,37997664.0,1.5139525
2017-06-02,2421.4963,3737472800.0,11.040798,0.0,19744.238,282102900.0,5127.234,1836119800.0,18759.318,111235.13,7159.4985,914608000.0,25016.28,1740006300.0,994.23663,24042874.0,9.002222
2017-06-09,2429.004,3757408000.0,10.590901,0.0,19782.13,279020300.0,5165.444,1826240300.0,18896.574,108784.53,7186.0566,964757500.0,25334.033,1751967700.0,999.345,19522036.0,-1.3863518
2017-06-16,2437.4756,3771943400.0,10.345664,0.0,19825.98,280280260.0,5202.395,1879488400.0,18982.162,106728.05,7221.467,975517950.0,25640.973,1786321000.0,1000.9339,17373802.0,-0.52946883
2017-06-23,2446.7695,3794685200.0,10.488759,0.0,19877.096,302759700.0,5217.897,1966165400.0,19019.53,105619.91,7258.2065,1018770400.0,25878.438,1797460100.0,999.3285,14464091.0,2.3001742
2017-06-30,2456.4531,3834544000.0,10.54891,0.0,19937.291,304376800.0,5215.631,2041289500.0,19054.088,102940.23,7290.061,986227260.0,26001.203,1791604700.0,996.0865,12467334.0,11.930906
2017-07-07,2465.1643,3853571000.0,10.619787,0.0,20000.102,294756580.0,5197.771,2034529500.0,19096.168,100603.05,7310.8,951072000.0,26005.045,1763761900.0,991.0704,9037241.0,-1.3789166
2017-07-14,2471.4878,3808787500.0,11.020074,0.0,20055.82,279337950.0,5166.874,1915072800.0,19129.365,98400.03,7315.0933,906582200.0,25943.623,1742294500.0,985.6117,6501798.5,-0.7963241
