,vix_Volume,infectious_daily_infect_emv_index,GPR,trade_Trade Policy EMV Fraction,ftse_Volume,hsi_Close,hsi_Volume,sp500_Volume,Overall EMV Tracker,sp500_Close,vix_Close,dji_Close,dji_Volume,ndx_Close,ndx_Volume,n225_Close,n225_Volume,ftse_Close,n100_Close,n100_Volume,trade_US Trade Policy Uncertainty,trade_Japanese Trade Policy Uncertainty
2000-09-15,0.0,0.0,85.2519957605134,0.03260869565217391,1124449000.0,16249.530272999997,0.0,1268400000.0,13.307304340188415,1465.810059,18.52,10927.0,291270000.0,3676.330078,1777540000.0,16169.160919365702,-1.6833840527599536e-44,6417.299805,1103.97998,0.0,57.92801903803031,93.12521676153509
2000-09-22,0.0,0.0,85.2519957605134,0.03260869565217391,1176641000.0,14612.879883,0.0,1185500000.0,12.889612644737003,1448.719971,20.74,10847.370117,487370000.0,3701.179932,2164340000.0,15818.25,0.0,6205.899902,1052.660034,0.0,58.27510232033172,94.3083849303558
2000-09-29,0.0,0.69,85.2519957605134,0.03260869565217391,816115000.0,15648.980469,0.0,1197100000.0,12.601970426276026,1436.51001,20.57,10650.919922,236360000.0,3570.610107,2018050000.0,15747.259766,0.0,6294.200195,1055.27002,0.0,58.790131585062866,95.3506415306688
2000-10-06,0.0,0.0,85.2519957605134,0.03260869565217391,998179000.0,15648.980469,0.0,1150100000.0,12.438958403905625,1408.98999,22.709999,10596.540039,237860000.0,3311.939941,1870690000.0,15994.240234,0.0,6391.200195,1066.52002,0.0,59.466296205560255,96.25701114365644
2000-10-13,0.0,0.68,85.2519957605134,0.03260869565217391,1102152000.0,14680.5,0.0,1223900000.0,12.395157296725962,1374.170044,27.6,10192.179688,300410000.0,3277.77002,2070750000.0,15330.30957,0.0,6209.600098,1022.469971,0.0,60.296785555160426,97.03251835050104
2000-10-20,0.0,1.95,85.2519957605134,0.03260869565217391,1054243000.0,15044.530272999997,0.0,1177400000.0,12.465147823837167,1396.930054,24.24,10226.589844,319750000.0,3456.610107,2171490000.0,15198.730469,0.0,6276.299805,1038.22998,0.0,61.27478900719984,97.68218773238478
2000-10-27,0.0,0.68,85.2519957605134,0.03260869565217391,796202000.0,14902.459961000002,0.0,1086300000.0,12.643510704339402,1379.579956,26.469999,10590.620117,377740000.0,3175.25,1963390000.0,14582.200195,0.0,6366.600098,1058.430054,0.0,62.39349593501503,98.21104387049007
2000-11-03,0.0,1.34,85.2519957605134,0.03260869565217391,1232361000.0,15594.120117,0.0,997700000.0,12.924826657332808,1426.689941,23.67,10817.950195,195280000.0,3321.909912,1846200000.0,14713.61564170367,-5.076244778033668e-41,6385.399902,1077.349976,0.0,63.646095711942515,98.62411134599915
2000-11-10,0.0,0.0,85.2519957605134,0.03260869565217391,910633000.0,15389.389647999997,0.0,962500000.0,13.30367640191753,1365.97998,28.530001,10602.950195,273910000.0,2890.26001,1779930000.0,14988.540038999998,0.0,6400.200195,1044.420044,0.0,65.02577771131874,98.92641474009427
2000-11-17,0.0,0.0,85.2519957605134,0.03260869565217391,738209000.0,15180.849609,0.0,1070400000.0,13.774640657193723,1367.719971,24.809999,10629.870117,221680000.0,2934.810059,1760850000.0,14544.299805,0.0,6440.100098,1048.949951,0.0,66.52573130648028,99.12297863395781
2000-11-24,0.0,0.0,85.2519957605134,0.03260869565217391,868355000.0,14376.900391,0.0,404870000.0,14.33230014226153,1341.77002,26.0,10470.230469,87980000.0,2830.090088,781600000.0,14315.349609,0.0,6327.600098,1034.670044,0.0,68.13914587076361,99.21882760877199
2000-12-01,0.0,0.0,31.49881110881433,0.03260869565217391,1068234000.0,14441.429688,0.0,1195200000.0,14.971235576221103,1315.22998,27.48,10373.540039,301730000.0,2549.73999,2221970000.0,14835.330078,0.0,6170.399902,1009.0,0.0,69.85921077750525,99.21898624571912
2000-12-08,0.0,0.71,85.2519957605134,0.03260869565217391,1062085000.0,15189.330078,0.0,1358300000.0,15.68602767817259,1369.890015,22.41,10712.910156,275080000.0,2895.389893,2328650000.0,14696.509766,0.0,6288.299805,1007.5,0.0,71.67911540004168,99.12847912598151
2000-12-15,0.0,0.0,85.2519957605134,0.03260869565217391,1201185000.0,14975.530272999997,0.0,1561100000.0,16.47125716721613,1312.150024,26.549999,10434.959961,479460000.0,2543.090088,2770690000.0,14552.290038999998,0.0,6175.799805,980.590027,0.0,73.59204911170941,98.95233083074146
2000-12-22,0.0,0.0,85.2519957605134,0.03260869565217391,293611000.0,14738.209961000002,0.0,1087100000.0,17.321504762451877,1305.949951,27.549999,10635.55957,230880000.0,2436.26001,2235410000.0,13427.080078,0.0,6097.5,975.590027,0.0,75.59120128584496,98.69556594118119
2000-12-29,0.0,0.0,85.2519957605134,0.03260869565217391,377041000.0,15095.530272999997,0.0,1035500000.0,18.23135118297998,1320.280029,26.85,10787.990234,210800000.0,2341.699951,2531760000.0,13785.69043,0.0,6222.5,997.25,0.0,77.66976129578487,98.36320903848308
2001-01-05,0.0,1.55,85.2519957605134,0.03260869565217391,1293875000.0,15447.610352000003,0.0,1430800000.0,19.195377147900587,1298.349976,28.67,10662.009766,272650000.0,2267.850098,2104670000.0,13867.610352000003,0.0,6198.100098,976.039978,0.0,79.82091851486555,97.96028470382937
2001-01-12,0.0,0.0,85.2519957605134,0.03260869565217391,1501605000.0,15295.419922,0.0,1276000000.0,20.208163376313845,1318.550049,24.559999,10525.379883,247020000.0,2506.050049,2518850000.0,13347.740234,0.0,6165.5,986.059998,0.0,82.03786231642358,97.49181751840237
2001-01-19,0.0,1.48,85.2519957605134,0.03260869565217391,1598592000.0,15933.549805,0.0,1407800000.0,21.264290587319902,1342.540039,23.24,10587.589844,363100000.0,2655.77002,2697190000.0,13989.120117,0.0,6209.299805,985.0,0.0,84.31378207379547,96.96283206338438
2001-01-26,0.0,0.0,85.2519957605134,0.03260869565217391,1240417000.0,15933.549805,0.0,1098000000.0,22.358339500018904,1354.949951,22.57,10659.980469,232990000.0,2631.780029,2268800000.0,13696.05957,0.0,6294.299805,995.900024,0.0,86.64186716031769,96.37835291995768
2001-02-02,0.0,0.73,85.2519957605134,0.03260869565217391,1065183000.0,16071.290038999998,0.0,1048400000.0,23.484890833511006,1349.469971,21.950001,10864.099609,206940000.0,2472.179932,1706900000.0,13703.629883,0.0,6256.399902,986.619995,0.0,89.01530694932676,95.74340466930452
2001-02-09,0.0,0.0,85.2519957605134,0.03260869565217391,1567588000.0,15873.280272999997,0.0,1075500000.0,24.63852530689635,1314.76001,22.030001,10781.450195,207600000.0,2261.77002,1881910000.0,13422.830078,0.0,6164.299805,972.169983,0.0,91.42729081415922,95.06301189260729
2001-02-16,0.0,0.0,85.2519957605134,0.03260869565217391,1125269000.0,15630.30957,0.0,1257200000.0,25.813823639275075,1301.530029,22.120001,10799.820313,202390000.0,2212.51001,1892200000.0,13175.490234,0.0,6088.299805,957.01001,0.0,93.87100812815149,94.34219917104818
2001-02-23,0.0,0.0,85.2519957605134,0.03260869565217391,1073539000.0,15280.55957,0.0,1231300000.0,27.00536654974735,1245.859985,27.209999,10441.900391,261840000.0,2056.060059,2237910000.0,13246.0,0.0,5943.700195,912.130005,0.0,96.33964826464016,93.58599108580955
2001-03-02,0.0,0.0,85.2519957605134,0.03260869565217391,1269277000.0,13966.429688,0.0,1294000000.0,28.207734757413302,1234.180054,27.43,10466.30957,255120000.0,1881.339966,2374100000.0,12261.799805,0.0,5858.600098,909.849976,0.0,98.8264005969617,92.79941221807366
2001-03-09,0.0,0.0,85.2519957605134,0.03260869565217391,854593000.0,14194.349609,0.0,1085900000.0,29.415508981373094,1233.420044,25.620001,10644.620117,280060000.0,1813.02002,1962120000.0,12627.900391,0.0,5917.299805,921.330017,0.0,101.32445449845261,91.98748714902281
2001-03-16,0.0,1.29,85.2519957605134,0.03260869565217391,1357290000.0,13522.040038999998,0.0,1543560000.0,30.623269940726868,1150.530029,29.91,9823.410156,365020000.0,1647.51001,2102270000.0,12232.980469,0.0,5562.799805,869.2899779999998,0.0,103.82699934244943,91.1552404598393
2001-03-23,0.0,2.14,85.2519957605134,0.03260869565217391,1279995000.0,12583.360352,0.0,1364900000.0,31.82559835457476,1139.829956,30.450001,9504.780273,377640000.0,1705.02002,2284560000.0,13214.540039,0.0,5402.299805,839.7800289999999,0.0,106.32722450228862,90.30769673170539
2001-03-30,0.0,0.7,85.2519957605134,0.03260869565217391,1167826000.0,12760.639648,0.0,1280800000.0,33.01707494201694,1160.329956,28.639999,9878.780273,249000000.0,1573.25,2139050000.0,12999.700195,0.0,5633.700195,881.659973,0.0,108.81831935130671,89.4498805458034
2001-04-06,0.0,0.0,85.2519957605134,0.03260869565217391,1039958000.0,12386.610352,0.0,1266800000.0,34.19228042215356,1128.430054,31.690001,9791.089844,270000000.0,1448.160034,1835720000.0,13383.759766,0.0,5601.5,873.2199710000001,0.0,111.29347326284022,88.58681648331563
2001-04-13,0.0,0.7,85.2519957605134,0.03260869565217391,1039958000.0,12386.610352,0.0,1364154928.0814574,35.34579551408472,1175.724349884462,29.716120336963296,10095.30506658737,336020618.10499245,1710.5377627131058,2340002100.775828,13385.719727,0.0,5693.059718733288,882.4136620291208,-1.7834407203074843e-129,113.7458756102256,87.72352912542435
2001-04-20,0.0,1.26,85.2519957605134,0.03260869565217391,1199470000.0,13448.129883,0.0,1338700000.0,36.472200936910625,1242.97998,25.379999,10579.849609,324360000.0,1933.569946,2544420000.0,13765.669922,0.0,5879.799805,915.349976,0.0,116.16871576679942,86.86504305331185
2001-04-27,0.0,1.34,85.2519957605134,0.03260869565217391,1156833000.0,13386.040039,0.0,1091300000.0,37.5660774097314,1253.050049,24.02,10810.049805,222990000.0,1810.469971,1801600000.0,13934.320313,0.0,5951.399902,936.710022,0.0,118.5551831058982,86.01638284816046
2001-05-04,0.0,0.68,85.2519957605134,0.03260869565217391,1302944000.0,13390.990234,0.0,1082100000.0,38.62200565164718,1266.609985,23.91,10951.240234,214010000.0,1924.119995,2057110000.0,14047.206133842457,1.1269515947605228e-26,5870.299805,918.429993,0.0,120.89846700085835,85.18257309115242
2001-05-11,0.0,2.06,85.2519957605134,0.03260869565217391,1202303000.0,13636.610352000003,0.0,906200000.0,39.63456638175813,1245.670044,23.540001,10821.30957,174720000.0,1821.199951,1430930000.0,14043.919922,0.0,5896.799805,939.280029,0.0,123.19175682501643,84.36863836347005
2001-05-18,0.0,0.0,85.2519957605134,0.03260869565217391,1052413000.0,13459.179688,0.0,1130800000.0,40.59834031916438,1291.959961,21.23,11301.740234,214370000.0,1927.689941,1792620000.0,13877.769531,0.0,5915.0,950.700012,0.0,125.42824195170897,83.57960324629562
2001-05-25,0.0,0.0,85.2519957605134,0.03260869565217391,901015000.0,13753.990234,0.0,828100000.0,41.50790818296611,1277.890015,20.6,11005.370117,146210000.0,1960.73999,1385410000.0,13765.919922,0.0,5889.799805,943.390015,0.0,127.60111175427247,82.82049232081147
2001-06-01,0.0,0.0,47.444800444516105,0.03260869565217391,1185659000.0,13141.379883,0.0,1015000000.0,42.35785069226345,1260.670044,21.59,10990.410156,196260000.0,1840.829956,1555300000.0,13261.839844,0.0,5809.600098,924.590027,0.0,129.7035556060434,82.09633016819984
2001-06-08,0.0,0.0,85.2519957605134,0.03260869565217391,1284527000.0,13808.889647999997,0.0,726200000.0,43.142748566156534,1264.959961,19.92,10977.0,176020000.0,1896.219971,1437730000.0,13430.219727000003,0.0,5950.600098,929.51001,0.0,131.7287628803583,81.41214136964302
2001-06-15,0.0,2.16,85.2519957605134,0.03260869565217391,1474240000.0,13102.5,0.0,1635550000.0,43.85718252374552,1214.359985,22.809999,10623.639648,379300000.0,1701.530029,2109340000.0,12790.379883,0.0,5723.0,891.8699949999999,0.0,133.66992295055366,80.77295050632335
2001-06-22,0.0,1.48,85.2519957605134,0.03260869565217391,1273118000.0,13174.019531,0.0,1189200000.0,44.495733284130566,1225.349976,20.02,10604.589844,210360000.0,1727.469971,1714580000.0,13044.610352,0.0,5665.700195,889.090027,0.0,135.52022518996594,80.18378215942307
2001-06-29,0.0,0.0,85.2519957605134,0.03260869565217391,1530012000.0,13042.530273,0.0,1832360000.0,45.0529815664118,1224.380005,19.059999,10502.400391,328480000.0,1830.189941,2071630000.0,12969.049805,0.0,5642.5,896.3699949999999,0.0,137.27285897193173,79.64966091012451
2001-07-06,0.0,0.78,85.2519957605134,0.03260869565217391,1418545000.0,13042.530273,0.0,1056700000.0,45.52350808968941,1190.589966,21.629999,10252.679688,207540000.0,1668.589966,1441420000.0,12306.080078,0.0,5479.200195,867.25,0.0,138.9210136697875,79.17561133960996
2001-07-13,0.0,0.0,85.2519957605134,0.03260869565217391,1054388000.0,12612.790039,211230200.0,1121700000.0,45.90189357306349,1215.680054,21.139999,10539.05957,200390000.0,1751.109985,1561760000.0,12355.150391,0.0,5537.0,865.909973,0.0,140.45787865686975,78.76665802906166
2001-07-20,0.0,0.73,85.2519957605134,0.03260869565217391,1087292000.0,12301.679688,147662000.0,1170900000.0,46.182718735634225,1210.849976,22.34,10576.650391,231850000.0,1676.459961,1642120000.0,11990.666845667345,6.592571038469204e-21,5387.100098,843.099976,0.0,141.876643306515,78.42782555966198
2001-07-27,0.0,0.0,85.2519957605134,0.03260869565217391,1185116000.0,12182.169922,124388600.0,1015300000.0,46.360564296501735,1205.819946,22.0,10416.669922,172870000.0,1683.180054,1583800000.0,11798.080078,0.0,5403.100098,850.840027,0.0,143.17049699205975,78.16413851259315
2001-08-03,0.0,0.0,85.2519957605134,0.03260869565217391,1103563000.0,12269.080078,168728800.0,939900000.0,46.43001097476621,1214.349976,19.889999,10512.780273,151270000.0,1725.9000239999998,1245120000.0,12241.969727,0.0,5547.600098,859.3699949999999,0.0,144.3326290868405,77.9806214690375
2001-08-10,0.0,0.73,85.2519957605134,0.03260869565217391,991974000.0,11765.80957,148634200.0,960900000.0,46.385639489527755,1190.160034,20.549999,10416.25,161930000.0,1617.449951,1372690000.0,11735.05957,0.0,5427.200195,831.669983,0.0,145.35622896419375,77.88229901017728
2001-08-17,0.0,1.45,85.2519957605134,0.03260869565217391,1207775000.0,11754.80957,330698600.0,974300000.0,46.222030559886534,1161.969971,23.84,10240.780273,217550000.0,1516.579956,1301510000.0,11445.540039,0.0,5342.100098,820.219971,0.0,146.234485997456,77.87419571719482
2001-08-24,0.0,0.0,85.2519957605134,0.03260869565217391,1047954000.0,11110.299805,241046000.0,1043600000.0,45.93376490494272,1184.930054,19.709999,10423.169922,187860000.0,1579.619995,1495650000.0,11166.30957,0.0,5471.899902,843.4699710000001,0.0,146.96058955996384,77.96133617127242
2001-08-31,0.0,0.0,85.2519957605134,0.03260869565217391,1431648000.0,11090.480469,265702000.0,920100000.0,45.51542324379641,1133.579956,24.92,9949.75,176270000.0,1469.699951,1232880000.0,10713.509766,0.0,5345.0,812.700012,0.0,147.52772902505365,78.14874495359231
2001-09-07,0.0,1.32,85.2519957605134,0.03260869565217391,1520468000.0,10384.200195,399700800.0,1424300000.0,44.96158629554778,1085.780029,30.99,9605.849609,304980000.0,1354.27002,1712760000.0,10516.790039,0.0,5070.299805,764.580017,0.0,147.92909376606195,78.44144664533684
2001-09-14,0.0,0.0,85.2519957605134,0.03260869565217391,1500844000.0,9655.450195,0.0,2150458801.790969,44.26683477929698,1000.9533073449306,40.59282254932717,8733.633188758977,559435963.4466932,1214.9995341410977,2378470704.9099956,10008.889648,0.0,4755.799805,713.669983,0.0,148.1578731563253,78.84446582768828
2001-09-21,0.0,0.0,85.2519957605134,0.03260869565217391,3057937000.0,8934.200195,519940400.0,2317300000.0,43.42574941414417,965.799988,42.66,8235.80957,623480000.0,1126.949951,2588150000.0,9554.990234,0.0,4433.700195,629.880005,0.0,148.20725656918026,79.36282708182893
2001-09-28,0.0,0.0,85.2519957605134,0.0366412213740458,1380515000.0,9950.700195,320775600.0,1631500000.0,42.43291091918945,1040.939941,31.93,8847.55957,340790000.0,1168.369995,2114360000.0,9774.679688,0.0,4903.399902,710.409973,0.0,148.07043337796316,80.00155498894105
2001-10-05,0.0,0.0,85.2519957605134,0.0366412213740458,1452212000.0,10277.379883,576213400.0,1301700000.0,41.287955964582636,1071.380005,33.389999,9119.769531,256640000.0,1271.72998,1836380000.0,10205.870117,0.0,5036.0,721.23999,0.0,147.7426528309724,80.76265030872361
2001-10-12,0.0,0.0,85.2519957605134,0.0366412213740458,1401111000.0,10274.129883,388528000.0,1331400000.0,40.0107450246718,1091.650024,35.27,9344.160156,275630000.0,1393.839966,2185970000.0,10632.349609,0.0,5145.5,749.880005,0.0,147.22740367635228,81.63601851494181
2001-10-19,0.0,0.63,85.2519957605134,0.0366412213740458,1089954000.0,9825.839844,297211400.0,1294900000.0,38.62619452485466,1073.47998,34.110001000000004,9204.110352,243950000.0,1347.589966,1591110000.0,10538.790039,0.0,5017.700195,727.650024,0.0,146.53023453720925,82.60854125987761
2001-10-26,0.0,0.0,85.2519957605134,0.0366412213740458,1162022000.0,10404.740234,346798600.0,1244500000.0,37.159220890528964,1104.609985,28.42,9545.169922,212840000.0,1454.900024,1999200000.0,10795.160156,0.0,5188.700195,765.630005,0.0,145.6566940366494,83.6671001958129
