,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_relative_humidity_percent,iq_reanalysis_specific_humidity_g_per_kg,iq_station_max_temp_c,iq_station_min_temp_c,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_precip_mm
2004-11-18,0.00477834013890889,0.03622038106340421,0.14186416967326282,0.15430301149633346,0.07900635043359194,0.17938032287641203,0.10650169114303865,0.17366069013121335,299.1287542644689,299.2264698093317,295.0457051798754,301.0988153110677,297.5639272364427,78.46044343855114,40.4314006724772,298.586782654888,299.88826527902137,296.4254318751596,307.8698124306078,293.4549094483207,89.71680094579925,18.049671326582597,34.77734798133015,22.262747597967188,68.21806668359764,49.37338970849591,68.21806668359764,16.30942760032999,2.209076909057268,26.49863110714505,5.743341218973967,29.860475758963656,22.79645310891713,78.97629630506236,54.41135428705692,78.97629630506236,8.814314975469264,28.50548998619232,11.993572190867383,82.16777654486592
2004-11-25,0.0064268113298103224,0.037467628220615834,0.14181291639815302,0.15373619251282938,0.07712076339500597,0.17904386109420292,0.10492040801538358,0.1819282862275884,298.90031376183447,298.9985394339329,294.6201705851668,300.79293964297943,297.3560933369558,77.50336291777616,33.95342139977697,298.5165310515794,299.7934821735679,296.55129028301985,307.6391718825761,293.5891705611622,90.58137516598697,18.18698567695526,34.65872206517721,22.357867632012265,60.83271709977956,36.90628613049691,60.83271709977956,15.788338178200094,2.17954631325368,26.165213027079446,5.747617039622723,29.484654194923387,22.374815477571843,82.2177026325351,60.871248272976075,82.2177026325351,8.074901544073807,28.906599356133576,13.4630636769385,65.15826954756909
2004-12-02,0.008076163746076954,0.038717636789105656,0.14176417624266974,0.15318351389264304,0.07526030900791407,0.17872211763865972,0.10336323868406753,0.18753739089097496,298.76124621659767,298.87418442413866,294.4229788279595,300.6410144704334,297.2145978622723,77.18540096823595,28.88556393485426,298.5520857610537,299.8115279342564,296.577739303905,307.70994561439556,293.71578952737906,90.51069968867974,18.217869923305287,34.4105597265922,22.403590998850774,61.92326342522161,26.83391849277655,61.92326342522161,15.440937651375613,2.1918392183941036,25.799304649402497,5.921644255975506,29.12628594852473,21.76811290074236,87.50030050195159,68.13680074201993,87.50030050195159,7.367498784292477,29.486310520694126,15.549389204479542,45.784300225075825
2004-12-09,0.00972547722256515,0.039969850204136015,0.14171781482197723,0.15264496270159825,0.07342558033948346,0.17841517625954703,0.10183058179335445,0.18846472889840785,298.61168948717216,298.74019414921577,294.3580935166583,300.5528987896174,296.99138253536853,77.55228438075291,28.056299279818134,298.4570178682506,299.71048062062397,296.6262165360468,307.4164880865318,293.9201949473412,91.11487448334455,18.269346825242813,34.223347291317864,22.44905182885638,75.38112427235416,21.584127133191792,75.38112427235416,15.149630524825128,2.2198410004211078,25.465037946848096,5.991603822055941,28.813870788712805,21.29526186922348,99.67193433284584,81.65154529480861,99.67193433284584,5.942434263256204,30.38029677662844,18.540833415232576,22.77981219357084
2004-12-16,0.011373830356716512,0.041223710890550685,0.14167369636272953,0.15212052130881454,0.07161716279330864,0.1781231163478752,0.10032282859509989,0.18540635107094963,298.54738620992083,298.6771332971833,294.50586583719837,300.5311764031643,296.9420497067468,78.56355328983815,30.76019416098162,298.49050778988726,299.77889798363725,296.67970678634293,307.44036777898935,294.00335746434286,91.15288033034479,18.332272828429602,34.059750679184305,22.50333471980543,103.8917727018254,20.091382396407326,103.8917727018254,14.947146621722016,2.2205730505994863,25.192861456133038,5.997171852042017,28.4850851633052,20.961912734548747,117.755624835168,93.27908247251253,117.755624835168,4.406721622596288,31.05765482942587,20.82606075789909,2.3737022036224538
2004-12-23,0.01302030090908883,0.04247866048496194,0.14163168378487215,0.15161016744590114,0.06983563392233098,0.1778460129182054,0.09884036285403042,0.18285171547923962,298.4279646016994,298.55544891569554,294.5002580638445,300.45168778445634,296.77693950017573,79.10856009429095,33.49708316802947,298.4765636711365,299.79062029169745,296.7867600462861,307.24656785379494,294.12202492833563,91.66397503853767,18.452642102253243,33.90714646832138,22.537287483959766,152.0364076135208,16.754229461703975,152.0364076135208,14.410545961033037,2.21703859208087,24.705636736487925,6.076595988003037,27.73436388560763,20.261591990657507,149.45553299860276,115.93885078905993,149.45553299860276,1.711130955697791,32.26784021321555,25.339236818133365,-43.18409716419648
2005-01-01,0.014663966204467367,0.04373414005825997,0.14159163878402153,0.15111387426765988,0.06808156324410035,0.1775839365922415,0.09738356075527387,0.17695762177076646,298.2537557193681,298.36673571781597,294.2426029823313,300.27873741263346,296.58325827028835,78.68328084791867,31.79345663705206,298.4719946075091,299.82386393913083,296.8214834008687,307.2365610850182,294.1000533073561,91.85567341275237,18.491354155831427,33.87509559518914,22.557698173544676,200.47007080574505,8.510963012390214,200.47007080574505,13.327340834603342,2.2456741352816914,23.91186875262906,6.228586831146824,26.531914096738728,19.054567584317645,189.04400640874377,155.79433238917312,189.04400640874377,-2.2850951159917443,34.36732495040082,33.210878002607856,-117.4846036227197
2005-01-08,0.01630390353339968,0.04498959033836221,0.14155342191438505,0.1506316104142641,0.0663555120584379,0.17733695358371224,0.09595279081416096,0.17040133073271288,297.90978613554864,298.0085051554006,293.8082668623194,299.89629438042766,296.250650308402,78.2069563441178,31.28618206786048,298.4760544313107,299.88542922078784,296.790967055141,307.40852520485294,293.93321877560874,91.76626237986909,18.45614526649271,33.95722447778171,22.5686525365783,130.0521114674454,17.855745865855674,130.0521114674454,13.744955856233464,2.204478406903614,24.22504225363494,5.887782485252169,27.144356483923833,19.711596237440148,147.29097807535385,123.29393931996805,147.29097807535385,1.7759608869067751,32.266288493412276,24.9428663395039,-31.233984337165637
2005-01-15,0.01793919055399707,0.04624445193311914,0.1415168926721845,0.15016334007487775,0.06465803326755822,0.17710512568454612,0.09454841378831899,0.1729860460554819,297.62707722099316,297.7158384823793,293.5780710979044,299.58986804411234,295.9447607150273,78.41523231087604,32.276748483286624,298.5379991211322,299.917771125132,296.771275390392,307.4769703904246,293.8483704379658,91.42736054791492,18.437137071255876,34.189941371356916,22.49235521597253,85.59636089603583,26.43794998243923,85.59636089603583,14.060552817639813,2.212948196659698,24.387208123007465,5.74472146211477,27.52734481545506,20.09216979460422,120.8400858576642,103.0934901078393,120.8400858576642,4.24364392499052,30.914251418784914,19.834182255692507,33.83811659918835
2005-01-22,0.019568905693845486,0.04749816555329411,0.1414819095795465,0.14970902305268147,0.06298967119870783,0.17688851025234167,0.09317078259207733,0.18345060034884758,297.34680249437866,297.4404930102087,293.3271059282115,299.41846353891185,295.58470943863733,78.54576303597031,28.60328159356841,298.7703436874459,300.1603462790755,296.7557801181289,307.5157205624249,294.20870632508,90.26655784431178,18.422834465050236,34.41971907718787,22.413587147097104,58.232173920634594,31.686404917127717,58.232173920634594,14.180838214364005,2.2813459584442564,24.38788265925991,5.673725275983797,27.7573154939774,20.052254313038866,99.78767910013384,84.24274754793558,99.78767910013384,6.116042651777775,30.061425819538265,16.605429082389158,59.278574867158596
2005-01-29,0.02119212855186868,0.048750172235533455,0.1414483302688216,0.14926861483126833,0.06135096142937661,0.17668716019913502,0.09182024221320348,0.19001281027328465,297.0540446587934,297.13910891120975,292.8771687541401,299.2480427435904,295.17879968717205,77.77326388569733,24.17242723044736,298.73850323393305,300.11747429683743,296.7709718414782,307.3126931517195,294.4063335961691,90.49807959260734,18.440392724817315,34.432448166705484,22.316643546137193,39.56558543792003,27.99689656723375,39.56558543792003,14.00411492301815,2.423321395222716,24.221497942262744,5.754909637190605,27.880171395645323,19.683887270416594,86.57449053433807,76.88125428432126,86.57449053433807,6.94113218591751,29.44431207727017,14.458992651578725,57.78324437606105
2005-02-05,0.022807940299986673,0.04999991356524468,0.14141601156729505,0.14884206664237498,0.05974243061513852,0.17650112398146617,0.0904971296319888,0.19970178421957935,296.8625267731112,296.9402584280587,292.4977445448051,299.1247485796736,294.8461732642986,76.846985625338,17.78006848891699,298.5202763756014,299.8721818411421,296.74975578418616,306.94753405820796,294.50083879126424,91.36564527367014,18.41590398680437,34.31068380504165,22.26218682946855,25.765945171064292,23.534570746612715,25.765945171064292,13.811101887615047,2.5186455030182753,24.149128477475447,5.72164148757286,27.920441367853755,19.69351611962456,85.53347180754041,76.43238656075494,85.53347180754041,7.157825234266947,28.939771306318793,12.78656127353976,67.85088129302046
2005-02-12,0.024415424084411788,0.05124683189929906,0.14138480958225175,0.148429325534911,0.058164596320175524,0.1763304455917454,0.08920177374270055,0.20819143456972095,296.81074997974304,296.89297893575633,292.1758371277589,299.2641138785038,294.6206004967164,75.5618474361932,13.870240406837619,298.18969432939826,299.43139098612494,296.69290783775983,306.28754876308363,294.4312370373892,92.61957670995699,18.346492918794873,33.97015442503254,22.219364567170988,17.11952300599109,17.419023090780932,17.11952300599109,13.627571772491734,2.723473534904526,24.164915289954216,5.927259289466361,27.986167327626,19.763095172586663,83.79987180352846,81.79471590577714,83.79987180352846,6.937931060217304,28.515455979110705,11.522707557382885,90.730453676141
2005-02-19,0.026013665426425504,0.05249037058847606,0.14135457978635654,0.1480303344452505,0.056617966850540186,0.17617516455092103,0.08793449527741791,0.19876584000030295,296.89881674259675,296.9879856132056,292.1939043337122,299.35412377092956,294.6572039643716,75.23018591340602,10.722836569908177,298.14262726189577,299.3343983241716,296.7715075176084,306.0011473141757,294.40377345081384,93.20021383296984,18.43030472883342,33.862892776837064,22.33963242291203,11.901089436508606,13.509588137626698,11.901089436508606,13.698316064243592,2.850124019990594,24.352013219243346,6.121388600047845,28.310461542020086,19.906517343772226,88.29726469540769,92.13845034942818,88.29726469540769,7.0689469959717535,28.298349718307776,10.813523198968422,117.66836148295374
