,sj_ndvi_ne,sj_ndvi_sw,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_relative_humidity_percent,iq_reanalysis_specific_humidity_g_per_kg,iq_station_max_temp_c,iq_station_min_temp_c,sj_ndvi_nw,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_precip_mm
1990-07-09,0.15756008478256384,0.20068326599949182,-4100203.9084632127,-7176197.048972308,-6453711.751588511,-8512414.54280299,0.21168303278539685,299.7348539892461,299.8058849572037,296.2779921214859,302.00789601778695,297.97526724834484,81.54017741103571,28.60367730779528,296.7706690906904,298.48085267817794,295.21481349398084,307.3317741673598,293.1303180588674,92.42821815136759,16.653151258860856,32.50333563635131,20.702135127712324,0.14384846173933755,35.266922241104,37.63717833580044,35.266922241104,17.65479963366237,2.1591537958466667,28.038466924732422,7.07298917967049,32.932315791567596,23.05356602901992,1980844169.4437144,3398711388.3054023,1980844169.4437144,-337460627.54261255,44803068.108222485,29682824.90495485,-2685870475.5227566
1990-07-16,0.16545702363591508,0.2194870102467469,-4076978.1618167404,-7135582.128771613,-6417137.089567569,-8464189.17860016,0.2316382931726351,299.7887256614269,299.8624971012817,296.31623112507367,302.11590858437506,297.91066234113975,81.47938400722481,26.47151086523108,296.7798930463483,298.4901294182489,295.22398648838737,307.3413263331113,293.13942645054635,92.43107854103013,16.65366785565102,32.50434772152404,20.702778378682638,0.16100013674254707,38.09488626548529,39.00136617275801,38.09488626548529,17.687656885420743,2.2188908134918877,28.090675553876803,7.060315447340438,32.905170951253396,23.160249499740658,1969605182.1083097,3379449672.8075695,1969605182.1083097,-335548823.1628943,44548943.66537669,29514334.80135803,-2670663592.952611
1990-07-23,0.14810285261684505,0.22602804405427507,-4053721.5391698494,-7094912.984076932,-6380513.920901179,-8415899.747206312,0.23765216376640605,299.8544457420943,299.92916695827876,296.33828708728953,302.23452186154395,297.95584898319333,81.28114104168588,27.189504698671293,296.78523588217325,298.49550283206844,295.2292997055657,307.3468593358099,293.14470228533696,92.43273491218571,16.653967022970853,32.50493398621833,20.703150939754245,0.16797692767218456,36.701816672861995,39.980892356682105,36.701816672861995,17.709195042873716,2.239541005263046,28.133683237432365,7.079392881409122,32.89727246999112,23.117658305369535,1958351376.1229343,3360162414.754243,1958351376.1229343,-333634478.8955029,44294483.623556376,29345623.037078872,-2655436446.025177
1990-07-30,0.13023940387778143,0.23483267584262751,-4030477.365300417,-7054265.412596492,-6343910.453414487,-8367636.200499155,0.2457837169808446,299.9671722641379,300.04238491030486,296.4237406761706,302.4277350563282,298.16017030750703,81.18624745878655,26.82125902659159,296.78809217326784,298.4983754741453,295.2321400515707,307.34981735314835,293.14752268868415,92.43361989553419,16.65412688791905,32.505247437221755,20.703350075767553,0.1741905236073624,39.347165175369334,40.44529535809772,39.347165175369334,17.8028684055543,2.29379369166991,28.178959732909853,7.242599924364498,33.12706447367276,23.13730355841198,1947103697.657436,3340885534.7280064,1947103697.657436,-331721160.7249576,44040161.67829479,29177003.552268256,-2640217408.773052
1990-08-06,0.1286554989183172,0.2143004228994237,-4007273.391529644,-7013687.966153032,-6307370.37693565,-8319456.156351212,0.2270979524047414,300.0888746787552,300.16221867158947,296.54740017989775,302.4944508489131,298.3247410833116,81.20757087643089,24.29339691856729,296.7893573579508,298.4996479062623,295.23339804049203,307.3511276726068,293.1487718946746,92.43401127738873,16.654197614867694,32.50538631820907,20.70343823919741,0.16579203359281408,43.323084384358424,42.07318387484898,43.323084384358424,17.93682037767816,2.289627358837013,28.209857967104814,7.2368226140839855,33.100476026588105,23.223131176793615,1935875563.4776301,3321642041.2891865,1935875563.4776301,-329811152.81087875,43786281.248961166,29008677.43623216,-2625024655.9937882
1990-08-13,0.143155951258432,0.2088308336916919,-3984127.3674391205,-6973211.698448446,-6270921.635101145,-8271396.466769618,0.220914688481799,300.1384566871879,300.2071991223104,296.6622681978422,302.54830234476094,298.3827308866525,81.53629956976519,24.341147793180376,296.789606395028,298.49989837698183,295.23364546926496,307.3513857032526,293.1490176678667,92.43408742351033,16.654211414230584,32.50541371123999,20.703455530629796,0.17766636466936686,50.19493292098505,48.10923042490193,50.19493292098505,18.06666155259785,2.277637777805958,28.24114475266763,7.166622793699531,33.03222126549015,23.292300364156045,1924675554.7400405,3302446650.5108376,1924675554.7400405,-327905916.0865921,43533036.39846434,28840773.30207295,-2609869812.2315187
1990-08-20,0.1645349080766123,0.21145593744014793,-3961050.6168630417,-6932856.421292327,-6234582.055201031,-8223480.642461355,0.21749805900910435,300.21269950064493,300.29090229779104,296.6910208091116,302.5803615650784,298.40602721346625,81.33247045579375,20.31456223076117,296.78920847325776,298.49949818745125,295.23324949633314,307.3509737652217,293.1486245774587,92.4339628647768,16.654188968736566,32.5053701221821,20.703427699189803,0.19944399776798177,48.94490022548085,43.37914421188713,48.94490022548085,18.10518523639744,2.3497136037891595,28.310519642405858,7.192273674874304,33.00870879948911,23.4586312744146,1913509145.8999333,3283308750.849269,1913509145.8999333,-326006382.5929898,43280550.932212085,28673373.199590284,-2594760293.7355957
1990-08-27,0.18075119741976065,0.22189120636649573,-3938050.3317115065,-6892634.717666598,-6198362.959447364,-8175723.615326807,0.2240258799951158,300.251885533606,300.338928184269,296.7011355980789,302.61734608203807,298.47959031670155,81.20173778056267,19.269619122788853,296.788400662213,298.4986857636778,295.2324458874948,307.35013736021426,293.14782672659754,92.43371114547308,16.654143559510786,32.50528156136272,20.70337127933147,0.2273178365187717,50.99274750533762,42.13801323860369,50.99274750533762,18.12837818321629,2.3945342332434647,28.371860275908922,7.253192297029887,32.92528966842873,23.655346398456118,1902379813.7201333,3264234304.9624376,1902379813.7201333,-324113144.2792318,43028903.478159085,28506529.237119973,-2579700810.7122793
1990-09-03,0.1825083319688468,0.21981499627378726,-3915131.041335894,-6852554.512395696,-6162271.478260627,-8128134.78919263,0.22249944050632758,300.3070044768956,300.3997450289695,296.6372341336802,302.72695024597675,298.4984225172979,80.63785279012392,19.337961529736468,296.7873352008867,298.49761421570804,295.23138604446183,307.3490341420732,293.14677444928765,92.43337949336807,16.654083715285044,32.505164731868696,20.70329688898827,0.23446235821393488,55.039288405729295,41.358446034165254,55.039288405729295,18.072606603400022,2.5381796670240044,28.374583957927968,7.458678059254138,32.98533709062157,23.701739808105632,1891289747.6729631,3245227067.9662485,1891289747.6729631,-322226573.9436983,42778143.552432135,28340274.229042847,-2564694329.6297507
1990-09-10,0.1736567851508836,0.21558665348879247,-3892295.5506342053,-6812620.713375148,-6126312.027168459,-8080719.987528751,0.2086855360750215,300.3070886502882,300.40295076824134,296.6668624086788,302.6113840629198,298.6065828014209,80.76343594905607,20.433262570434326,296.7861098600308,298.49638187369277,295.2301672002322,307.347765359059,293.14556429282277,92.43299823885127,16.654014913361983,32.50503036077002,20.703211347198767,0.24844635871393264,64.30785191673723,42.764806585127815,64.30785191673723,18.11788929516557,2.49505284155392,28.384973186217863,7.632614890839156,33.080876589216786,23.82707748434161,1880240303.4892583,3226289365.2202697,1880240303.4892583,-320346902.44781435,42528301.81627593,28174628.493573204,-2549742687.595274
1990-09-17,0.17391549266877993,0.22479330502222733,-3869545.5340862973,-6772836.250849936,-6090487.24201768,-8033482.686797666,0.21190884311695118,300.22361024707897,300.31806927391636,296.58111280962396,302.4278867636405,298.62597688707416,80.72798314915117,20.434281199797596,296.78478743675265,298.495051894027,295.2288518064829,307.3463960418349,293.1442582684566,92.43258686263147,16.65394067174472,32.50488533798199,20.70311903376001,0.22464883539236435,73.50848123418159,47.88168745667943,73.50848123418159,18.02987013328091,2.3708276811958338,28.3337071055384,7.721153264856602,33.01102290854097,23.836410404938214,1869232290.3558116,3207422584.842493,1869232290.3558116,-318474267.61002135,42279396.57099441,28009604.15726001,-2534846981.3975616
1990-09-24,0.16966054014328436,0.21779405338823948,-3846881.9042527964,-6733202.722120267,-6054798.559111806,-7986424.781538613,0.2065289172744162,300.20363571740376,300.3070287924165,296.5154534666474,302.3801350105398,298.6207757044277,80.50736410683076,23.860914149855837,296.7834082713139,298.49366484776687,295.2274799815378,307.3449679654666,293.14289621158645,92.43215787875242,16.65386325035511,32.50473408955393,20.703022762213443,0.20925088571870942,68.64430834525473,55.24635715713792,68.64430834525473,17.967848295419614,2.3721298467169354,28.299150018329883,7.730540266917401,32.98185522420523,23.831617978078924,1858266149.0686321,3188627483.229576,1858266149.0686321,-316608744.5362009,42031437.78688797,27845207.825121254,-2520007808.843872
1990-10-01,0.17609181044648498,0.20548529881091723,-3824305.0282678697,-6693720.770319164,-6019246.556034563,-7939547.033851294,0.20254870909705017,300.12949200856843,300.227940935645,296.5376493199469,302.3189172621413,298.51024972854884,80.97528744711818,28.897127578329027,296.78199828374386,298.492246803227,295.22607750278604,307.34350797188415,293.1415037178083,92.4317193277463,16.65378410126228,32.50457945941132,20.702924340359676,0.1834879172185269,67.21142404353581,70.36812628456404,67.21142404353581,18.004317166726434,2.396371834653977,28.254436718428913,7.739793869359707,32.98758721876035,23.71177565292234,1847342056.690663,3169904364.545977,1847342056.690663,-314750363.4386748,41784429.47012035,27681442.14920931,-2505225410.548178
1990-10-08,0.17200437627538384,0.19401665052572564,-3801814.835524544,-6654390.272842668,-5983831.121166863,-7892849.296968548,0.19656578150748782,299.91697644048577,300.0153293199404,296.5252940460884,302.052334795105,298.2726438425729,81.93094303356274,37.367818464003065,296.78057413387927,298.49081451554383,295.2246609383463,307.342033313455,293.1400972383919,92.43127637740338,16.653704157759282,32.5044232754929,20.702824930146143,0.15644821449515323,72.96567002596508,92.32475390370679,72.96567002596508,18.00429687353028,2.319831163221815,28.104965754774312,7.69077266880411,32.92940358420327,23.552986729497388,1836459978.5972352,3151253169.997006,1836459978.5972352,-312899118.49936223,41538370.83979565,27518306.60859666,-2490499740.4626255
1990-10-15,0.16806188240916897,0.18979294424656568,-3779410.8380397614,-6615210.377031442,-5948551.485722123,-7846330.557528961,0.1939897487052303,299.707682193935,299.80848244307197,296.42336411085563,301.8274715616711,298.0608274028807,82.44718912694742,41.76394419162247,296.77914653446186,298.489378758731,295.22324094194516,307.34055508392277,293.1386873519236,92.43083235057613,16.653624019970028,32.50426671324928,20.702725278739614,0.14717454179946599,83.00761280803634,106.23896700621845,83.00761280803634,17.901235010192345,2.192946402938891,27.84950925392154,7.7165491215577475,32.79572752786761,23.22359769397761,1825619678.29423,3132673494.699073,1825619678.29423,-311054969.5456187,41293256.55011688,27355797.65641807,-2475830479.2259183
1990-10-22,0.17765472520415715,0.19036497694577492,-3757092.0675624013,-6576179.390222917,-5913406.124691637,-7799988.804983648,0.1938767578374314,299.5924173403321,299.6935542754193,296.2886637890753,301.6597508190251,297.95281862632106,82.32485700144309,42.142799943385896,296.7777223783813,298.4879464650934,295.2218243684625,307.33908042131304,293.1372808649322,92.43038938510159,16.653544074022065,32.504110529034804,20.702625866891047,0.15328655531118718,80.91645463671975,85.44945855516923,80.91645463671975,17.754007231423344,2.1303906128495327,27.63710652908849,7.805132652658258,32.65991072860828,22.87788945655456,1814820686.9678817,3114164535.513069,1814820686.9678817,-309217836.87312263,41049076.0019502,27193908.26330691,-2461216992.991887
1990-10-29,0.19350981753459948,0.2042106893301141,-3734856.9168743193,-6537294.502234201,-5878392.50693384,-7753820.702077605,0.20676123684688807,299.60704067170866,299.7007569518523,296.15202810915235,301.6359904582731,297.98735090501,81.56333067574161,32.64045160123181,296.7763061045231,298.4865220988899,295.22041563226765,307.3376139223615,293.13588216064676,92.42994885752086,16.653464568564342,32.50395520996233,20.702527004196824,0.17209422801838212,69.57874112548794,62.82119435561985,69.57874112548794,17.6063909064892,2.1339680976868425,27.596818300528184,7.928495883369184,32.61487590558741,22.76687896384482,1804062226.689942,3095724959.431155,1804062226.689942,-307387588.182726,40805811.606419414,27032626.76611943,-2446658229.5225906
1990-11-05,0.19758256666621948,0.19970126640518593,-3712702.8536170283,-6498551.284898909,-5843506.64453938,-7707820.990652293,0.19738282059573065,299.5899137833811,299.68468433869646,295.93105403484367,301.65174743825594,297.9116209448261,80.55383823628529,28.399560503271573,296.77490057474614,298.4851085383293,295.2190175793752,307.3361585506842,293.13449406500087,92.429511655139,16.653385663897428,32.503801070121426,20.702428890263707,0.18861526789991767,51.86781862287428,48.28990592330466,51.86781862287428,17.372095361924735,2.2072516866701775,27.48065077750873,7.908420125738413,32.43168534895402,22.648454702416302,1793343071.9542878,3077352666.2543745,1793343071.9542878,-305564015.0246018,40563435.654042214,26871934.79221726,-2432152530.811967
1990-11-12,0.21061427377007907,0.19778968701380528,-3690625.949540392,-6459942.86879446,-5808742.351551334,-7661981.51420202,0.1918024757237712,299.48876535701476,299.5909899615724,295.57593138569797,301.55046528527794,297.7108012422285,79.3092948759989,28.513929810069953,296.7735076369852,298.4837076418943,295.21763204745014,307.3347162199086,293.13311840268955,92.42907835071323,16.653307463519724,32.503648312359516,20.702331653982476,0.2064780101426954,40.426501256087235,40.527955534815234,40.426501256087235,16.996387268338346,2.2448753416805287,27.165458520439472,7.783760800089887,32.07381703931458,22.27902558838789,1782661321.9156907,3059044398.205268,1782661321.9156907,-303746794.0493015,40321905.16466835,26711803.845114816,-2417697324.8505697
1990-11-19,0.20756743969425467,0.18844393693750447,-3668620.1312387427,-6421458.632882502,-5774090.064124249,-7616289.662143243,0.18849543632855598,299.2082714165866,299.3084099660584,295.19149388749423,301.29221987983533,297.2851050906287,78.77878278304301,26.546888588275024,296.77212848681756,298.4823206119772,295.21626022538703,307.3332881681009,293.1317563542118,92.4286493146199,16.65323003438325,32.50349706795132,20.70223537874548,0.2206825097340045,33.06383633042479,39.4464722688309,33.06383633042479,16.602014630073864,2.2914886020047933,26.77407540009186,7.495367447116735,31.56988590291062,21.924873140784094,1772014037.882856,3040795118.5768905,1772014037.882856,-301935425.3336903,40081153.69056748,26552189.870185785,-2403288635.025565
1990-11-26,0.1915539176615521,0.19169814226093088,-3646676.0028652744,-6383082.145591455,-5739534.986694881,-7570725.9253640855,0.19655169832285962,298.86044291770986,298.95368154420487,294.7635881477362,300.9657514790966,296.9098395005728,78.37198622508821,27.965527123994406,296.77076389962593,298.48094822837095,295.2149028841957,307.3318751981859,293.1304086851286,92.4282247868772,16.653153419899894,32.503347422070824,20.702140118638848,0.2129147824830194,28.30273556361392,38.9101568814959,28.30273556361392,16.17686781243566,2.290685246921024,26.376991722821302,7.222826406395702,31.03935216434131,21.515352149300284,1761396673.7305822,3022597035.4329743,1761396673.7305822,-300129135.4752275,39841078.437043265,26393024.716061868,-2388920309.2609625
1990-12-03,0.1864631067615448,0.20496153279446438,-3624779.005907806,-6344787.946502499,-5705054.194249483,-7525260.07528572,0.2085491277355325,298.63070234489055,298.7305632015847,294.31995162154345,300.78617348134946,296.6103905166177,77.36100121849975,29.633204107656695,296.7694143796926,298.4795909982166,295.21356052527534,307.3304778323446,293.1290758932914,92.42780492339776,16.65307764829403,32.503199430149124,20.702045908841093,0.20438823432372438,22.479428726235014,37.2921671296408,22.479428726235014,15.744978891352693,2.350870285512648,26.01499070105092,6.968900466610988,30.496374811024843,21.288745177406305,1750802185.5748503,3004438075.5472746,1750802185.5748503,-298326726.1179196,39601520.13060629,26234202.787921805,-2374582815.0798726
1990-12-10,0.1966722173779522,0.2088595869754355,-3602906.5488255643,-6306536.526453083,-5670612.11247085,-7479845.204001291,0.20888363613081742,298.4126271214234,298.5105269386522,293.7780447462736,300.597936298139,296.28727986411934,75.83957863958436,23.423344922975968,296.76808025594073,298.4782492522926,295.21223347563017,307.32909641116106,293.12775830338563,92.42738982569035,16.65300273796615,32.50305312837882,20.701952772300608,0.21898464360350178,19.16164029613422,28.770117289264086,19.16164029613422,15.229613233835366,2.4697703247000335,25.658718525069784,7.000047552856358,30.17261316984058,20.879880742622845,1740219643.0544262,2986299504.070287,1740219643.0544262,-296526337.6846461,39362231.617579445,26075560.229453433,-2360261360.1541796
1990-12-17,0.22190864637587512,0.21251248541769754,-3581023.5337919528,-6268266.504383011,-5636153.473869357,-7434408.436256018,0.2127004950238585,298.2309667646231,298.3313585484732,293.5856751006985,300.40374738546774,295.99629274873433,75.74118585084877,21.33587828518808,296.7667617434251,298.4769232068566,295.2109219490212,307.32773115729947,293.12645612765215,92.42697955993567,16.652928700937725,32.50290854046042,20.70186072402435,0.22500721628020545,19.679249898728592,25.1825697904537,19.679249898728592,15.037056277282069,2.485412105691003,25.497090988135596,6.87680855596135,30.003493847022774,20.76715413117232,1729632065.112783,2968152214.9493484,1729632065.112783,-294725081.1707803,39122828.92727104,25916842.479437396,-2345932963.3143234
1990-12-24,0.23285406526999625,0.19810203997595138,-3559075.3879455016,-6229882.439883865,-5601592.344357979,-7388836.459928544,0.2068681910727637,298.03088310862245,298.1375743454885,293.1939015602904,300.10513074489154,295.699628526647,74.77443286053722,19.55455067405484,296.7654589828403,298.4756130033807,295.2096260852577,307.32638221641844,293.12516950490095,92.42657416924303,16.652855545064543,32.502765681937035,20.70176977383334,0.2226164990235593,13.646379198752589,20.172141710994104,13.646379198752589,14.661221960053819,2.423774096558499,25.29218331384307,6.81172453591391,29.71531829171352,20.588118588061388,1719013048.430304,2949950951.8891854,1719013048.430304,-292918464.5268718,38882715.03481694,25757653.729163855,-2331561891.565812
1991-01-01,0.22981942022307528,0.19097208301815705,-3536977.2085985956,-6191235.849557006,-5566795.030624259,-7342952.987752883,0.2081398115881803,297.82442475990024,297.9493365703456,293.0153449893017,299.8627487951521,295.4783416305276,74.82661884089181,17.50396006899652,296.76417206590133,298.47431873407675,295.2083459754382,307.3250496834539,293.12389852557436,92.42617368152413,16.65278327545861,32.502624562978994,20.701679928132855,0.20926233831783037,10.348507467366794,18.108711193360374,10.348507467366794,14.481384418495338,2.3896930066579345,25.114553621450533,6.940375889903534,29.590588042222386,20.30707057087734,1708321515.7411118,2931625306.6982145,1708321515.7411118,-291099499.1702767,38640961.11126128,25597378.195370037,-2317092552.610676
1991-01-08,0.24339695500519937,0.18856167319595557,-3515206.6479934226,-6153162.079767549,-5532513.676682474,-7297749.791152106,0.22072225858825123,297.76635441067873,297.919329798725,293.0543447628915,299.7884862445196,295.5685137387888,75.2568499128639,17.8947279290132,296.76290105166004,298.473040458306,295.2070816781769,307.323733619516,293.1226432478591,92.42577811455499,16.65271189540224,32.50248519017398,20.701591191050397,0.20963138457169977,9.127633906746379,18.71258973661611,9.127633906746379,14.49595802584091,2.3278022378586467,25.08305674345997,6.965607379219805,29.504450839744216,20.30791802725905,1697788564.492147,2913571388.2356253,1697788564.492147,-289307502.0439948,38402792.66727277,25439480.23292136,-2302837701.303622
