,sj_ndvi_ne,sj_ndvi_sw,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_ndvi_nw,iq_reanalysis_tdtr_k,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_sat_precip_amt_mm,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_ndvi_ne,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_relative_humidity_percent,iq_reanalysis_specific_humidity_g_per_kg,iq_station_max_temp_c,iq_station_min_temp_c,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,iq_station_precip_mm
1990-07-16,0.1928712718401478,0.21016057474669467,0.03426034537409543,0.06023763687426486,0.04262210606288935,0.220157603635376,0.16095533297206044,-335599638.06454813,0.2316382931726351,299.7887256614269,299.8624971012817,296.31623112507367,302.11590858437506,297.91066234113975,81.47938400722481,26.47151086523108,1969904222.1192298,3379961771.5723143,1969904222.1192298,44555703.767817795,29518819.253672596,0.31082888520248697,299.8072349807382,299.8807996191711,296.309943576506,302.1193558161363,298.02076997548386,81.36629849412441,25.50035019152765,296.78217794440616,298.4924355031137,295.22628601029834,307.3437068039144,293.1417153919213,92.43191902380573,16.653800425432205,32.504569313188966,20.702934114961053,38.927091376028805,38.325983592927784,38.927091376028805,17.688025797131623,2.2153510822794913,28.094025024904923,7.140124128271937,33.030361982677114,23.171172279873883,-2671067614.216778
1990-07-23,0.19466205926918895,0.21477553836317148,0.03406351136783678,0.06060935327404414,0.04246967329793507,0.22474904464811724,0.1671214360731304,-333727680.8604833,0.23765216376640605,299.8544457420943,299.92916695827876,296.33828708728953,302.23452186154395,297.95584898319333,81.28114104168588,27.189504698671293,1958899388.7687294,3361101481.7542553,1958899388.7687294,44306874.23594499,29353839.06153141,0.3089203101834701,299.8989310753488,299.9734112744899,296.3891859268251,302.2418729343802,298.100240181727,81.3275708383702,25.457197760376477,296.80423741265173,298.5146212059666,295.2482236866236,307.3665511628451,293.1634985347599,92.43876017256348,16.655035900376664,32.50698969551301,20.70447240246827,40.309849596992294,39.716115497817086,40.309849596992294,17.75214797248089,2.2422523624170214,28.13332668247748,7.161844717754766,33.024517916135586,23.19664006872758,-2656177737.291387
1990-07-30,0.19541946077148137,0.21711683870317547,0.03387083969437467,0.060987466978855265,0.0423221142513807,0.22673385093869777,0.1731019046892577,-331842422.51619333,0.2457837169808446,299.9671722641379,300.04238491030486,296.4237406761706,302.4277350563282,298.16017030750703,81.18624745878655,26.82125902659159,1947816525.285584,3342107249.527797,1947816525.285584,44056279.5892648,29187689.79305246,0.30467532426855415,299.9870777503055,300.0624477757395,296.46612906814664,302.3532909311707,298.1962398030159,81.29399229154102,25.06441938618518,296.8182277176614,298.52869157633717,295.2621365755297,307.3810393512723,293.17731348357415,92.44309807555567,16.65581933802689,32.508524774035266,20.705447940914183,42.40742529011037,41.04795908725853,42.40742529011037,17.823528018913727,2.2696618986749426,28.171007601338594,7.1997231920552025,33.04242671146573,23.23666516258966,-2641181970.884241
1990-08-06,0.1949976901863036,0.21589110398896502,0.03368250172842716,0.06137199503423262,0.0421796032744713,0.22488203688151745,0.17884771300292535,-329950388.99890864,0.2270979524047414,300.0888746787552,300.16221867158947,296.54740017989775,302.4944508489131,298.3247410833116,81.20757087643089,24.29339691856729,1936693964.6906528,3323044811.8409653,1936693964.6906528,43804786.72395243,29020945.982801788,0.2994670860327866,300.06705053101194,300.1433640079961,296.5393632268841,302.4375352589329,298.28739174376574,81.27792922617061,24.317310431344453,296.826697017162,298.5372093519436,295.270558820818,307.3898101618775,293.1856765110409,92.44572322979224,16.65629348579846,32.50945411760536,20.706038438505598,45.10939414638746,42.49445752006201,45.10939414638746,17.89769455161578,2.2922017826290824,28.2055623544858,7.228687004655079,33.0417422592383,23.295330647356824,-2626132241.0461493
1990-08-13,0.19439341430944523,0.2149601096502398,0.03349866850737024,0.061762952247354376,0.04204231420398413,0.22256111937543566,0.18718516361756035,-328056085.5371188,0.220914688481799,300.1384566871879,300.2071991223104,296.6622681978422,302.54830234476094,298.3827308866525,81.53629956976519,24.341147793180376,1925558170.235188,3303959550.4225297,1925558170.235188,43552994.10343446,28854004.260995463,0.29448128910090743,300.13079591046596,300.20866850331487,296.59909500605113,302.49840373987604,298.3592981745347,81.27200064611051,23.572354125051152,296.8314070417784,298.5419463436237,295.27524246423826,307.39468798787095,293.1903273032741,92.44718216438642,16.656557035849247,32.509971013179836,20.7063667587813,48.159838394433,44.018752337680425,48.159838394433,17.96267694187868,2.3152053239018056,28.237736911828023,7.255679069977332,33.02768033260749,23.367203429826247,-2611064395.2003803
1990-08-20,0.19380459215603602,0.21523211681236454,0.03331951058385098,0.06216035117115105,0.04191042018951176,0.22054469340024627,0.19740340171880633,-326162603.4026426,0.21749805900910435,300.21269950064493,300.29090229779104,296.6910208091116,302.5803615650784,298.40602721346625,81.33247045579375,20.31456223076117,1914427299.620144,3284882603.9917436,1914427299.620144,43301312.36259794,28687136.77407567,0.2909517217406706,300.1814423872628,300.2627211871225,296.6345919700046,302.5375994308975,298.41503265622305,81.20937054916155,22.67137873669245,296.8335696297369,298.54412132344487,295.2773926793194,307.39692777101146,293.1924625347534,92.4478508190399,16.65667787551682,32.51020841685686,20.706517416040082,50.793232302238884,44.71794229115917,50.793232302238884,18.005493913382775,2.345662858332799,28.26772434687993,7.3001323380984715,33.011119698467866,23.452817046175138,-2596003030.192291
1990-08-27,0.1925195148604919,0.21623660401981223,0.03314519790745801,0.06256420208906273,0.041784093558148896,0.21911382465271012,0.2071863311933675,-324272050.32371265,0.2240258799951158,300.251885533606,300.338928184269,296.7011355980789,302.61734608203807,298.47959031670155,81.20173778056267,19.269619122788853,1903313733.2277112,3265835203.8752456,1903313733.2277112,43050021.48332177,28520529.0778777,0.2904054221558478,300.21456990302045,300.2998898194799,296.6475047081336,302.5568558989544,298.46137698975895,81.1183915899483,22.239887215957307,296.83401468745893,298.5445689463337,295.27783480823575,307.3973889363848,293.1929017272233,92.44798664929024,16.65670249635383,32.510257381445214,20.706548288672668,53.78508755438265,45.67755114065774,53.78508755438265,18.02700329608269,2.375240235322667,28.28766400990846,7.365795191774422,32.99349243078315,23.536015779981565,-2580964917.0054007
1990-09-03,0.18941938664003688,0.21608728409124628,0.0329758997250667,0.06297451300049889,0.041663505703243134,0.21667767669873855,0.21291182861376984,-322385852.6566987,0.22249944050632758,300.3070044768956,300.3997450289695,296.6372341336802,302.72695024597675,298.4984225172979,80.63785279012392,19.337961529736468,1892225849.065061,3246831717.828059,1892225849.065061,42799310.934543006,28354306.740498953,0.29256939052468045,300.2292704766794,300.3183050180021,296.63870166094114,302.55294000285517,298.4931836535177,81.00714070680868,22.400779239617528,296.8333083619569,298.54385859863146,295.27713188430096,307.3966577680645,293.19220394340266,92.44776528632566,16.656662614092916,32.51018002160939,20.70649886040384,57.32291640802981,47.33732744845813,57.32291640802981,18.02687697308921,2.4008782873901415,28.28929679619027,7.453595096362264,32.987997907265786,23.594085452133026,-2565961405.0864058
1990-09-10,0.18508924579763505,0.2151697431800234,0.03281178449319788,0.06339128960703361,0.041548826988649756,0.21305554982576538,0.2142936932165321,-320504965.42564106,0.2086855360750215,300.3070886502882,300.40295076824134,296.6668624086788,302.6113840629198,298.6065828014209,80.76343594905607,20.433262570434326,1881169256.5240302,3227881765.791773,1881169256.5240302,42549307.573549874,28188553.833881974,0.2934421062348532,300.21776982674663,300.30979429285134,296.61951725885825,302.50346886655905,298.5133466279147,80.9662730434178,23.172518396054322,296.83183554822,298.54237737756927,295.2756666855979,307.39513285119085,293.19074926196197,92.44730613269526,16.656579790691065,32.510018566082195,20.706395974326888,61.30346610010703,50.18442577105362,61.30346610010703,18.016261222614833,2.3989682700731576,28.272432907040653,7.539965407422892,32.98156499030774,23.629359526288216,-2551000093.5931716
1990-09-17,0.181474930994048,0.21414666665271978,0.032653019798126924,0.06381453529936593,0.0414402266630097,0.2102874022181827,0.2088111895246101,-318630016.69940937,0.21190884311695118,300.22361024707897,300.31806927391636,296.58111280962396,302.4278867636405,298.62597688707416,80.72798314915117,20.434281199797596,1870147644.4389367,3208991674.224164,1870147644.4389367,42300094.82470773,28023325.644478247,0.2930387596050059,300.17806855486896,300.2723306566845,296.5805068706982,302.421997154991,298.5045691846537,80.96260387392137,24.49008052241737,296.8298571231633,298.5403876526986,295.2736986541675,307.3930843416641,293.18879529530983,92.44669011761596,16.65646864057217,32.509801637035466,20.70625782440145,64.66749774464037,54.505766603710015,64.66749774464037,17.98399976090072,2.377756137964283,28.231658458502025,7.607363471936143,32.953837097024866,23.623834930704113,-2536085980.1813803
1990-09-24,0.17853529416431618,0.21097287829970035,0.03249977228100811,0.0642442511450585,0.04133787278053226,0.20717640378653257,0.20012959788718743,-316761405.33752024,0.2065289172744162,300.20363571740376,300.3070287924165,296.5154534666474,302.3801350105398,298.6207757044277,80.50736410683076,23.860914149855837,1859163355.2292523,3190165460.7023954,1859163355.2292523,42051725.663660444,27858657.2784495,0.2911659553381618,300.1192483081296,300.21572291731763,296.53134062770647,302.3292762491079,298.46152868880915,81.00257511466302,26.616195533252306,296.82754942799903,298.5380667741719,295.27140316124576,307.3906948528552,293.186516177927,92.44597194532845,16.656339042433377,32.50954858185685,20.70609670896957,66.24633811360675,60.14039282865639,66.24633811360675,17.941275361163516,2.3578547290093637,28.169118333517353,7.651539263807008,32.91328430564005,23.57456662832104,-2521222238.7566895
1990-10-01,0.17710456520156104,0.20641498536351455,0.0323522075662739,0.06468043587707478,0.04124193212604191,0.20417782876528823,0.1895960508102421,-314899365.5432297,0.20254870909705017,300.12949200856843,300.227940935645,296.5376493199469,302.3189172621413,298.51024972854884,80.97528744711818,28.897127578329027,1848217764.0638456,3171405484.1685023,1848217764.0638456,41804231.19215358,27694569.34450558,0.2861833471927043,300.03387281159024,300.13118966942744,296.4756413749781,302.2166626607214,298.3769812672905,81.13836644410563,29.289860383552018,296.8250313742007,298.5355343338019,295.2688984641596,307.38808752569537,293.18402933315883,92.44518850400388,16.65619765772751,32.50927244706145,20.70592092114466,67.32784803775009,66.73987692897353,67.32784803775009,17.89198379533871,2.335034793533797,28.079272471989974,7.679438007120625,32.857680697365375,23.472705588759055,-2506410733.121626
1990-10-08,0.17613275015205762,0.2020252296318133,0.032210490192194394,0.06512308588312082,0.04115257014285087,0.20148945949208494,0.18026097853160145,-313044007.5413053,0.19656578150748782,299.91697644048577,300.0153293199404,296.5252940460884,302.052334795105,298.2726438425729,81.93094303356274,37.367818464003065,1837311517.7753315,3152712854.6721487,1837311517.7753315,41557626.041163504,27531071.534643985,0.27979716829623436,299.9200368815389,300.0179826078795,296.39815557864114,302.0742333871932,298.25646105637253,81.30357849034448,32.03743824297476,296.82238297458457,298.53287080217325,295.26626413549667,307.3853452188839,293.18141377241994,92.44436461452119,16.656048968780752,32.50898201141783,20.705736041187066,68.41444416621758,72.59701513515105,68.41444416621758,17.819013594627787,2.2998970669595376,27.95316304408443,7.694783607948581,32.77481737084083,23.32191645944925,-2491652340.654916
1990-10-15,0.17682085024415936,0.1992213923024756,0.03207478354289374,0.0655721951958043,0.04106995086254944,0.1997714889840397,0.17566926699503133,-311195340.72482026,0.1939897487052303,299.707682193935,299.80848244307197,296.42336411085563,301.8274715616711,298.0608274028807,82.44718912694742,41.76394419162247,1826444670.7891831,3134087666.517445,1826444670.7891831,41311911.445075005,27368164.66130629,0.2723694270804714,299.797825538302,299.89633150310124,296.28618906279917,301.9271827552743,298.1237351744439,81.34014250492085,33.7131963653149,296.81965796527675,298.5301302228306,295.26355361565885,307.3825235798025,293.17872255922583,92.44351694609922,16.655895985880996,32.50868317076014,20.70554581677536,68.57223886706744,74.4896054280832,68.57223886706744,17.70782558801587,2.26073939653386,27.795545884207883,7.710449144715686,32.65982786467811,23.123889276564114,-2476947136.5049825
1990-10-22,0.18084314645389055,0.19828882688466826,0.03194524978138008,0.06602775548361854,0.040994236836137316,0.19919641358303272,0.17675932848509363,-309353283.5545217,0.1938767578374314,299.5924173403321,299.6935542754193,296.2886637890753,301.6597508190251,297.95281862632106,82.32485700144309,42.142799943385896,1815616743.2273083,3115529097.961968,1815616743.2273083,41067076.555897996,27205841.528037935,0.26469008146555195,299.68500523351986,299.78362521436816,296.13807788348066,301.79143657097944,297.9949746096753,81.15219382399091,33.77238308827876,296.8168923745832,298.52734883017706,295.2608027346086,307.37965991816833,293.1759912708427,92.44265667456267,16.655740727310675,32.508379878117495,20.705352760611497,65.82453538018517,70.01272135199994,65.82453538018517,17.556861238696815,2.2351255320202315,27.626085026529122,7.724413051794237,32.51653228467792,22.90500544424564,-2462294472.3819685
1990-10-29,0.1865265911409174,0.1989272032144575,0.03182204978331246,0.06648975604275847,0.04092558906613528,0.19967220955818438,0.18252637449633724,-307517663.2214111,0.20676123684688807,299.60704067170866,299.7007569518523,296.15202810915235,301.6359904582731,297.98735090501,81.56333067574161,32.64045160123181,1804826718.8695107,3097035407.794199,1804826718.8695107,40823098.397435546,27044086.89868626,0.25749997305521877,299.5824086986843,299.68065194455727,295.95149627806165,301.67374552969756,297.8663784899429,80.72677375732,32.15106954763314,296.81411032317226,298.52455088284466,295.2580354801536,307.37677921252106,293.1732437258934,92.44179128169618,16.655584544276664,32.50807478007846,20.70515855493495,60.04131259420218,62.4306977018863,60.04131259420218,17.365457391012942,2.2304568950947217,27.453470821736012,7.721753672237151,32.34353031825118,22.69074799765404,-2447692973.9038963
1990-11-05,0.1914864138110054,0.19849511688728544,0.03170534307133377,0.06695818378977209,0.04086416693945182,0.19871724111454206,0.19035986624905257,-305688207.6176051,0.19738282059573065,299.5899137833811,299.68468433869646,295.93105403484367,301.65174743825594,297.9116209448261,80.55383823628529,28.399560503271573,1794072997.9236605,3078603854.4267416,1794072997.9236605,40579940.79750794,26882876.78922531,0.2493698608233885,299.46692986987955,299.56571452739246,295.716826019485,301.5556699502846,297.7056695373378,80.1313669825145,30.426093210497893,296.8113279397777,298.52175260180206,295.25526789211585,307.37389816520243,293.17049585106463,92.44092576998835,16.65542834027073,32.50776964640092,20.704964324610813,52.33601412095253,54.755991878870084,52.33601412095253,17.124959114975017,2.2450886294468813,27.25134377958573,7.677276840242697,32.11533864421466,22.460586830407472,-2433140476.7469497
1990-11-12,0.1956894361121404,0.19780831599459284,0.0315952877498754,0.06743302325505929,0.04081012816087653,0.19801662364868847,0.19851881301437527,-303864532.7241236,0.1918024757237712,299.48876535701476,299.5909899615724,295.57593138569797,301.55046528527794,297.7108012422285,79.3092948759989,28.513929810069953,1783353322.870727,3060230568.8217354,1783353322.870727,40337552.711289905,26722177.356007308,0.24251990901064704,299.31923856250205,299.41938002089233,295.4317165621038,301.4107873574277,297.49621033902883,79.44912765326804,29.101393198995854,296.80855599838253,298.51896482262737,295.2525106850129,307.37102793334077,293.16775828529217,92.440063480749,16.655272718806675,32.507465659349805,20.704770821052165,44.71309879828193,48.36329252002719,44.71309879828193,16.83424954706499,2.2672868718950436,27.00262985696262,7.586129716145166,31.823090118427046,22.192300812922504,-2418633926.3314795
1990-11-19,0.1972578955182765,0.1971121907829754,0.0314920404403746,0.06791425657721906,0.04076362868711879,0.19854666566167833,0.20505871452013624,-302046130.64812565,0.18849543632855598,299.2082714165866,299.3084099660584,295.19149388749423,301.29221987983533,297.2851050906287,78.77878278304301,26.546888588275024,1772664708.136346,3041910433.963151,1772664708.136346,40095866.63112854,26561943.841417648,0.23792567857624125,299.13037679128,299.2314705235865,295.11057729734364,301.23072908677176,297.23664877580205,78.79288917612463,27.88979256599614,296.805801690477,298.51619477790746,295.2497710105693,307.3681759641457,293.16503812984354,92.43920664390593,16.655118082703705,32.507163608139805,20.704578545821,37.93963615380902,43.52933354947848,37.93963615380902,16.51047287991981,2.293959015730525,26.720760749636277,7.455061937760012,31.480068274863306,21.906258374662446,-2404169282.669138
