,sj_ndvi_ne,sj_ndvi_sw,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_nw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_relative_humidity_percent,iq_reanalysis_specific_humidity_g_per_kg,iq_station_max_temp_c,iq_station_min_temp_c,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_precip_mm
2004-08-19,,,,,,,-0.021875,0.1816,300.794285714,300.85,297.268571429,302.6,298.6,81.2642857143,28.3,297.82,299.98571428599996,293.421428571,308.3,290.2,78.4814285714,14.9614285714,31.3,21.7,37.3,44.4,37.3,18.7742857143,2.58571428571,29.0,6.31428571429,32.2,24.4,23.78,7.9,23.78,14.2857142857,5.35654023157737,-257.2339428843468,0.5
2004-08-26,,,,,,,0.0633,0.1006571,300.912857143,301.05,297.054285714,302.6,298.7,79.6842857143,20.6,298.142857143,299.80714285700003,294.567142857,310.1,291.1,83.1728571429,16.0771428571,32.8,20.4,20.3,13.5,20.3,18.5314285714,2.64285714286,29.0571428571,6.4857142857099985,33.3,25.0,42.86,23.2,42.86,12.5285714286,-7.476054594739871,-436.58440004760655,0.0
2004-09-02,,,,,,,0.0498,0.1631286,300.861428571,300.9,296.39,302.6,298.9,76.7114285714,23.8,297.771428571,299.37857142900003,294.988571429,307.8,291.7,86.54,16.4842857143,32.0,20.9,62.61,25.37,62.61,17.8228571429,2.62857142857,28.6142857143,7.05714285714,32.8,24.4,147.32,41.89,147.32,11.128571428599999,27.1,9.8,195.1
2004-09-09,,,,,,,0.074925,0.1059143,300.958571429,301.0,297.15,302.8,299.3,79.8657142857,20.6,298.457142857,300.51428571400004,296.11571428599996,308.2,294.7,88.74285714290001,17.67,34.3,23.0,42.51,33.4,42.51,18.7171428571,2.34285714286,28.985714285700002,6.97142857143,33.9,25.0,46.58,35.7,46.58,10.285714285700001,27.4,8.7,23.2
2004-09-16,,,,,,,0.08442466251416429,0.09487143,301.1,301.257142857,297.304285714,303.3,299.3,80.0328571429,32.8,297.721428571,299.064285714,295.88,308.9,293.3,91.2,17.44,33.0,20.4,52.29,16.0,52.29,18.904285714300002,2.42857142857,28.6428571429,6.11428571429,32.2,24.4,36.64,59.5,36.64,8.92857142857,27.1666666667,9.5,87.3
2004-09-23,,,,,,,-0.06745,0.2252571,299.798571429,299.957142857,297.081428571,302.9,297.7,85.33,158.2,298.62857142900003,299.971428571,294.38285714299997,309.8,292.4,79.5571428571,15.9014285714,34.7,18.8,245.73,254.95,245.73,18.6457142857,2.54285714286,27.228571428600002,6.05714285714,33.9,23.3,48.68,6.9,48.68,13.2,28.0,13.5,20.1
2004-09-30,,,,,,,0.007625,0.24358,301.028571429,301.207142857,296.478571429,303.6,298.7,76.4714285714,21.8,299.17,300.914285714,296.11571428599996,310.6,293.8,84.8071428571,17.711428571400003,35.5,21.8,10.06,8.57,10.06,17.9642857143,3.67142857143,29.1428571429,8.08571428571,34.4,24.4,85.69,70.02,85.69,11.6571428571,28.65,13.1,40.1
2004-10-07,,,,,,,0.02526667,0.09047143,300.68,300.678571429,296.58428571400003,302.5,298.9,78.4771428571,24.4,297.56857142900003,298.742857143,295.314285714,305.5,292.7,88.8257142857,16.8242857143,33.0,20.6,34.73,35.7,34.73,18.0728571429,2.55714285714,28.285714285700003,6.21428571429,31.7,24.4,52.27,39.9,52.27,8.82857142857,26.975,10.875,27.9
2004-10-14,,,,,,,0.09375,0.2360286,300.508571429,300.678571429,296.864285714,303.4,298.6,80.66571428569999,41.4,298.05714285700003,299.26428571400004,296.86714285700003,307.2,293.3,94.16,18.5471428571,34.5,21.4,83.2,41.4,83.2,18.4028571429,3.15714285714,28.1285714286,6.18571428571,32.2,23.9,65.25,51.6,65.25,8.35714285714,28.55,11.3,120.6
2004-10-21,,,,,,,0.07463333,0.08211667,300.647142857,300.80714285700003,296.221428571,302.7,299.2,76.9228571429,15.1,299.428571429,300.921428571,296.29571428599996,309.6,292.8,85.0657142857,17.9014285714,35.6,22.4,10.82,18.0,10.82,17.6957142857,2.44285714286,28.285714285700003,6.72857142857,32.2,23.9,35.61,23.1,35.61,13.1571428571,27.7,9.55,13.0
2004-10-28,,,,,,,0.08800000000000001,0.096,299.892857143,300.157142857,296.26,302.4,298.6,80.6557142857,34.1,298.44142857099996,299.94285714299997,295.907142857,312.3,292.2,87.87,17.5371428571,35.8,21.3,96.72,25.2,96.72,17.7642857143,2.37142857143,27.5,5.6428571428600005,31.7,23.9,74.01,48.5,74.01,12.3142857143,27.4,10.0,89.9
2004-11-04,,,,,,,0.1288,0.24505,299.67,299.9,295.375714286,301.8,298.2,77.5328571429,109.0,299.504285714,300.785714286,296.178571429,309.2,294.3,84.8271428571,17.8057142857,34.9,21.8,105.49,31.2,105.49,16.8185714286,2.4,27.0571428571,6.52857142857,30.6,22.8,91.63,67.0,91.63,10.6571428571,28.35,12.35,101.4
2004-11-11,,,,,,,-0.00135,0.039,299.921428571,299.971428571,295.598571429,302.1,298.3,77.3114285714,7.7,297.168571429,297.707142857,296.484285714,304.2,292.4,96.3542857143,18.121428571400003,33.7,22.4,18.75,24.5,18.75,17.038571428599994,2.4,27.2428571429,6.35714285714,31.1,23.9,74.68,53.9,74.68,5.92857142857,27.2,8.9,184.2
2004-11-18,,,,,,,-0.0064,0.2224857,298.547142857,298.55714285700003,295.55714285700003,300.4,296.9,83.6285714286,70.7,299.418571429,301.23571428599996,296.097142857,309.3,293.6,84.6114285714,17.7385714286,35.8,22.5,122.87,145.8,122.87,17.0071428571,1.85714285714,26.3285714286,4.62857142857,28.9,23.3,74.08,26.8,74.08,11.642857142899999,28.25,11.0,107.4
2004-11-25,,,,,,,-0.0607,0.19515710000000006,298.43,298.457142857,293.455714286,300.0,297.0,74.3028571429,26.9,297.958571429,299.2,297.02,306.1,293.6,95.2514285714,18.7142857143,35.3,22.6,18.37,24.9,18.37,14.921428571400002,1.97142857143,26.3285714286,4.9,29.4,23.3,71.98,56.8,71.98,7.914285714289999,28.0,10.36,77.0
2004-12-02,,,,,,,-0.08855,0.2108714,298.791428571,298.9,293.74,300.3,297.6,73.7571428571,7.7,299.17714285700004,300.37857142900003,296.44,309.5,293.3,87.13,18.11,34.1,22.4,0.0,2.71,0.0,15.1628571429,2.11428571429,25.6428571429,6.44285714286,28.9,21.1,53.01,36.83,53.01,10.957142857100001,27.9,11.0,64.0
2004-12-09,,,,,,,-0.0262,0.2083167,298.164285714,298.364285714,293.27428571400003,300.2,296.1,74.3257142857,10.4,297.787142857,298.835714286,296.57428571400004,305.8,294.5,93.9385714286,18.2071428571,34.1,22.4,0.0,2.8,0.0,14.708571428599999,2.3571428571400004,25.157142857100002,6.31428571429,28.9,20.6,70.04,91.0,70.04,6.5,31.44670717317061,22.041916031620737,9.9
2004-12-16,,,,,,,-0.0214,0.18281670000000005,298.802857143,298.95,295.25285714299997,300.8,297.5,80.8885714286,30.6,298.701428571,300.035714286,296.385714286,308.5,293.8,88.78,18.04,34.0,22.6,5.54,29.32,5.54,16.621428571400006,2.24285714286,26.271428571399998,5.62857142857,30.6,22.8,49.56,38.0,49.56,10.214285714299999,28.375,9.65,128.3
2004-12-23,,,,,,,-0.06296667,0.1994857,298.682857143,298.87142857099997,295.741428571,300.9,296.9,83.9528571429,55.7,298.404285714,299.657142857,297.122857143,306.3,294.8,93.25285714290001,18.8557142857,33.3,22.6,150.31,41.3,150.31,17.1485714286,2.05714285714,26.2428571429,5.71428571429,30.0,22.8,109.83,29.79,109.83,8.22857142857,27.8,8.5,100.8
2005-01-01,,,,,,,0.08298444371311804,0.18021943897852635,299.084691267901,299.196360071129,295.10821918541836,301.30839322707476,297.2592912808805,78.93216710655648,25.81149801293705,298.404285714,299.657142857,297.122857143,306.3,294.8,93.25285714290001,18.8557142857,33.3,22.6,794.3838234207835,-79.40401995914198,794.3838234207835,5.829925069883487,2.595767140446215,18.382966220618997,8.692976588466674,17.466355721393995,9.74104771275141,595.5140429542624,517.348307803856,595.5140429542624,-42.55178141316523,55.3458042829929,113.85181967639465,-919.8745468623046
2005-01-08,,,,,,,-0.04963333,0.12465710000000002,297.587142857,297.664285714,292.771428571,299.5,296.1,74.7785714286,23.8,298.162857143,300.007142857,296.712857143,307.9,293.5,93.0057142857,18.37,33.2,23.0,0.0,21.68,0.0,14.261428571400002,1.95714285714,24.985714285700002,4.9,28.3,21.1,70.6,61.61,70.6,9.75714285714,28.5,9.1,74.9
2005-01-15,,,,,,,-0.019275,0.1335429,297.6,297.614285714,293.667142857,298.9,296.2,78.7985714286,55.6,297.662857143,298.842857143,296.727142857,307.6,291.6,95.53,18.4085714286,34.2,22.5,0.0,43.1,0.0,15.042857142899999,1.9142857142900005,25.2,5.38571428571,28.3,22.2,93.73,96.21,93.73,7.22857142857,28.4,10.4,232.1
2005-01-22,,,,,,,-0.07645,0.2029,297.395714286,297.55714285700003,294.30857142900004,299.4,295.8,83.05571428569999,32.4,300.06857142900003,301.564285714,296.58,308.7,295.0,83.3,18.2585714286,35.5,22.5,14.67,76.36,14.67,15.671428571400002,1.9142857142900005,25.228571428600002,4.91428571429,28.3,21.7,60.52,26.7,60.52,11.357142857100001,28.866666666700002,11.166666666700001,194.0
2005-01-29,,,,,,,0.0431,0.1743,296.535714286,296.614285714,292.512857143,299.0,294.8,78.5385714286,34.0,299.648571429,301.107142857,296.93142857099997,308.1,294.9,87.31285714290001,18.6457142857,35.1,22.1,15.2,31.85,15.2,14.091428571400002,2.65714285714,23.7571428571,6.32857142857,28.3,17.8,25.67,42.24,25.67,9.98571428571,28.866666666700002,12.066666666700002,0.0
2005-02-05,,,,,,,-0.0758,0.2056,296.152857143,296.171428571,292.2,297.8,294.3,78.64,5.4,299.06142857099996,300.828571429,296.907142857,308.4,295.3,89.4271428571,18.6357142857,35.4,22.2,0.0,31.8,0.0,13.77,1.97142857143,23.714285714299997,4.52857142857,27.8,19.4,88.96,47.3,88.96,9.34285714286,28.525,10.725,3.8
2005-02-12,,,,,,,-0.03735,0.2976571,296.101428571,296.171428571,290.467142857,299.5,293.3,70.7957142857,10.1,296.75285714299997,297.69285714299997,295.995714286,304.4,294.2,95.97714285709999,17.5757142857,32.8,21.4,0.0,6.4,0.0,12.3628571429,3.11428571429,23.3142857143,5.9857142857099985,26.7,19.4,52.61,56.8,52.61,5.18571428571,27.4666666667,8.73333333333,70.4
2005-02-19,,,,,,,0.093,0.1756571,296.352857143,296.4,291.037142857,298.7,293.4,72.2457142857,4.6,298.027142857,299.164285714,297.221428571,304.6,294.5,95.7485714286,18.9471428571,32.3,22.3,0.0,5.3,0.0,12.8071428571,3.08571428571,23.4142857143,6.22857142857,26.7,18.9,125.35,189.06,125.35,6.985714285710001,27.5,9.5,350.9
2005-02-26,,,,,,,-0.04855,0.1908714,296.48,296.55,291.58428571400003,298.0,295.0,74.19142857140001,2.1,298.29571428599996,299.285714286,296.542857143,306.5,294.4,91.57714285709999,18.2014285714,35.2,22.4,0.0,10.1,0.0,13.2414285714,2.15714285714,24.485714285700002,4.61428571429,27.2,21.7,46.98,39.6,46.98,7.857142857139999,28.65,10.9,84.1
2005-03-05,,,,,,,-0.04113333,0.1607,297.271428571,297.45,293.27428571400003,300.3,295.5,78.6671428571,5.3,298.158571429,299.392857143,297.04571428599996,305.9,294.4,94.40142857139999,18.731428571400002,33.8,23.3,0.0,5.92,0.0,14.75,2.95714285714,25.028571428600006,7.12857142857,30.6,20.0,54.22,44.51,54.22,8.014285714289999,28.2666666667,9.2,19.0
2005-03-12,,,,,,,0.0781,0.2434571,298.06142857099996,298.221428571,293.77,301.4,295.5,77.3928571429,0.0,297.957142857,298.685714286,297.528571429,304.9,295.6,97.68714285709999,19.2742857143,34.8,23.4,3.93,3.3,3.93,15.204285714300001,4.35714285714,26.014285714299998,7.7,31.1,20.0,155.54,201.4,155.54,4.82857142857,26.8,6.7,8.6
2005-03-19,,,,,,,0.01095,0.1937429,297.851428571,297.914285714,292.785714286,301.6,294.8,73.58571428569999,0.0,297.314285714,298.678571429,295.85,304.5,291.9,92.2671428571,17.3985714286,33.8,22.5,0.0,0.3,0.0,14.2828571429,4.25714285714,25.842857142899998,8.41428571429,33.3,20.0,162.51,21.7,162.51,7.814285714289999,28.7,9.85,146.1
2005-03-26,,,,,,,-0.0753,0.1609286,298.24714285700003,298.5,293.217142857,301.2,295.6,73.8671428571,0.0,298.37,299.828571429,296.25142857099996,306.6,294.7,89.82,17.82,33.4,22.5,0.0,0.2,0.0,14.668571428599998,3.91428571429,26.4,8.514285714289999,32.8,20.0,99.37,32.8,99.37,9.34285714286,27.72,8.96,108.8
2005-04-02,,,,,,,-0.0987,0.1752,299.07285714299996,299.314285714,294.444285714,301.0,297.3,75.7371428571,0.0,297.37,298.585714286,296.088571429,308.6,293.0,93.8014285714,17.6242857143,34.3,20.8,0.0,0.2,0.0,15.7828571429,2.8,27.485714285700002,8.67142857143,33.3,22.2,55.12,67.5,55.12,7.62857142857,28.25,10.85,73.9
2005-04-09,,,,,,,-0.00048,0.1233167,299.107142857,299.364285714,294.928571429,301.5,297.4,78.0028571429,7.4,297.708571429,299.0,296.23571428599996,306.5,292.4,92.41714285709999,17.8928571429,33.8,21.6,13.44,8.0,13.44,16.3042857143,3.01428571429,27.3,7.485714285710001,33.3,22.2,87.41,68.0,87.41,8.45714285714,28.1,10.85,71.1
2005-04-16,,,,,,,-0.1235,0.15258329999999998,299.19,299.37857142900003,294.947142857,301.9,296.8,77.65,21.1,297.701428571,298.464285714,297.202857143,304.0,295.0,97.3228571429,18.8857142857,32.9,22.5,33.69,23.7,33.69,16.3157142857,3.38571428571,27.4,8.15714285714,32.8,22.8,40.03,90.2,40.03,6.41428571429,27.65,9.35,3.6
2005-04-23,,,,,,,0.005433333,0.09328333,300.012857143,300.107142857,295.648571429,302.7,297.1,77.2428571429,97.3,297.437142857,298.19285714299997,296.961428571,306.4,294.0,97.3814285714,18.5971428571,34.0,22.7,42.88,3.6,42.88,17.0557142857,3.72857142857,28.1714285714,8.41428571429,33.9,22.2,37.6,178.2,37.6,5.35714285714,28.85,10.05,105.6
2005-04-30,,,,,,,0.0807493931664387,0.1012333,298.917142857,299.021428571,295.538571429,301.6,296.4,81.7514285714,207.5,297.92714285700004,298.864285714,297.402857143,303.9,294.1,97.16285714290001,19.1528571429,33.8,23.7,234.13,98.5,234.13,16.9642857143,3.58571428571,26.785714285700003,6.885714285710001,32.8,22.8,78.8,54.9,78.8,6.6428571428600005,28.6,9.1,14.5
2005-05-07,,,,,,,-0.2498,0.2218,299.54,299.564285714,295.554285714,301.9,297.5,78.9071428571,48.2,297.33,298.435714286,296.575714286,304.8,293.3,95.93714285709999,18.1814285714,33.5,21.0,0.0,11.0,0.0,16.9628571429,2.75714285714,27.3714285714,5.7,31.7,23.3,33.29,64.1,33.29,6.1,25.8,7.5,13.0
2005-05-14,,,,,,,0.082275,0.1302667,299.948571429,299.94285714299997,295.3,301.8,297.9,75.69857142859999,11.4,298.684285714,299.721428571,296.341428571,306.7,293.6,88.2942857143,17.94,34.6,21.0,38.66,10.11,38.66,16.6728571429,2.91428571429,27.3,6.22857142857,31.7,23.3,49.07,54.89,49.07,9.27142857143,27.9,11.6,28.0
2005-05-21,,,,,,,0.0481,0.07107143,299.065714286,298.98571428599996,296.075714286,301.6,296.8,83.7628571429,110.9,297.532857143,298.342857143,296.352857143,304.9,293.6,93.9185714286,17.9571428571,33.2,23.6,102.56,96.0,102.56,17.5328571429,2.51428571429,26.271428571399998,5.95714285714,30.6,22.2,56.22,49.1,56.22,7.54285714286,44.39947321660901,28.68633079485597,95.9
2005-05-28,,,,,,,0.06735,0.0966,299.805714286,300.035714286,296.9,303.0,297.1,84.33571428569999,71.2,299.005714286,300.614285714,295.804285714,308.1,294.0,84.6585714286,17.407142857100002,33.6,22.4,156.94,145.7,156.94,18.4857142857,3.0714285714300003,28.3857142857,6.65714285714,35.0,23.9,43.14,21.1,43.14,10.9428571429,27.4,8.7,37.9
2005-06-04,,,,,,,-0.004475,0.1778,300.84,300.87857142900003,297.598571429,303.4,298.7,82.63,23.9,298.434285714,299.478571429,295.678571429,307.3,292.7,86.70142857139999,17.2,33.9,20.9,84.78,14.59,84.78,19.2071428571,2.9,28.842857142899998,6.34285714286,34.4,25.0,61.75,34.92,61.75,10.0142857143,-86.37655834046376,-113.78361780476423,78.9
2005-06-11,,,,,,,0.09883333,0.1881857,301.11714285700003,301.12857142900003,296.68857142900004,303.0,299.4,76.94,4.4,297.304285714,298.48571428599996,296.227142857,303.9,293.7,94.59285714290002,17.788571428599997,32.4,22.0,32.02,4.5,32.02,18.1657142857,2.5714285714300003,28.728571428600002,5.95714285714,32.8,24.4,40.44,51.0,40.44,7.17142857143,27.1,9.16666666667,19.5
2005-06-18,,,,,,,0.1177,0.1211143,299.981428571,300.107142857,296.544285714,302.1,298.3,81.5157142857,44.5,297.377142857,298.62142857099997,295.32,304.8,293.4,89.19428571430002,16.8242857143,33.3,22.0,97.46,15.9,97.46,18.0285714286,2.87142857143,27.514285714299998,5.8,31.1,23.9,104.83,29.01,104.83,8.52857142857,27.6666666667,9.83333333333,73.7
2005-06-25,,,,,,,0.0634,0.2097429,301.337142857,301.357142857,297.458571429,304.0,298.5,79.7185714286,0.0,297.857142857,299.05714285700003,294.64428571400003,307.7,291.9,84.4671428571,16.1685714286,32.8,22.4,8.36,4.2,8.36,19.0414285714,3.51428571429,30.028571428600006,7.65714285714,34.4,25.0,50.88,11.0,50.88,10.4857142857,27.35,9.55,89.2
2005-07-02,,,,,,,0.07075,0.09012857,301.088571429,301.078571429,297.314285714,302.8,298.9,80.0128571429,52.3,296.82,298.492857143,294.408571429,307.4,292.4,88.38714285709999,15.8771428571,33.7,20.8,23.36,28.59,23.36,18.845714285699998,2.58571428571,29.0428571429,6.81428571429,33.3,24.4,23.6,26.6,23.6,10.7285714286,26.8333333333,8.76666666667,92.0
2005-07-09,,,,,,,0.246675,0.1717857,301.281428571,301.285714286,297.364285714,303.7,299.2,79.3771428571,34.8,297.86571428599996,299.421428571,294.528571429,308.3,290.4,84.6928571429,16.038571428599994,34.5,21.6,42.06,32.4,42.06,18.8857142857,2.9428571428600003,29.028571428600006,6.25714285714,33.9,25.0,43.24,23.91,43.24,11.1,27.8,10.7,40.9
2005-07-16,,,,,,,0.051625,0.1122571,300.667142857,300.62142857099997,297.0,302.5,298.7,80.5614285714,52.8,296.988571429,297.592857143,292.23,308.2,288.3,77.3728571429,13.9285714286,34.2,17.6,92.52,45.28,92.52,18.5085714286,2.61428571429,28.4428571429,6.34285714286,32.8,24.4,109.71,8.7,109.71,11.8142857143,27.8,11.1333333333,167.1
2005-07-23,,,,,,,-0.021,0.2358286,300.87142857099997,300.892857143,296.981428571,303.1,298.8,79.4814285714,50.3,297.794285714,298.928571429,292.455714286,307.7,287.5,75.6971428571,14.191428571400001,33.8,18.2,39.49,31.9,39.49,18.481428571400002,2.44285714286,28.3857142857,7.1,32.8,23.9,27.33,8.9,27.33,13.514285714300001,26.55,12.7,0.0
2005-07-30,,,,,,,-0.00945,0.25644290000000003,300.852857143,300.921428571,297.58,302.9,298.7,82.4085714286,73.8,296.898571429,298.01428571400004,293.75,306.3,290.1,84.2385714286,15.26,32.3,18.5,64.25,34.3,64.25,19.1142857143,2.72857142857,28.9285714286,6.17142857143,32.2,23.9,42.32,15.3,42.32,10.0857142857,21.4,5.7,71.1
2005-08-06,,,,,,,-0.0267,0.1404,301.158571429,301.107142857,297.291428571,303.0,299.3,79.6214285714,41.0,298.221428571,299.728571429,293.035714286,308.2,292.6,75.5714285714,14.6085714286,32.3,19.2,80.34,54.1,80.34,18.8314285714,2.87142857143,28.9428571429,5.92857142857,33.3,25.0,0.0,8.64,0.0,11.485714285699999,26.25,10.6,0.0
2005-08-13,,,,,,,0.02365,0.26912859999999994,301.348571429,301.37857142900003,297.36714285700003,303.5,299.2,79.2528571429,12.6,298.92571428599996,300.335714286,293.64,309.7,293.5,74.8557142857,15.15,33.5,19.8,18.15,11.93,18.15,18.9385714286,2.98571428571,29.471428571399997,6.97142857143,33.9,25.6,38.17,1.99,38.17,12.1857142857,27.325,11.85,36.6
2005-08-20,,,,,,,0.069675,0.08632857,301.465714286,301.464285714,297.18857142900004,303.7,299.2,77.74,18.1,299.60571428599997,300.428571429,291.778571429,310.5,290.7,64.6585714286,13.59,32.8,17.3,29.86,21.1,29.86,18.72,3.41428571429,29.3285714286,6.5,33.3,25.6,17.85,6.0,17.85,14.2,2.1549671944125492,-18.231240943022307,69.6
2005-08-27,,,,,,,0.051,0.1057714,301.178571429,301.221428571,296.69285714299997,303.7,299.1,76.7342857143,31.7,298.428571429,299.678571429,294.945714286,309.0,292.9,83.8542857143,16.44,35.0,20.3,99.02,28.1,99.02,18.1742857143,3.38571428571,27.9285714286,7.92857142857,33.3,22.8,69.62,15.82,69.62,10.8142857143,27.75,13.1,127.0
2005-09-03,,,,,,,-0.0073,0.11122,301.291428571,301.392857143,297.287142857,303.4,299.5,79.0814285714,104.4,298.184285714,299.37142857099997,293.918571429,308.6,292.4,79.6471428571,15.4285714286,35.2,21.4,77.05,30.0,77.05,18.8671428571,3.18571428571,28.0857142857,6.57142857143,32.2,22.2,12.81,11.0,12.81,10.9428571429,26.8,10.25,37.0
2005-09-10,,,,,,,-0.0271,0.2050286,301.465714286,301.51428571400004,296.642857143,304.1,298.6,75.4385714286,8.9,300.05857142900004,301.214285714,294.005714286,309.3,293.4,71.9714285714,15.5185714286,35.2,21.8,23.3,3.7,23.3,18.157142857100002,4.42857142857,28.8571428571,7.05714285714,33.9,24.4,36.98,4.2,36.98,13.7142857143,-126.49745541323783,-181.4859536337515,44.0
