,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,sj_ndvi_se,iq_reanalysis_tdtr_k,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_min_temp_c,iq_ndvi_se,iq_ndvi_nw,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,iq_ndvi_ne,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_station_max_temp_c,iq_station_precip_mm,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm
1999-10-22,0.09646542818211827,0.06077253900759526,0.10935153847532356,0.06920775840346885,4.671173447534033,0.18268886274563845,21.588138243102176,13.92066675286393,35.930644843187686,21.588138243102176,6.815782224020006,11.289694537322841,4.517962461744192,8.538461564820047,0.2469433392954728,0.20117725126156005,127.9012612009633,127.94079772127802,126.22782119780601,128.84069736557032,127.03019200342399,0.13374849914140993,126.75776602070155,127.41803032520679,125.36750326890876,131.03843819554004,124.25773817974368,14.34696610872501,19.253419437566663,15.459907463256343,19.703382083112047,33.748167503009086,15.459907463256343,7.626498803671044,1.156061108292218,11.839391715980984,2.6768778306892074,13.701037773172818,9.948470579183516,15.143252412873252
1999-10-29,0.09846760851313649,0.06499527579366637,0.10798755991157066,0.06950227676141747,4.6756351409597485,0.1841477814309245,21.85574662484975,14.128792914265444,36.10504538152348,21.85574662484975,6.851828285856809,11.30994798867909,4.503661587546539,8.586324196452031,0.24844702895051698,0.2019397102561205,128.39846528480456,128.43849846643613,126.71320062724004,129.34222656163197,127.52354536495079,0.1339354503743615,127.2564073752749,127.9171818266967,125.86817337542288,131.54488488595325,124.75375149979935,14.4021339826642,19.63249316467774,14.923891388536418,20.553885716909576,33.87185883342978,14.923891388536418,7.638857099305158,1.1604550499504438,11.869070009742401,2.638581963679549,13.73330341115686,10.015610910826247,15.300802882226662
1999-11-05,0.0986696706409829,0.07014373665107723,0.10781821085214982,0.06979581788568531,4.6797846383506325,0.1856103203974689,22.123687786364027,14.338642837302825,36.27874199200788,22.123687786364027,6.8877701778174485,11.329811539119738,4.489223936178149,8.633965044841354,0.24993856901964867,0.20224519663418355,128.8916460387085,128.9321747160471,127.19457696428123,129.83970309628677,128.01290402325307,0.13411320676512106,127.75114609484771,128.41238632698986,126.36507999026381,132.047203572169,125.2460379789213,14.456891957868908,20.010974007610002,14.30522586463826,21.54320875761556,33.99697067202533,14.30522586463826,7.6496549932179185,1.1645912453306695,11.89646712669882,2.5926355471052,13.762522886039013,10.086920448606786,15.485104439808623
1999-11-12,0.09812267054155041,0.07596328003830713,0.1087234177431182,0.07008836019344317,4.683623723127166,0.18707622930178824,22.391894054088873,14.550174330399397,36.45171273111303,22.391894054088873,6.923602896857615,11.34928974634775,4.474660158958431,8.681375875952593,0.2514176081627974,0.2022631427243087,129.3807565966306,129.4217794583784,127.67190564093238,130.33307950042865,128.49822162310247,0.13428179294979634,128.24193438598294,128.90359633699623,126.85817399770264,132.5453473301153,125.73454903205754,14.51123542466237,20.388736927135284,13.60359407241495,22.67191640127038,34.123507948114465,13.60359407241495,7.658887643960819,1.1684681169287439,11.92157309454073,2.5390080824915557,13.78868240650326,10.16241383076397,15.696277936645828
1999-11-19,0.09799812121759467,0.08232023790595036,0.11077100987892807,0.07037988227597983,4.687154278416141,0.1885452558075399,22.660297410740117,14.763344973022996,36.6239358478935,22.660297410740117,6.959321470487623,11.3683873330805,4.459981012828731,8.728548488290594,0.25288379810591616,0.20214779876827021,129.86575129042288,129.90726687932013,128.14514329152735,130.82230951100294,128.97945299976317,0.13444123662540347,128.72872561424646,129.39076553845123,127.347407395583,133.0392704640877,126.21923718561169,14.565159910737888,20.765656796833376,12.818591418359233,23.940737854547137,34.25147918968807,12.818591418359233,7.6665488882308015,1.1720837792335481,11.944375824943878,2.4776605322184793,13.811765409207588,10.242110668381784,15.934478120050557
1999-11-26,0.09939336025343715,0.08923971913972009,0.11401451637758467,0.07067036292733732,4.690378294129413,0.1900171457696739,22.92882947199749,14.978111934844573,36.79538977552295,22.92882947199749,6.994920952486724,11.387109186868305,4.445197357926708,8.775474716906155,0.2543367934037385,0.20215683617428992,130.3465856757326,130.3885923883018,128.6142477780952,131.3073480969123,129.45655420460278,0.13459156868350136,129.2114743270018,129.87384880848765,127.83273331455337,133.52892853494518,126.70005609396114,14.618661079331439,21.141608331476117,11.949760927421835,25.350501965815056,34.38089528381678,11.949760927421835,7.672631808633394,1.1754361582966355,11.964861994898653,2.408548717529861,13.831753719637035,10.326033593294069,16.199880559337288
1999-12-03,0.10283756131867543,0.09681685880723447,0.11830126722386652,0.0709597811667881,4.693297871891542,0.1914916435534271,23.19742147718268,15.194431853122648,36.96605312786625,23.19742147718268,7.030396420485071,11.405460359622548,4.430320154793494,8.822146437169087,0.25577625121987,0.20244320899481694,130.8232165565455,130.86571264286462,129.07917821427213,131.78815148364257,129.92948252937015,0.1347328233058247,129.6901362758805,130.35280224334366,128.31410603811284,134.0142783863621,127.17696055751213,14.671734728592538,21.51646604941425,10.996618126964933,26.90209195302731,34.51176860557324,10.996618126964933,7.677129133135052,1.1785230760061833,11.983017667121022,2.3316257083052427,13.848628369041052,10.41420688604941,16.49267244756794
1999-12-10,0.10842152541303361,0.10516287183787873,0.12338680019781387,0.07124811625701614,4.695915228405388,0.1929684925304261,23.466004289984276,15.41226075147458,37.135904699658305,23.466004289984276,7.065742974866889,11.423446066917151,4.4153604613078326,8.868555568370372,0.25720183107106676,0.20285892512278245,131.29560200866254,131.33858557217528,129.53989498807834,132.26467717687407,130.39819652942268,0.1348650380319616,130.16466843890365,130.82758318133415,128.79148102313297,134.4952781695677,127.64990654175371,14.724376791788579,21.89010425962647,9.958668451275003,28.596413731792666,34.64411240949252,9.958668451275003,7.680033514624444,1.1813423091728952,11.998828724555477,2.2468434949145184,13.86237016646523,10.506655516706525,16.813046164772047
1999-12-17,0.11620971903842216,0.11442523965707192,0.12907372536361425,0.07153534771931305,4.6982326976928315,0.1944474358223648,23.73450840634696,15.631553987834192,37.30492346923462,23.73450840634696,7.100955738600399,11.441071687110865,4.400329429415434,8.914694077200004,0.2586131944754108,0.2030897464181438,131.7637014023167,131.8071703996847,129.99635978378734,132.73688398526826,130.86265604610543,0.13498825380663682,130.63502904224407,131.29815022518397,129.2648149206109,134.97188736689418,128.11885119691698,14.776583338080385,22.26239706645088,8.835419372554725,30.434373837221926,34.777940406266225,8.835419372554725,7.681337725880615,1.183891630818266,12.012281173678346,2.1541541537072213,13.872960098027153,10.603404476689985,17.161194789754532
1999-12-24,0.12597321826821778,0.12467250584736084,0.13543951074192087,0.07182145534669948,4.700252732528882,0.19592821740258656,24.00286396744512,15.852266222868582,37.473088603045646,24.00286396744512,7.136029857712691,11.458342760324395,4.385238301701909,8.960553981134137,0.2600100044286153,0.20276680684671872,132.22747542406626,132.2714276650674,130.4485356030376,133.20473204255384,131.3228222284158,0.13510251501216047,131.1011775816129,131.76446326378795,129.7340655964694,135.44406681435714,128.58375287794698,14.828350573681618,22.63321838688505,7.626388842232814,32.41686406072921,34.91326646908668,7.626388842232814,7.681034795314169,1.1861688389885976,12.023361355930879,2.0535106581143374,13.880379605269301,10.704478314275734,17.537308976098927
2000-01-01,0.13726811526337054,0.13575679588273207,0.14242884501177241,0.0721064192156063,4.7019779052979835,0.19741058372358056,24.271000776258784,16.074351402678026,37.64037946140532,24.271000776258784,7.170960502210697,11.475264987297347,4.37009840784404,9.006127351755989,0.2613919246065464,0.20156315226960703,132.6868860980632,132.73131924553854,130.89638678529585,133.66818282900374,131.7786575540502,0.1352078694900733,131.56307484326507,132.22648349344982,130.19919215227773,135.91177872343332,129.04457116458127,14.87967484327049,23.002441976762675,6.3311111669970614,34.54475075676015,35.05010443013758,6.3311111669970614,7.679118101502837,1.188171776883877,12.032056095232207,1.9448674433042008,13.884610779404358,10.809900811637831,17.941574777067274
2000-01-08,0.14923188761852182,0.14721736212692185,0.14970763564553757,0.0723902196965457,4.70341090843469,0.19889428612265433,24.538848316703078,16.297762751443102,37.806775605081185,24.538848316703078,7.20574286730835,11.491844228141902,4.354921160963516,9.051406318027057,0.2627586181515727,0.1994786253117296,133.14189680675344,133.18680837660443,131.33987902773444,134.12719919235298,132.23012584988837,0.1353043685548607,132.02068292460814,132.68417343862473,130.66015494579102,136.37498670213972,129.5012668813789,14.93055263156052,23.36994146317231,4.949141110543735,36.81886738006659,35.18846793941262,4.949141110543735,7.675581439206121,1.1898983469726914,12.038352801249953,1.8281808003552555,13.885636497360775,10.91969475979161,18.37417212699404
2000-01-15,0.16008068631800232,0.15787479452469017,0.15656723277113627,0.07267283746407291,4.704554554563148,0.20037908438167645,24.8063357745765,16.522452770999344,37.97225680245184,24.8063357745765,7.240372174862872,11.508086501006161,4.339718053900739,9.09638306952066,0.26410974584033126,0.19660202614195774,133.5924723110545,133.6378596722921,131.77897940457416,134.58174536820002,132.67719231195912,0.13539206700177522,132.47396525441036,133.13749697219086,131.11691561124505,136.83365577549498,129.95380211759596,14.980980564966433,23.735590381254823,3.4800567731599585,39.24000924839885,35.32837036643134,3.4800567731599585,7.670419065717875,1.1913465209611094,12.04223954217425,1.7034091529846265,13.88344051771901,11.033881800955967,18.835273774931906
2000-01-22,0.16813815452858916,0.16652196363706667,0.16201918039017926,0.07295425350623697,4.705411776415004,0.20186475199811105,25.073392059813674,16.748373245246064,38.136803037037055,25.073392059813674,7.274843674952462,11.5239979806553,4.324500655420778,9.141049859625252,0.2654449633434491,0.1931168109573989,134.0385787700301,134.08443914487646,132.21365638591462,135.0317869999078,133.11982352490799,0.1354710231101896,132.9228866125947,133.58641933525624,131.56943707935037,137.28775240540674,130.40214024682496,15.030955413319777,24.099262214070777,1.9234616320965188,41.808929833175455,35.4698247313631,1.9234616320965188,7.663625733703631,1.1925143469130317,12.043705096534195,1.570513253631141,13.878007549088831,11.152482317193995,19.32504452879661
2000-01-29,0.17260079882798035,0.17257745430562627,0.1652035557851628,0.07323444913365862,4.705985626581187,0.20335108399012627,25.339945829685647,16.975475247947543,38.30039451526666,25.339945829685647,7.30915264754886,11.539584996977052,4.3092806063605025,9.185399008722792,0.26676391716360803,0.1895438662950255,134.4801837600791,134.52651422412256,132.6438798560726,135.47729115802017,133.5579874809821,0.13554129864347528,133.36741314961256,134.03090715650833,132.01768359695058,137.73724451002022,130.84624594634366,15.080474091603515,24.46083043462324,0.27898600681976404,44.52633809702462,35.61284365625259,0.27898600681976404,7.655196714763316,1.1933999544179874,12.04273899063875,1.4294563242748843,13.869323299584792,11.275515350753954,19.843640712207204
2000-02-05,0.17373955819849737,0.17614938915731626,0.16594569892473077,0.07351340598832663,4.706279277135796,0.20483790844618005,25.60592551269929,17.20370915293642,38.46301167439404,25.60592551269929,7.343294404252619,11.554854033415761,4.294069615723357,9.229422907345285,0.2680662386636168,0.1863865713302919,134.91725629364532,134.9640537760495,133.069621131436,135.9182263591992,133.9916535985401,0.13560295884609314,133.80751240538865,134.47092847110832,132.46162074631653,138.18210148254667,131.2860852161317,15.129533661684079,24.82016854939893,-1.4537118695989193,47.392896547885925,35.75743932995542,-1.4537118695989193,7.645127816630844,1.19400155842202,12.039331526161497,1.2802041594184068,13.857374513342808,11.402998546104111,20.391209766861493
2000-02-12,0.1726902673996843,0.17769041300840194,0.16495847716959855,0.07379110605217312,4.70629601915832,0.20632510359303363,25.871259333023048,17.433024646041773,38.62463519048882,25.871259333023048,7.377264290068928,11.56981172533818,4.278879456726607,9.273114019311274,0.26935153535373724,0.18379394642903768,135.34976683745072,135.39702812121755,133.49085297783745,136.35456258468434,134.4207927400879,0.13565607243836864,134.24315332782874,134.90645273912696,132.9012154640535,138.62229420958198,131.72162539752387,15.178131334025974,25.17715014298447,-3.2749450490796335,50.40921978388167,35.90362348241287,-3.2749450490796335,7.633415396000796,1.1943174621427877,12.033473800958898,1.1227252031398827,13.8421489981397,11.534948106823029,20.96788995453116
2000-02-19,0.17079946480838037,0.17770677314246697,0.16313758046834131,0.07406753165546603,4.706039262172106,0.20781262297145733,26.13587533531811,17.663370738279134,38.785245986462215,26.13587533531811,7.411057685208491,11.584464858332943,4.263721962804628,9.316464884842956,0.2706193782766715,0.18181923198004613,135.77768733024715,135.82540905253435,133.90754962744356,136.7862712982689,134.84537722983723,0.13570071160927252,134.67430629087875,135.33745086351624,133.33643605960134,139.05779508891746,132.1528351914726,15.226264469378158,25.53164892344943,-5.184997252775304,53.57587337518538,36.05140736528796,-5.184997252775304,7.620056368337427,1.1943460593558224,12.025157725226045,0.9569906083289723,13.823635646881343,11.671378762688665,21.573810127401586
2000-02-26,0.16838602994435237,0.17635446212503703,0.16121413078512298,0.07434266548504886,4.705512533511588,0.2093005324816884,26.399701409891186,17.89469577998832,38.944825240094815,26.399701409891186,7.444670006903287,11.598820366446102,4.2486090235715475,9.359468123664568,0.27186928388641685,0.18051838141405752,136.20099120009084,136.24916985258437,134.31968679516504,137.21332546379648,135.26538087078944,0.13573695200743377,135.10094311213416,135.7638952076184,133.76725223331925,139.48857804685048,132.579684676409,15.273930580425755,25.883538768280072,-7.184122383783063,56.89337297862767,36.200801736944946,-7.184122383783063,7.605048215585433,1.1940858362466973,12.014376034417442,0.7829742836045703,13.801824454835204,11.812303743810247,22.20908954554973
2000-03-04,0.16520186020506727,0.17357464227735891,0.15952799222066016,0.07461649059244044,4.704719477626489,0.21078906473618172,26.66266531810782,18.126947475703595,39.10335439204255,26.66266531810782,7.478096711229538,11.612885330353524,4.2335525807454175,9.402116438081478,0.2731006882424645,0.18002498508783904,136.6196533811297,136.66828531047076,134.727241694578,137.6356995621681,135.68077896133562,0.13576487273053112,135.5230370699868,136.1857596122013,134.19363509413833,139.91461855498756,133.00214532568054,15.321127333401371,26.23269377071197,-9.272544129613323,60.3621836144319,36.351816850402926,-9.272544129613323,7.588388992404491,1.1935353729609215,12.001122299898476,0.600652931637903,13.776706533876293,11.957734759665106,22.87383772719629
2000-03-11,0.16043145191237768,0.16929472957325808,0.1581885352922492,0.07488899040180308,4.703663855328627,0.2122786985314988,26.924694718022245,18.360072899609193,39.260815153803485,26.924694718022245,7.511333294932486,11.626666975470897,4.21856462403588,9.444402616039255,0.2743129106234253,0.18051967223345838,137.0336503298947,137.08273173816167,135.1301930533483,138.05336960785016,136.09154831136425,0.13578455631316227,135.94056292029796,136.6030194120106,134.61555717676765,140.3358936465332,133.42019002455166,15.367852549651893,26.578988286353194,-11.450455628323596,63.98271905747998,36.504462443339676,-11.450455628323596,7.570077331346967,1.1926933449404633,11.985390937978647,0.4100060813913302,13.74827412460182,12.107681981599216,23.568154322048116
2000-03-18,0.1533011702550457,0.16353698887992985,0.15718309586321338,0.07516014871779189,4.702349542985658,0.2137702745827724,27.185717190192953,18.5940185114819,39.41718951563687,27.185717190192953,7.544375297249954,11.64017267000341,4.203657186997826,9.48631953416274,0.2755051028237505,0.18218618794545371,137.4429600411014,137.49248698634685,135.5285211281656,138.46631316488998,136.49766725788191,0.1357960887132717,136.35349691260254,137.01565145184497,135.03299245845602,140.7523819320722,133.8337930867664,15.414104207159504,26.922296980018967,-13.718019180848614,67.75534131123368,36.658747729530674,-13.718019180848614,7.550112447260441,1.1915585241065845,11.96717721776373,0.21101611595371494,13.71652060688862,12.262154027827812,24.292129001246664
2000-03-25,0.14385778179225886,0.15657662577428777,0.15638262708337147,0.07542994973327985,4.700780531664021,0.21526516328241777,27.445660263657533,18.828730173049543,39.57245975442148,27.445660263657533,7.577218301731218,11.653409922934653,4.188842342852099,9.527860160773423,0.2766761795195384,0.18496563203828564,137.84756206294233,137.89753045978495,135.92220771916786,138.87450936241854,136.89911568012872,0.13579955929717272,136.7618168058235,137.42363410213318,135.44591637528845,141.16406361482603,134.24293027065187,15.459880442013324,27.26249487271945,-16.075365997718166,71.68036014276271,36.81468139130148,-16.075365997718166,7.528494141104204,1.1901297799290993,11.9464772681204,0.003668297108418983,13.681440509278936,12.421157950282538,25.045841359536766
2000-04-01,0.132775984144268,0.14901700422444597,0.15545333237596676,0.07569837803696247,4.698960926223123,0.21676550654902615,27.70445144204764,19.06415316471814,39.726608441447496,27.70445144204764,7.6098579380494105,11.666386381955846,4.174132200275145,9.569017558884456,0.2778247243943315,0.18867379247809768,138.24743751186813,138.29784313213975,136.31123618385521,139.277938909639,137.29587501418575,0.13579506082320073,137.16550188349467,137.8269472740127,135.85430583801246,141.57092050538267,134.6475787947578,15.505179549830656,27.599457388755617,-18.52259597234152,75.75803266460525,36.97227157271704,-18.52259597234152,7.505222803305789,1.188406080408758,11.923288083948814,-0.21204921261339393,13.64302951745128,12.584699222873486,25.82936082675245
2000-04-08,0.12119162762464233,0.14166143096900027,0.15418013623962454,0.07596541862084516,4.696894944362326,0.2182745642670858,27.9620182298288,19.30023220263459,39.87961845013789,27.9620182298288,7.642289883806175,11.679109831336778,4.159538899159516,9.609784889172657,0.2789488666795563,0.1928421005116952,138.6425690868575,138.693407560305,136.69559145049277,139.6765841103003,137.68792826707462,0.13578268942402674,137.56453296849014,138.22557243390764,136.25813924739367,141.97293603589998,135.0477173530302,15.549999987127237,27.933060402887065,-21.059777475670984,79.98856295398832,37.13152587332519,-21.059777475670984,7.480299416741424,1.1863864929904944,11.897607531893156,-0.4361453298947424,13.601284481946795,12.752781730879711,26.64274658669214
2000-04-15,0.11039076134446482,0.1352491346029911,0.15264533841642186,0.07623105688760563,4.694586915621347,0.21979720679948334,28.218288158649603,19.536911456058778,40.03147296369137,28.218288158649603,7.674509866326723,11.691588189737987,4.145074606346201,9.650155412925796,0.280046124337456,0.19693049447039263,139.03294108315828,139.0842078982007,137.07526003098604,140.07042887663863,138.07526003033226,0.13576254458763748,137.95889243724346,138.6194926175898,136.65739650908182,142.37009527376497,135.443326129501,15.594340372634235,28.263180287542514,-23.68694716873526,84.37210170300148,37.292451342326444,-23.68694716873526,7.453725559396247,1.1840701854193483,11.869434355576566,-0.6686260322725346,13.556203425264702,12.92540776127327,27.486047502080254
2000-04-22,0.10185004549850607,0.13014796331944645,0.15117543146833834,0.07649527865783298,4.6920412803350064,0.22134060880075612,28.473188813788816,19.77413456502783,40.182155482644504,28.473188813788816,7.706513664444493,11.70382950796554,4.130751511330653,9.690122494964438,0.2811132151028638,0.20049340251591724,139.4185394055,139.4702299100403,137.4502300332283,140.4594587427864,138.45785649306023,0.1357347291370003,138.34856423345573,139.00869244372174,137.05205904798694,142.76238493470964,135.8343868124925,15.638199488561781,28.589693960047185,-26.404109830796045,88.90874589562088,37.45505447309151,-26.404109830796045,7.4255034067408,1.1814564265467506,11.838768180416883,-0.9094943412386414,13.507785548400772,13.102577993852847,28.359302044780108
