,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_relative_humidity_percent,iq_reanalysis_specific_humidity_g_per_kg,iq_station_max_temp_c,iq_station_min_temp_c,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_precip_mm
1990-08-06,0.2722,0.06433333,0.1388571,,,,,0.16444289999999998,300.391428571,300.478571429,296.532857143,302.5,298.8,79.65,11.4,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,28.8,20.0,28.8,17.95,2.32857142857,28.2,7.55714285714,33.3,23.3,1934876017.2725716,3319928627.889839,1934876017.2725716,-329641077.9104675,43763679.20787364,28993693.888521537,-2623671692.806704
1990-08-13,0.1279667,0.12803330000000002,0.16824289999999995,,,,,0.2069571,299.958571429,299.957142857,297.035714286,302.6,298.5,84.1785714286,44.7,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,90.75,101.9,90.75,18.5157142857,1.85714285714,28.0428571429,6.68571428571,32.8,22.8,1923675183.557717,3300731812.917353,1923675183.557717,-327735699.49763703,43510415.666002065,28825777.421617113,-2608515717.669547
1990-08-20,0.1902333,0.1688,0.1722857,0.2773286,,,,0.1676571,300.332857143,300.414285714,296.728571429,302.5,298.1,80.9471428571,5.4,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,32.4,25.9,32.4,18.1742857143,2.48571428571,28.342857142899998,7.014285714289999,33.3,23.3,1912517660.44212,3281609141.938618,1912517660.44212,-325837677.51521736,43258131.11490989,28658510.52991581,-2593418222.0728226
1990-08-27,0.2529,0.33075,0.2843143,0.3137143,,,,0.2641714000000001,300.11857142900004,300.221428571,297.017142857,302.2,298.7,83.3485714286,13.7,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,40.94,39.8,40.94,18.5157142857,1.9,28.657142857100002,6.52857142857,32.2,24.4,1901403364.028566,3262560471.4932437,1901403364.028566,-323946997.7346175,43006823.65879011,28491891.954565674,-2578379092.976417
1990-09-03,0.2354,0.200025,0.2304429,0.3137143,,,,0.2838167,300.53,300.635714286,296.11714285700003,303.8,298.0,77.1728571429,14.2,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,28.86,30.4,28.86,17.56,3.47142857143,28.3285714286,7.614285714289999,32.8,23.3,1890332210.4198396,3243585658.1208367,1890332210.4198396,-322063645.92724675,42756491.40183574,28325920.436714552,-2563398217.3402185
1990-09-10,0.1279667,0.4371,0.14828329999999998,0.17568570000000006,,,,0.1234,300.674285714,300.792857143,297.19285714299997,302.9,299.0,81.55142857140001,25.9,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,64.56,24.18,64.56,18.7771428571,2.9,28.6857142857,8.05714285714,33.9,24.4,1879304115.7187276,3224684558.361007,1879304115.7187276,-320187607.8645142,42507132.44823858,28160594.717510514,-2548475482.124116
1990-09-17,0.19635,0.1824333,0.3056857,0.3137143,,,,0.2548286,299.857142857,299.9,296.43142857099997,301.7,298.7,81.6371428571,3.3,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,143.73,36.6,143.73,17.8928571429,1.74285714286,28.2428571429,8.114285714289997,32.8,23.9,1868318996.0280142,3205857028.7533617,1868318996.0280142,-318318869.31782913,42258744.90219203,27995913.53810127,-2533610774.2879987
1990-09-24,0.1161,0.2609,0.2442167,0.3137143,,,,0.1994429,300.42714285700004,300.6,296.028571429,302.4,299.1,77.0485714286,15.8,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,51.39,16.4,51.39,17.4685714286,2.2571428571400003,28.342857142899998,7.72857142857,32.8,24.4,1857376767.4504857,3187102925.837511,1857376767.4504857,-316457416.05860096,42011326.867887735,27831875.639634684,-2518803980.791755
1990-10-01,0.22855,0.18975,0.2011857,0.3137143,,,,0.2124857,300.775714286,300.85,296.664285714,303.3,299.1,78.52,11.7,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,31.18,36.1,31.18,18.18,2.9,28.771428571399998,8.02857142857,33.3,23.9,1846477346.0889275,3168422106.1530614,1846477346.0889275,-314603233.85823864,41764876.44951901,27668479.7632586,-2504054988.5952735
1990-10-08,0.17115,0.06755,0.15771670000000002,0.3137143,,,,0.1794667,299.857142857,299.94285714299997,296.928571429,301.8,298.1,84.11,57.7,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,51.42,132.4,51.42,18.5128571429,2.5714285714300003,28.6285714286,7.314285714289999,33.3,24.4,1835620648.0461245,3149814426.2396216,1835620648.0461245,-312756308.48815143,41519391.751277894,27505724.65012113,-2489363684.658442
1990-10-15,0.21075,0.0702,0.16575,,,,,0.1816167,299.195714286,299.30714285700003,296.544285714,301.5,297.5,85.6214285714,61.8,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,143.55,279.6,143.55,18.1157142857,1.87142857143,27.6285714286,7.4,32.8,23.3,1824806589.424863,3131279742.6368017,1824806589.424863,-310916625.7197485,41274870.87735748,27343609.041369937,-2474729955.9411497
1990-10-22,0.1462,0.08975,0.1239286,0.3137143,,,,0.12882860000000002,298.902857143,299.042857143,296.257142857,300.9,297.2,85.5028571429,91.5,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,127.03,94.52,127.03,17.75,1.8,26.771428571399998,7.62857142857,32.2,21.7,1814035086.3279288,3112817911.884209,1814035086.3279288,-309084171.3244392,41031311.93195012,27182131.678153157,-2460153689.403285
1990-10-29,0.25225,0.1834333,0.2959,0.3137143,,,,0.318,299.727142857,299.778571429,296.534285714,301.4,298.5,82.7871428571,6.3,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,101.35,22.26,101.35,18.0342857143,1.78571428571,27.971428571399997,8.64285714286,33.3,22.8,1803306054.8581069,3094428790.521452,1803306054.8581069,-307258931.07363266,40788713.01924825,27021291.301618434,-2445634772.0047364
1990-11-05,0.1526,0.181775,0.1866286,0.3137143,,,,0.1783286,299.972857143,300.035714286,296.564285714,302.2,298.5,81.7157142857,6.6,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,20.46,14.4,20.46,18.0742857143,2.38571428571,28.471428571399997,8.42857142857,33.3,23.9,1792619411.1181824,3076112235.0881386,1792619411.1181824,-305440890.73873824,40547072.24344455,26861086.652913757,-2431173090.705393
1990-11-12,0.2908,0.2246,0.2348857,0.3008,,,,0.1803857,300.35,300.5,295.687142857,302.3,298.8,75.72857142859999,38.9,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,20.0,7.1,20.0,17.0857142857,2.2,27.5428571429,8.6,32.8,22.2,1781975071.2109416,3057868102.1238794,1781975071.2109416,-303630036.0911649,40306387.708731785,26701516.473187074,-2416768532.4651427
1990-11-19,0.2722,0.33035,0.1253833,0.3137143,,,,0.13163329999999998,299.511428571,299.635714286,295.375714286,301.6,297.0,78.1514285714,9.6,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,20.04,36.7,20.04,16.752857142899998,2.52857142857,26.8,7.414285714289999,31.7,22.2,1771372951.239169,3039696248.1682796,1771372951.239169,-301826352.9023221,40066657.51930186,26542579.503586084,-2402420984.243875
1990-11-26,0.13676670000000002,0.216525,0.1415857,0.3137143,,,,0.17678570000000002,298.238571429,298.26428571400004,294.81142857099996,300.2,296.5,81.38571428569999,26.7,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,33.61,44.3,33.61,16.2085714286,1.98571428571,26.2,7.12857142857,31.1,20.6,1760812967.3056512,3021596529.7609506,1760812967.3056512,-300029826.94361895,39827879.77934834,26384274.485258944,-2388130333.001478
1990-12-03,0.1098,0.0886,0.2517,0.17568570000000006,,,,0.2667833,298.542857143,298.685714286,294.782857143,300.8,296.7,79.9085714286,69.0,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,9.96,71.8,9.96,16.161428571400002,2.05714285714,25.985714285700002,5.54285714286,29.4,22.2,1750295035.513173,3003568803.4414988,1750295035.513173,-298240443.9864645,39590052.59306306,26226600.159353286,-2373896465.69784
1990-12-10,0.12135,0.26166,0.2099857,0.3137143,,,,0.1913857,298.202857143,298.278571429,292.004285714,300.6,296.1,68.7228571429,2.8,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,4.1,0.0,13.6157142857,2.98571428571,24.6857142857,7.77142857143,29.4,19.4,1739819071.964521,2985612925.7495337,1739819071.964521,-296458189.80226827,39353174.06463893,26069555.267017126,-2359719269.2928495
1990-12-17,0.2931333,0.2668667,0.3027286,0.3008,,,,0.2608571,298.297142857,298.37857142900003,294.55857142900004,300.9,296.0,80.0828571429,19.8,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,52.45,32.31,52.45,15.954285714300001,2.87142857143,25.714285714299997,6.58571428571,30.6,21.1,1729384992.762479,2967728753.2246637,1729384992.762479,-294683050.1624393,39117242.29826839,25913138.54939831,-2345598630.746396
1990-12-24,0.3025,0.2772333,0.16162220000000002,0.17568570000000006,,,,0.17126670000000002,298.038571429,298.085714286,292.10571428599997,299.8,295.3,69.6814285714,20.9,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,5.46,0.0,13.6828571429,2.28571428571,25.157142857100002,5.84285714286,28.9,21.1,1718992714.0098336,2949916142.4064965,1718992714.0098336,-292915010.83838683,38882255.39814395,25757348.747644767,-2331534437.0183663
1991-01-01,0.1465,0.14046670000000006,0.16731429999999994,0.3137143,,,,0.1515,297.06,297.135714286,291.907142857,299.0,293.9,72.9385714286,5.3,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,4.8,0.0,13.511428571400002,2.52857142857,24.3857142857,7.45714285714,29.4,18.9,1707166900.6073122,2929646315.448834,1707166900.6073122,-290903070.47983754,38614853.48799637,25580069.297152348,-2315530043.854233
1991-01-08,0.10705,0.1004667,0.1376167,,,,,0.2519,297.674285714,297.828571429,293.282857143,299.3,295.8,76.6285714286,31.7,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,15.85,26.33,15.85,14.671428571400002,1.88571428571,24.9142857143,6.31428571429,28.3,21.1,1696863911.7352026,2911986568.0641217,1696863911.7352026,-289150198.2055615,38381884.91741541,25425618.647546954,-2301586422.6632695
1991-01-15,0.1962,0.2935667,0.2179,,,,,0.25994290000000003,297.422857143,297.657142857,293.412857143,299.3,296.1,78.5,16.5,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,27.4,0.0,14.798571428599999,2.0,25.2428571429,6.57142857143,29.4,21.1,1686602459.635529,2894397931.510595,1686602459.635529,-287404381.5286339,38149855.254828766,25271790.95741435,-2287698891.0218096
1991-01-22,0.3313,0.30933330000000003,0.2027571,0.3137143,,,,0.2210286,297.88428571400004,298.15,292.38285714299997,300.3,296.0,71.5971428571,6.8,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,0.7,0.0,13.878571428599999,2.55714285714,24.714285714299997,7.77142857143,29.4,18.3,1676382460.4110775,2876880262.3278646,1676382460.4110775,-285665606.2204638,37918762.60442874,25118584.96790248,-2273867335.8897424
1991-01-29,0.0917,0.246425,0.1956,0.29818890000000003,,,,0.2438571,298.044285714,298.228571429,292.57285714299996,300.1,295.0,71.7842857143,5.9,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,5.7,0.0,14.0442857143,2.77142857143,24.8285714286,8.15714285714,30.0,18.9,1666203830.1646335,2859433417.0555377,1666203830.1646335,-283933858.05246043,37688605.07040827,24965999.420159414,-2260091644.2269545
1991-02-05,0.3801,0.2285667,0.2258,0.17568570000000006,,,,0.2550429,297.74,297.928571429,293.15,299.7,295.0,75.7942857143,7.3,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,19.69,0.0,14.541428571400001,2.42857142857,25.0571428571,6.885714285710001,30.0,20.6,1656066484.998983,2842057252.233223,1656066484.998983,-282209122.7960331,37459380.7569599,24814033.055332817,-2246371702.9933357
1991-02-12,0.0712,0.2211,0.2673429,0.3137143,,,,0.2762429,296.88428571400004,297.114285714,292.972857143,300.2,294.1,78.8957142857,5.6,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,18.05,21.4,18.05,14.46,3.2,25.1428571429,8.87142857143,32.2,18.9,1645970341.0169113,2824751624.40053,1645970341.0169113,-280491386.22259074,37231087.768276274,24662684.61457079,-2232707399.148775
1991-02-19,0.3313,0.2094,0.1194,,,,,0.1084333,297.414285714,297.614285714,293.63142857099996,300.1,295.8,79.74,17.8,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,26.2,0.0,15.0357142857,2.5714285714300003,25.842857142899998,8.47142857143,32.2,20.0,1635915314.3212035,2807516390.097065,1635915314.3212035,-278780634.10354286,37003724.208549455,24511952.83902099,-2219098619.6531606
1991-02-26,0.1702,0.2086,0.1914333,0.3137143,,,,0.13752,297.505714286,297.828571429,293.407142857,299.8,295.8,77.9771428571,30.7,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,31.79,23.8,31.79,14.7942857143,2.11428571429,25.2571428571,7.2,30.6,20.0,1625901321.014645,2790351405.862439,1625901321.014645,-277076852.21029866,36777288.181972384,24361836.46983146,-2205545251.466381
1991-03-05,0.21075,0.2641,0.2163571,0.2773286,,,,0.2476857,297.777142857,298.078571429,293.531428571,300.3,296.4,77.3157142857,10.9,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,8.3,0.0,14.92,2.24285714286,26.014285714299998,8.31428571429,31.1,20.6,1615928277.2000213,2773256528.236258,1615928277.2000213,-275380026.31426716,36551777.79273781,24212334.248149976,-2192047181.548324
1991-03-12,0.1024,,0.2405429,,,,,0.21325,297.43142857099997,297.635714286,293.335714286,300.1,295.7,78.1385714286,3.6,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,13.37,0.0,14.787142857100001,2.72857142857,25.9285714286,8.97142857143,31.7,20.6,1605996098.9801197,2756231613.758132,1605996098.9801197,-273690142.1868576,36327191.14503817,24063444.915124685,-2178604296.858879
1991-03-19,0.1279,0.1784,0.1593,0.3137143,,,,0.1470143,297.407142857,297.614285714,293.254285714,300.4,295.4,77.8828571429,5.7,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,11.1,0.0,14.7457142857,2.54285714286,26.0857142857,6.97142857143,32.2,21.1,1596104702.457723,2739276518.967669,1596104702.457723,-272007185.59947944,36103526.343065694,23915167.211903065,-2165216484.357936
1991-03-26,0.28035,0.223575,0.2473857,0.3137143,,,,0.2478833,297.47,297.69285714299997,293.74,301.0,295.7,80.0014285714,26.9,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,21.26,0.0,15.148571428599999,2.75714285714,26.0571428571,6.58571428571,32.2,22.2,1586254003.7356188,2722391100.4044766,1586254003.7356188,-270331142.3235416,35880781.49101347,23767499.879633382,-2151883631.0053806
1991-04-02,0.1691,0.216825,0.2219714,0.2519714,,,,0.2605143,297.064285714,297.185714286,292.48,299.4,295.4,75.6628571429,4.1,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,12.92,20.9,12.92,13.9914285714,2.28571428571,25.2428571429,6.81428571429,28.9,20.6,1576443918.9165912,2705575214.608165,1576443918.9165912,-268661998.13045347,35658954.69307366,23620441.65946328,-2138605623.7611036
1991-04-09,0.1765,0.2763,0.17736670000000002,0.3137143,,,,0.1845333,297.372857143,297.657142857,293.61571428599996,299.2,295.9,79.6285714286,18.8,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,6.0,19.78,6.0,14.9928571429,2.62857142857,25.3,6.5142857142900015,28.9,21.1,1566674364.1034272,2688828718.118342,1566674364.1034272,-266999738.79162413,35438044.05343935,23473991.29254082,-2125382349.584992
1991-04-16,0.0774,0.1024,0.2061667,0.3137143,,,,0.16355,297.284285714,297.392857143,292.17,298.9,296.0,73.3514285714,19.4,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,44.57,21.9,44.57,13.7328571429,2.01428571429,25.514285714299998,6.27142857143,29.4,21.1,1556945255.3989105,2672151467.4746146,1556945255.3989105,-265344350.078463,35218047.67630254,23328147.520013742,-2112213695.4369354
1991-04-23,0.10805,0.18845,0.2249429,,,,,0.1883143,298.07428571400004,298.23571428599996,294.028571429,299.6,296.7,78.4471428571,3.5,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,32.72,19.7,32.72,15.4614285714,2.3,26.528571428600006,8.014285714289999,32.8,21.7,1547256508.905828,2655543319.216593,1547256508.905828,-263695817.7623791,34998963.66585611,23182909.08303,-2099099548.2768226
1991-04-30,0.2091667,0.160575,0.1761714,0.3137143,,,,0.1761714,298.831428571,299.071428571,294.97,301.0,297.1,79.36,2.8,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,0.0,8.38,0.0,16.314285714300002,2.8,27.3142857143,7.714285714289999,32.2,22.8,1537608040.726965,2639004129.8838854,1537608040.726965,-262054127.6147817,34780790.12629251,23038274.722737506,-2086039795.0645413
1991-05-07,0.11595,0.180175,0.1111857,0.3137143,,,,0.1063857,298.638571429,298.721428571,294.812857143,300.9,297.2,79.5414285714,40.2,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,35.38,20.6,35.38,16.185714285699998,2.41428571429,26.9285714286,6.92857142857,31.7,22.8,1527999766.965106,2622533756.0160995,1527999766.965106,-260419265.40708005,34563525.16180447,22894243.180284128,-2073034322.7599812
1991-05-14,0.1676,0.10455,0.0964,,,,,0.15115,298.325714286,298.407142857,294.61857142900004,300.1,296.6,80.0671428571,32.8,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,4.16,35.37,4.16,15.9742857143,2.5,26.528571428600006,6.58571428571,30.6,22.8,1518431603.7230377,2606132054.152844,1518431603.7230377,-258791216.91068333,34347166.87658435,22750813.19681775,-2060083018.32303
1991-05-21,0.0669,0.1335667,0.1356,0.3137143,,,,0.09711667,298.58428571400003,298.457142857,295.124285714,300.4,297.0,81.30142857140001,3.6,296.74,298.45,295.184285714,307.3,293.1,92.4185714286,16.6514285714,32.5,20.7,51.16,59.3,51.16,16.5014285714,1.85714285714,27.3857142857,6.7,31.7,22.8,1508903467.1035457,2589798880.8337274,1508903467.1035457,-257169967.89700082,34131713.374825135,22607983.51348619,-2047185768.7135763
